,political_rallies_attendance-0,political_rallies_attendance-1,campaign_donations-0,campaign_donations-1,legislation_passed
0,1.0,1.0,-1.8194753217316708,-2.1237031483737105,1.883967381058869
1,0.0,0.0,-0.8999697643333908,1.0966761216566083,-8.400539394753624
2,0.0,0.0,-0.928419470277918,1.1549054975499284,-8.548689780078943
3,0.0,0.0,-1.8813936179067536,1.4066425556967976,-8.035299060532319
4,0.0,1.0,-1.1036349255496607,-0.0658004446460273,-8.017966753132479
5,0.0,0.0,-1.3904646503387035,0.3925254426289792,-8.848413185963883
6,0.0,1.0,-0.7457989481197701,0.8062193850901627,-10.834755198559748
7,1.0,0.0,-1.474653943445066,0.925822681906946,-3.5478590986283147
8,0.0,0.0,-1.4249198997413384,-0.1543116930534819,-11.169281619930555
9,0.0,0.0,-0.45202639115524434,1.4380817712528635,-7.144725893839912
10,0.0,0.0,-0.7355825640783796,0.6023874753461951,-9.224055902019654
11,0.0,0.0,-1.9907305516630434,0.41911983797402935,-9.52504251536162
12,0.0,1.0,-0.9695430780355344,0.5745827605146996,-13.192370593691725
13,0.0,0.0,-1.0171467869766704,-0.5526298430515313,-11.10484089317925
14,1.0,1.0,-1.3014130140664206,-0.9160832835437762,-2.2976733441457844
15,0.0,1.0,-1.1141299413414214,1.49141246360385,-14.758864664430138
16,1.0,0.0,0.4977077737485085,-0.137556893973444,-10.37137128782568
17,0.0,0.0,-0.7237708887971397,-0.6467977812906364,-10.290706356096788
18,1.0,1.0,-0.4062415061665687,-0.31838917391217225,-5.966894527921477
19,1.0,0.0,-1.7634415246018444,-1.9683179482643243,-5.1047537517358785
20,0.0,1.0,-1.697781566252274,0.3713892370119303,-10.755389737852369
21,0.0,0.0,-2.008321141179261,0.14583718785667887,-11.528543825391377
22,1.0,0.0,-2.0027649990365273,-1.6501493112297836,-4.701686213982856
23,1.0,1.0,-0.6996564915554738,-0.2160634548946633,-5.651287006898043
24,1.0,0.0,0.08332913199535374,0.5860452428870231,-8.531562920343106
25,0.0,0.0,0.5615274363354907,-0.4456699992471336,-7.767586933695182
26,1.0,0.0,-1.2854999305458181,-0.48077849416524376,-5.013813091299839
27,1.0,0.0,-1.1143799443033369,-0.7626987103450096,-6.099621728249122
28,1.0,0.0,-0.3556628442648388,1.3114223524885351,-7.532647829341721
29,0.0,0.0,-0.9176821298170996,0.3559297230467673,-7.672526286684353
30,1.0,0.0,-0.062265138243581264,0.13603739400669546,-8.526981305316244
31,0.0,0.0,-0.5596550383859962,-0.39869424181184804,-9.766224852014872
32,1.0,0.0,-1.2330086938472322,-0.45276625537711324,-4.664497889891662
33,1.0,0.0,-1.058232403752987,-0.22860760662365012,-6.607721468363611
34,0.0,0.0,-2.108218441023258,1.5052587578077654,-8.79377961312828
35,1.0,0.0,1.7701071895733738,0.8325820035170665,-14.548715338152876
36,1.0,0.0,-1.7286883999438694,-1.3823034152238396,-3.6608829980889936
37,1.0,1.0,-1.0048890261977415,-0.8830010977092606,-3.5616733091153074
38,0.0,0.0,0.8911159877838435,-0.7580737753684673,-8.355231911325221
39,0.0,0.0,-1.3263259540412085,0.3656553920810629,-9.946556983761313
40,0.0,1.0,-1.5309615101034577,-0.4897338725648911,-8.432263891262116
41,0.0,1.0,-1.9071446640910312,0.46871878374448084,-9.671555562512598
42,1.0,0.0,-1.5008996272084771,-0.0022732097698556775,-2.9609072028918337
43,0.0,1.0,-1.4442026493006863,0.4096173867105727,-11.961780233728803
44,1.0,1.0,0.24205530737197578,0.9804891442509427,-13.54262646348186
45,1.0,1.0,0.151769598419348,-0.6228018188201562,-6.327570879340983
46,1.0,1.0,-1.1672940142644448,-1.2115208178143761,-4.011240453693104
47,0.0,0.0,0.1463666074639549,-0.5978212910565476,-9.241069864996447
48,0.0,0.0,-1.089758264691016,-0.040565380061652,-9.040562028270148
49,0.0,1.0,1.3629367783540656,-0.20754680438119577,-6.586806702160302
50,0.0,0.0,-0.5684425259921353,-0.6038103138455053,-9.363678158995267
51,1.0,1.0,0.84561457294555,0.6184822058070243,-13.293627893417572
52,1.0,0.0,-0.3088913444652157,-0.5967251947197416,-8.664094712431783
53,1.0,1.0,-0.6445439125132378,-0.5381907017653783,-3.8402601294832115
54,0.0,0.0,0.9284235839672952,-1.635044435698548,-8.683444772944622
55,0.0,0.0,-1.7536889379616563,0.5868033941224586,-9.038960004953594
56,0.0,1.0,-1.348371690478114,1.568220077633535,-14.592695389971858
57,1.0,1.0,-1.5666072681854788,-0.24363473163578725,-2.8058690395552537
58,1.0,0.0,-0.3541427231146612,-0.41515969724283464,-6.892904124298894
59,1.0,0.0,-0.8644774520390319,-0.9045325478385104,-6.767624881033274
60,0.0,0.0,-0.2315873676640724,-0.18692871408195408,-10.394982783378198
61,1.0,1.0,0.3692218459008765,0.1604090249369591,-9.92743790640119
62,0.0,0.0,-1.6762959993068511,0.9306268149833556,-8.59466956107062
63,1.0,1.0,-1.5261132184471595,0.029808213831554742,-2.213909800799556
64,0.0,1.0,0.9456606544234931,-0.6645616356820745,-5.797315572587973
