,product_releases-0,product_releases-1,innovation_level-0,innovation_level-1,units_sold
0,0.0,1.0,3.7804809317883867,-1.417099047356063,-2.538868019102848
1,0.0,1.0,3.1951779618518747,-0.09915558718666434,-6.408647971687921
2,0.0,0.0,3.2858710167537533,-1.2222357291342885,-4.5345182790122704
3,0.0,0.0,2.165643282038742,-0.4820536241080109,-2.9078949539590067
4,0.0,0.0,2.409615496079769,-1.494498833164244,-1.3600785824308048
5,0.0,0.0,6.422004620456123,-1.5518328401241421,-4.504674511038885
6,0.0,0.0,1.6209431336373115,-0.5485002545967912,-1.436545003421011
7,1.0,0.0,2.9615571752730947,-0.10405946725233894,-16.319167789793358
8,0.0,1.0,4.480640470960649,-1.7618255219608716,-3.7116133539904665
9,1.0,0.0,3.2132010061804324,0.9750407994101675,-18.074032006828226
10,0.0,0.0,3.351398894379599,-0.924023220119587,-4.080401754583505
11,0.0,0.0,3.220785366079895,-0.763918991524508,-2.525485437486416
12,1.0,0.0,3.552079459356072,1.0540338263221551,-20.22571503134346
13,1.0,1.0,6.4258818498417885,1.0068451152243418,-35.86385432255589
14,1.0,1.0,3.1345335056473074,0.6838130768123116,-24.574342404513544
15,1.0,1.0,1.9771531645995817,0.6374782650070062,-18.029767286020494
16,0.0,1.0,2.8663939535409844,-0.14206929840437693,-7.071646974227974
17,0.0,0.0,3.372078320278344,-0.4578119561626042,-4.360276800767268
18,0.0,1.0,4.079798875294201,-0.8109794939089813,-4.902252223950288
19,1.0,1.0,3.5554619663886173,1.2869919895109612,-26.574375247092156
20,0.0,0.0,4.215872971649999,-0.9878870786995324,-3.3614668613728393
21,1.0,0.0,3.045249917532335,1.143309993889245,-17.76859758002799
22,1.0,1.0,4.930987701044104,0.6989301583766805,-28.61023593936225
23,0.0,0.0,3.6508938359440375,-0.17207001688988033,-4.1738954874758
24,0.0,0.0,3.3228590228206762,-0.7055695478409266,-3.126207374875878
25,1.0,1.0,2.5318108420976726,0.4356809776209213,-17.181254041868602
26,0.0,1.0,3.92175514469932,-0.13585790713408075,-6.09308248687817
27,0.0,0.0,2.8928434716400604,-1.2168632445266714,-2.133521826072788
28,0.0,0.0,3.70486654938703,-0.6405531297973421,-4.186279986488667
29,1.0,0.0,3.530377042759463,0.620386692604123,-20.03939127873874
30,0.0,0.0,5.047245067425129,-0.40233028386093683,-5.314056818426288
31,1.0,1.0,3.1708203518255513,1.198411304545298,-23.250555109820457
32,0.0,1.0,5.960716362208611,-1.136294464564519,-4.818665706977965
33,0.0,0.0,2.6425714002743312,-0.3475840368192632,-2.2153408729437616
34,1.0,0.0,2.5813606873355104,-0.25297582322760276,-13.225440942421233
35,1.0,0.0,3.318550130195588,0.6821573542887602,-17.744580126852497
36,0.0,0.0,1.246729361017708,0.5430463997634931,-3.84101845960517
37,0.0,0.0,4.280270174389429,-0.5956575595132818,-5.791035461512981
38,0.0,0.0,3.545096315031319,-0.9310951006140686,-4.449357567527841
39,0.0,1.0,4.939922196075911,-1.2972395598949173,-2.408914205954505
40,1.0,1.0,3.3334772035806353,0.8868822673710437,-24.180469788414147
41,1.0,1.0,2.9011599315088676,-0.2386084774663242,-17.65733489367161
42,0.0,0.0,1.8169234855594862,-0.9925733677693426,-1.728552610257006
43,0.0,1.0,4.662043066437362,-0.4210298581589125,-6.02755487092946
44,0.0,0.0,2.4910027800234174,0.9312026915544602,-4.789079512901438
45,0.0,1.0,4.103466414377783,-0.996504531744266,-4.151586609969707
46,1.0,1.0,2.9209804992633983,-0.25497968647346037,-16.383542376580866
47,0.0,0.0,4.23203235047438,-0.5947212163516792,-5.1466772836196935
48,0.0,1.0,2.004160842221804,-0.34129487191837515,-4.682033262931313
49,0.0,1.0,3.6394430990677464,0.10444299529525636,-7.7912082339137445
50,0.0,0.0,3.071508879276967,0.32156029601867764,-4.903614192568727
51,1.0,1.0,4.336874209462579,1.1447922341915162,-28.995276728783907
52,1.0,0.0,1.8762739595286935,-0.12769320553938018,-10.47121899853181
53,1.0,0.0,4.500702174391794,1.3708271846648015,-24.212461649922048
54,0.0,0.0,1.1902937734776855,-0.29383946822979895,-1.1983186369360863
55,1.0,1.0,1.4860917080342015,0.21297831099754264,-15.470286007958206
56,0.0,0.0,4.386198307936579,-0.45541376642274706,-4.0979376453401715
