,rental_cost,var_1,mortgage_rate
0,0.0,-1.6034256395000703,5.912912649818118
1,0.0,0.7217685404610952,0.4315105140686175
2,0.0,-1.5714856622918063,5.446170627498261
3,0.0,-0.8425774465163836,4.466953137647568
4,1.0,-2.2187931683622395,8.338478827488043
5,0.0,-2.314990541452183,7.486646564328664
6,0.0,-1.5045063089257893,4.742158224732959
7,0.0,-0.6649325534935637,4.351827051636851
8,0.0,-0.960518873424569,3.730870135407698
9,0.0,-0.920611356230849,4.500191344498527
10,0.0,-0.2507539323779753,1.986573909488017
11,0.0,-1.3588798268750621,4.121373037264529
12,0.0,-0.7158335083637872,3.889859893089253
13,0.0,-1.0268081531153195,4.374169477350045
14,0.0,-0.15974719695032613,0.6133141556506587
15,0.0,-0.12530088762630742,2.19440681898084
16,0.0,-0.6685088793806492,3.1794820181104626
17,0.0,-1.5254269518241483,5.911400377395696
18,0.0,-0.7347094197550006,3.156987613582621
19,0.0,-0.48309810028319256,2.562017309729203
20,0.0,-1.810163334846629,6.173786255228267
21,1.0,0.5712434064038425,2.1033278707820435
22,1.0,0.5036526009250086,1.7106822717522046
23,0.0,-0.9383210577551296,4.145360585600296
24,0.0,-1.3448982189282388,5.119700915813858
25,0.0,-1.5294412941981148,5.772011596904682
26,0.0,0.5764479993970275,-0.8010217840961757
27,0.0,-0.9326291966343145,5.517693529445632
28,0.0,-2.537535590746205,7.414340982546621
29,0.0,-0.2635880564909867,2.9237151523748084
30,1.0,0.07203436545220898,3.753524033760511
31,0.0,-1.4572024590260906,4.6719758670110005
32,0.0,-1.1473557339558944,4.523284124911101
33,1.0,0.32012253836847004,2.9871735441730247
34,1.0,-1.6419147107384733,8.12914296899262
35,0.0,-0.9952387977132675,3.9358611170400675
36,0.0,0.35349429531229104,0.5310163373057327
37,1.0,1.1093806940576885,0.7928782638849634
38,1.0,0.12035045683301338,1.9342715008422195
39,0.0,-1.3123755326291997,4.020329532422405
40,0.0,-1.108598084237757,3.689206921582185
41,0.0,-0.5595713996358639,2.9683446063604837
42,0.0,-0.7596963065805781,2.530727399000847
43,1.0,0.45440335527459363,3.393902445381202
44,1.0,0.35619316422351566,2.8626667435604856
45,0.0,-2.1492002280872855,6.837314615046214
46,0.0,-1.6114671656630266,5.511720471380003
47,0.0,-2.8135391192996417,8.81903292561208
48,0.0,-2.9765585281140123,8.021475489369044
49,0.0,1.3611226842003217,-1.1093912942354516
50,0.0,-1.1744502919250517,3.6562520545692294
51,0.0,0.014940771751364768,1.973866596408338
52,0.0,-0.001195354307441887,1.0625729987296513
53,1.0,-0.17536431132065622,3.504186961429739
54,0.0,0.1236114645181845,0.802552316307305
55,1.0,-1.1174271663194968,6.013517214490037
56,0.0,-2.6402859958338016,8.69618607075374
57,0.0,-1.69758543278906,4.453272231997628
58,0.0,-1.2680256511925831,4.367859900125929
59,0.0,-3.302174760414881,9.534813754852143
60,0.0,0.340593537838076,0.8366463432942775
