,lifespan-0,lifespan-1,rate_of_obesity-0,rate_of_obesity-1,vaccination_rates
0,0.0,1.0,0.3636024824824249,0.18057093349760628,-3.07559947981535
1,0.0,0.0,-1.8777909009808975,2.7342950528854453,-1.9716508999051294
2,0.0,0.0,-0.8962577282066311,0.37097946461193376,1.7877880011167853
3,1.0,0.0,-0.5627923941285222,-0.5536582161494037,4.180362849423032
4,0.0,0.0,1.6703520943412529,-0.7413210983480946,-1.216560478104919
5,0.0,1.0,0.4763831369779399,-0.41166016847800074,-1.0388287655231259
6,0.0,1.0,1.2247396393625691,-1.851229349115575,2.2243711727793762
7,1.0,0.0,-0.16151480667062246,0.17206773391754376,0.40232837415899836
8,1.0,0.0,0.2504007216522678,0.13165310411251935,-0.5353370266542874
9,1.0,1.0,-2.2751658325102087,-1.9535829897752515,15.146451746957634
10,1.0,0.0,0.20427057587397934,0.04115348198930123,-1.384242840815223
11,1.0,0.0,-0.40786662888076813,0.3158765866466263,-0.6735792701955263
12,1.0,0.0,-1.4028739678251627,-0.9040337780315799,7.322821461331944
13,0.0,1.0,-1.7571372995629089,1.4881572633636693,0.045805981429339226
14,0.0,1.0,0.3626774383461848,-0.7498452918499788,1.8212345828166039
15,0.0,0.0,0.3728845934843503,-1.1213344254063897,3.3791604186931163
16,0.0,1.0,-0.6153619343733355,1.4862247409921878,-4.983533679286353
17,1.0,0.0,-0.7984178369034163,-1.3140083084514362,5.692987228531802
18,1.0,1.0,-0.2914130237551839,0.13967836556031674,-0.5134146637836161
19,0.0,0.0,-0.8856240936635424,0.6433497555310856,2.659117027522223
20,1.0,0.0,-0.12833480193585822,-0.6943224892328093,1.6285297268217436
21,1.0,0.0,0.8274539738240672,0.9653295708979646,-6.2835382343899635
22,0.0,1.0,-1.3394489535829464,0.23997966297054196,2.0299203086190145
23,1.0,0.0,-1.4455332745721245,-1.5118738693479363,10.622367763761346
24,1.0,0.0,-2.4551203008842117,-1.7107937294711921,10.883402928413794
25,1.0,1.0,-1.668766205839146,-1.5480007950852865,10.729728765384959
26,1.0,0.0,-1.1559356351436665,-0.5732017312875718,6.585813195846682
27,0.0,1.0,-1.2446205385230145,0.930768408643825,0.8788955212515432
28,1.0,0.0,0.3300790623618528,0.4467006743502866,-2.8544149912618826
29,1.0,0.0,-1.0930308153861663,-1.1347846847460992,6.039424813258399
30,0.0,0.0,0.5069413729951826,-0.2647179813475184,1.0955371995250944
31,1.0,1.0,-0.6144779007375322,-0.3412058957499026,2.714898108278117
32,1.0,0.0,-2.0822552268756147,-1.4643670488900367,12.309931217080036
33,0.0,1.0,-0.614840565086463,0.19578471955112214,0.07547849606596602
34,0.0,1.0,-0.5343559983688819,1.272062237799177,-3.527612643131452
35,0.0,0.0,-1.8095706314881288,1.6332922342778005,4.140445409587909
36,0.0,1.0,-0.44730891018382923,-0.043957900683474216,0.7617085773906063
37,0.0,0.0,-1.1881862574819042,0.9539944072621052,1.302846974147601
38,1.0,1.0,-1.069259107983402,-0.4395833185622921,3.6421771607502613
39,1.0,0.0,-0.5756775290563647,0.20952376780816767,-0.2158080151098567
40,1.0,0.0,-0.6454366731911814,-0.8010133925217352,3.9899333657295357
41,0.0,0.0,-0.022142032886470764,-0.39364435457139224,2.6490381873432236
42,1.0,1.0,-3.1160032099248935,-1.7932214425579072,15.452169674295714
43,0.0,1.0,0.15461450494826035,1.7512784735174094,-6.184498182583229
44,0.0,0.0,-1.0341318026183217,0.6593006752069351,1.960555901251864
45,1.0,1.0,-2.125350859100168,-1.161292318371983,10.551231110557186
46,0.0,0.0,-1.4219965879922527,1.5379467034452536,2.442030084867589
47,1.0,0.0,2.1353049800936486,0.8268242336373306,-11.429446387604742
48,0.0,1.0,-0.398755391825763,0.11924038257204148,-1.4415481609185403
49,0.0,1.0,-0.8456642481962443,1.0820030319200469,-2.2784288133644903
