,rallies_attended-0,rallies_attended-1,laws_enacted-0,laws_enacted-1,funds_received
0,0.0,1.0,-0.49040390451424143,-0.6275157067479448,2.3992950079049558
1,0.0,1.0,3.275125644913074,-1.8477713552854254,10.932813425842783
2,1.0,0.0,2.4384025134821155,3.031210259278832,-9.344963753690523
3,0.0,0.0,1.120724532013333,-0.5078149484456097,-3.079952330314808
4,0.0,1.0,1.5267806976223985,-1.2869846119091481,5.9143463115568355
5,1.0,1.0,-0.736704171935183,1.3497709426332107,-1.1112062738523862
6,0.0,0.0,3.669141043471557,-1.176432241050843,-3.504171223108319
7,0.0,0.0,1.4078027937865776,0.7745375103310409,-4.826997199913469
8,0.0,1.0,2.4283864395202355,-2.0121426602746952,8.387682877776374
9,0.0,1.0,5.2755586501524085,-3.0805221023269764,15.217669041369884
10,0.0,1.0,1.2686333572003183,-1.0505003868108846,1.8537988851451024
11,0.0,0.0,1.7394357990588478,0.5168612837010662,-5.219911193887016
12,1.0,1.0,-0.0488414189554045,0.6406049809040912,1.7426874836266286
13,1.0,1.0,2.148345663229702,0.9260586178798683,-9.705253482053779
14,1.0,0.0,2.349913559596786,0.16033232692840105,-10.008004320345139
15,1.0,0.0,0.04304356369601603,0.3218216596649553,0.8424400355560178
16,0.0,0.0,3.7444519508936605,-1.9842936967023672,-4.431427757213804
17,0.0,0.0,0.8698925265555937,-1.1965633965625742,-4.392665002718947
18,0.0,1.0,2.7655679198356884,-0.39606362488774016,1.7721648245934478
19,0.0,0.0,4.010660690634837,-2.1312979043164555,-5.286843911351663
20,0.0,0.0,1.624251411184656,-2.1750386722579975,-3.529713376304719
21,0.0,0.0,1.5464418889727085,-1.2065646166304451,-2.8010254378651975
22,1.0,0.0,2.5567505725049635,1.6852555475885884,-10.475987080784485
23,0.0,1.0,1.013600515382438,-0.8856895342360507,-1.0750925220275382
24,1.0,1.0,3.111327960957734,1.4479060848892404,-19.57432879483124
25,0.0,0.0,2.224740792418246,-1.2072080886091514,-0.9270728856345551
26,0.0,1.0,2.73981118937548,-1.891748007493702,10.040243550063767
27,0.0,1.0,4.068073143628375,-2.254018731106932,7.999196890712682
28,0.0,0.0,1.2028388617222983,-0.3725445579451998,-4.7689969265818
29,1.0,1.0,2.495442584662703,2.003251001307859,-16.048742054769082
30,0.0,1.0,2.742646109218294,-1.7303838969869738,8.569808558536838
31,0.0,1.0,0.8022824203796148,-0.09263310468737684,-1.8341383711667194
32,0.0,0.0,-0.03363550390870618,-0.0072899506416259675,-3.28021942194205
33,0.0,0.0,1.8418068481904468,-1.6740295739146855,-5.954514529295988
34,1.0,0.0,2.344401496803269,1.2110922032348594,-10.250450217957924
35,0.0,1.0,2.5669299616088934,-1.7561753472253647,6.177087712302934
36,1.0,0.0,1.6189482198504832,1.0667015393407735,-8.262062123123949
37,1.0,0.0,1.1116480455267315,0.5103218040802934,-6.322940617160802
38,0.0,0.0,2.9669515153422052,-1.0161474831267605,-1.7244512975537376
39,1.0,1.0,1.9448672058387626,1.392486591366943,-12.469666509280763
40,1.0,0.0,2.496847589798736,1.1009087223345024,-13.967911592551808
41,0.0,1.0,3.726272769640141,-2.2203782502362204,9.88130679699358
42,1.0,0.0,2.9624773862100557,1.342460981475886,-14.428776030942949
43,1.0,0.0,4.3307599596146105,2.539128725752563,-18.00074693111204
44,1.0,0.0,4.214232812326747,1.9420788469215484,-20.165212232676318
45,1.0,1.0,-0.3142852347199625,-0.3967329179614914,2.672791650222981
46,0.0,0.0,1.9295336267918388,-1.334361666035599,-6.192256064667931
47,1.0,1.0,2.5189730033310025,0.6969671929590094,-13.477910239531038
48,1.0,1.0,1.2816195763003773,0.9174944794255301,-7.7978273756768814
49,0.0,1.0,1.9642058093728945,-0.8235792509746563,4.731315924476892
50,1.0,0.0,1.6043732997113658,1.040017877620425,-2.540719122273543
51,1.0,1.0,2.8701636327472926,1.1101550800031208,-17.603889865835658
52,0.0,0.0,2.715699031888223,-0.9702567906878401,-6.298584988345537
53,0.0,0.0,2.0088741522016837,-1.00506497548923,-3.846373679007409
54,1.0,0.0,1.1429333225306064,1.483184818177349,-4.690034886422038
55,1.0,0.0,2.1644981579106193,1.2431404569375917,-9.345510174363472
56,0.0,1.0,0.9290538105376198,-0.06394734329905571,-0.010168968718637927
57,0.0,1.0,1.551422134831077,-0.872126194017703,2.017392877025142
58,1.0,0.0,2.1955567271809002,2.101365683382056,-8.611091745511832
