,vaccination_rates,life_expectancy,hospital_beds_per_capita,obesity_rates
0,-0.7673556052616344,-4.101144904467519,17.66341828244396,-79.37622536656906
1,-0.025906530193085055,-0.37333201529231386,1.7584176124889972,-7.122781112877491
2,0.42141951842189984,1.9454226797279999,-8.649603231054963,38.94928987231141
3,0.5016931800065327,3.7409746089822637,-16.75569522247407,73.7408244252
4,0.028550734317567227,-0.3966393840947684,2.5650930279363613,-10.577459095841167
5,0.1191333884639818,0.7677873444818033,-3.605170823975054,15.68386084600931
6,-0.35572718082558447,-1.9113444721044068,7.613740387982994,-32.90011695003471
7,-0.04096811173836634,-1.0516608344869156,4.536569273578653,-19.026861253136726
8,-0.06882493440659851,-0.2502463897417999,0.8198627160937878,-3.801625908756771
9,-0.12307556145843038,-1.6878564104126172,8.82780408498243,-38.76356561848643
10,0.47159704950868087,2.206757616380285,-8.611333932704046,39.126935112346835
11,-1.3257595205014752,-5.8735054299056095,23.933989887691585,-106.04369986725418
12,0.26999689205657545,0.8760701265757367,-2.99275510107047,13.970228856827607
13,-0.021693129120165387,-0.4266825615074906,2.0484378066488302,-9.069092420994027
14,-0.10236476814415651,-1.4019525787221818,5.881855641968388,-25.631484360134667
15,0.5464321598976867,1.9175157286251618,-7.531523976075436,33.316124920542066
16,-1.1914525495444825,-5.149936251874264,20.570302988052948,-91.80933147069936
17,-0.09704708674643668,-1.4151289402254252,6.366831723851474,-27.888879369171477
18,0.3922648178301677,2.2623486515295532,-9.273871694140738,40.0628107396725
19,-0.4752695938488417,-2.3306315950719814,9.264469092024989,-40.63650883896073
20,-0.43848818738406986,-1.6241388447017675,6.34481660025899,-27.933955264455033
21,-0.3515947707411012,-1.9119466161584964,8.547467812593164,-38.13918695207235
22,0.0073807042583197875,0.6053400945811218,-3.725892158082761,16.491338110635326
23,0.045313496744714736,0.6350351888533616,-2.0591107251872516,8.407712363302837
24,-0.27553247541027953,-1.95453436557527,8.36017913414388,-36.34848346357783
25,1.109420209268877,4.769382401682215,-18.764688314351126,83.4345817968768
26,0.7942462338594553,2.7772197036461703,-10.232671467616088,46.06703003378501
27,-0.5590013517605138,-2.4637902973420567,10.276130402324547,-46.42871148819191
28,0.4291932178722975,1.476353846365122,-6.0673666646903515,26.398524197255654
29,0.13764019183362589,1.0388961685552798,-5.1134738404025235,23.418964001046902
30,-0.17663699955726078,-1.0444420100839031,4.58285184967325,-19.525296053347905
31,-0.27645943624636476,-1.032301770356788,4.0542506968717476,-18.172176845000166
32,-0.6370774716079246,-3.31817524123163,14.061972233653153,-62.16308428548905
33,-0.3124621410007557,-2.523742236279582,12.88813796710657,-56.37029028095448
34,-0.08942853458429846,-0.42735955151705274,1.8715821114583975,-8.677226551024479
35,0.6130830794113113,3.742915695031844,-16.939843754988427,74.81760292650522
36,-0.5007625889789976,-2.3299125018099365,9.617710762129624,-42.18902963907993
37,-0.22554026607947,-1.9938261367406729,8.567618293429062,-36.4049738554307
38,0.22473178781986422,0.8294508053028753,-3.1303573655965566,13.210145749322173
39,-0.002619564479350423,0.7260697700327017,-2.676794950824555,10.506230192266036
40,0.004065189865165403,1.1388159022060595,-6.027070128810381,25.89157775399595
41,-0.5359829727657397,-3.2194193464372174,13.740975665867229,-60.25357762355322
42,-1.0059328543883805,-5.34324585748107,22.59069151157789,-99.98324463305863
43,-0.9186237003072675,-3.6789740865326075,15.22309950576354,-67.15597157944674
44,0.23463029416627562,0.5637161797171223,-1.7738711256616577,8.642228142696501
45,0.8779469325411529,3.825042233719729,-15.481548200078755,68.75501499690996
46,0.3586818812145473,1.3926524016162485,-6.359101810983348,27.946362956785002
47,-1.514892680685875,-7.690362090291311,32.83053128357424,-144.87641008875926
48,0.986806063983484,4.914078459841251,-19.854207813274527,88.04351215214817
