,life_expectancy,obesity_rates,hospital_beds_per_capita,var_3
0,0.0,14.374662897889994,4.967164406122777,-18.847967381799506
1,1.0,8.034447929875643,3.8794838104543503,-8.049541103369632
2,0.0,10.0174688347285,3.6813655393630937,-11.587431749054971
3,1.0,5.2933757015518905,3.069867678979871,-4.432036613166503
4,0.0,9.750342728905276,3.265901746624613,-13.351505869426912
5,1.0,9.158228084960195,4.398835372868109,-9.177882394276052
6,0.0,17.593772804175615,6.129620381291671,-21.879090761616016
7,1.0,11.9380961971156,5.478085181889101,-11.16439831363775
8,0.0,13.76909803792926,4.676091986726377,-16.610810897957407
9,1.0,5.235002992198691,2.9972593153380114,-3.0204836022924697
10,0.0,6.981835862303501,2.4139152374589337,-9.637379272945937
11,0.0,12.764115302911115,4.3915875716813995,-15.833371428089324
12,1.0,10.410337983117207,4.862664641632797,-11.268953579805647
13,0.0,14.550079640622162,5.010139865637904,-19.56306588472327
14,0.0,14.558386487348509,5.025597486401862,-17.951084144365563
15,1.0,6.768211029625025,3.716406797528049,-5.377892083066423
16,0.0,13.195450409828364,4.506579064921667,-17.225625306194384
17,1.0,10.191282946604614,4.857601853954682,-9.644221876482106
18,0.0,4.048341379226884,1.5236143694963973,-4.416825095252242
19,1.0,8.595121114672537,4.225622494217457,-7.776500768181942
20,1.0,5.9423923218114005,3.28549541586404,-5.234793983336312
21,1.0,10.708536580499928,4.897951999218109,-10.59498435909244
22,0.0,12.033894208303428,4.144158295835302,-15.769077439228822
23,0.0,15.587741416588054,5.407725532981098,-20.655419638956552
24,0.0,9.151842157797013,3.094743987822281,-11.462950733707554
25,0.0,8.97479204951291,3.090254151809682,-11.425811053921464
26,1.0,8.65132902095728,4.207153480143723,-7.952437976387135
27,0.0,13.919525550496376,4.991521096820188,-17.25681763168889
28,0.0,11.170744622192418,3.8205759916280932,-13.684970454787097
29,1.0,17.556524625691253,7.184768064205388,-19.700182057767563
30,0.0,10.715271421936462,3.807255560128678,-12.995726869377107
31,1.0,11.548234964298365,5.290712068449091,-12.17980833405802
32,0.0,9.107814324933639,3.093195293739611,-11.237183111763153
33,1.0,10.257117512726904,4.731569932015266,-10.505467895329542
34,0.0,14.915155635856255,5.022402916677214,-19.867441290209037
35,0.0,8.745673836241508,3.027304329112357,-10.611753859253598
36,0.0,9.37337870548526,3.24055088224525,-12.123919596951199
37,1.0,8.556037949693266,4.20269851658184,-8.994617915164483
38,1.0,4.28624611805243,2.9391342367460016,-2.349746234662373
39,1.0,6.516774360815652,3.558656432901414,-4.647670310246978
40,1.0,10.762353245288503,5.013294961868327,-9.933185083839835
41,0.0,19.628647418366334,6.5383077204394,-25.31825791645817
42,0.0,7.321600410160741,2.6683292304720916,-8.676092732542278
43,0.0,12.014094395952187,4.168406092806652,-15.19969358503543
44,0.0,16.68624447619067,5.837332064537893,-21.21124458525157
45,0.0,13.624609887012399,4.7314152534923055,-17.743702041684845
46,0.0,11.844710644575404,4.166107188616796,-14.559417222498881
47,1.0,17.0714386432704,6.896709291398166,-20.519822553140514
48,1.0,11.582578342604478,5.194039047967983,-12.160997099802971
49,1.0,9.087604332050567,4.382986147769525,-8.482098102372898
50,1.0,5.8559063881908,3.231095301293195,-4.407327652894207
51,0.0,18.851127950565505,6.384163678707976,-24.286129141143213
52,1.0,8.32770021830746,4.068499612450992,-8.824045727410137
53,0.0,14.00784939459719,4.730208012348648,-17.151847428717126
54,0.0,14.955980396990922,5.134411911871512,-19.298083633501097
55,1.0,5.189602437187191,3.0461201896781267,-2.621708130816815
56,0.0,10.91259994677304,4.05144513989646,-12.42326371691479
57,1.0,1.4052255531171767,1.7348862506513143,2.1179339589321327
58,1.0,7.773651830233958,4.0516920547704975,-6.643649030092289
59,1.0,12.116925667923084,5.72768117305765,-12.583772072987585
60,0.0,16.72908927899695,5.779138779290137,-21.27818818414016
61,0.0,16.88538570140201,5.8212484052477285,-20.971094939621
62,1.0,8.358366359048118,4.276711453842266,-7.073514611312602
63,0.0,14.326386103666469,5.006492629246783,-19.674682317456764
64,1.0,13.009055916264312,5.6175055714325275,-13.386173348763169
