,political_rallies_attendance,participation_rate,campaign_donations,var_3
0,1.0,0.3547301050006618,0.009247461822992853,-2.017196363493571
1,0.0,-0.04080182762139861,0.34309320466107174,2.552944782985255
2,1.0,-1.160726257308064,-0.023774016841785706,-5.873106439313399
3,0.0,-1.1430145643283873,1.0605589805801223,2.704259551692295
4,1.0,-0.018166316484483636,-0.7306742190105127,-6.151563594203131
5,0.0,-0.6091182117567701,0.7198991617507031,2.290019830850518
6,0.0,-0.7447010920303173,-0.3748375971629794,-3.2600397676850665
7,0.0,-0.5769856515064846,0.03357840188878025,-0.683079929846021
8,1.0,0.3611274457155266,-0.6493668123337163,-4.170972242379945
9,1.0,-1.083129577313753,-0.9857300997605523,-10.97044081596991
10,0.0,-0.3505079874554989,-1.5005255543684253,-6.166880595039569
11,0.0,0.6153534629625361,-1.4984256842289567,-5.287541335565452
12,0.0,0.38175986565148473,-1.2190114708401096,-3.8529633348761907
13,1.0,-0.8311014135481936,-0.8328797028993234,-9.816819243677545
14,1.0,0.494249210242122,-0.7840121075087001,-5.809418578375581
15,0.0,-0.03392374005106008,-1.0323668759494087,-2.85156383181255
16,0.0,0.596974169968846,-3.1886533621452466,-11.826045070101083
17,0.0,0.17716103848277479,-0.5538959971575683,-1.3888381352042496
18,1.0,0.07457621775251189,-1.7373574306199242,-11.531848888126751
19,0.0,-0.5986976537209737,-0.21120802279526174,-1.3771532429486528
20,0.0,-0.9234113533895565,0.44557251801349307,0.8941226277310079
21,1.0,-0.9503331051854473,1.4838237710080522,0.05011915297272407
22,0.0,-0.22566755038742814,-1.1532883190505623,-4.685308028942657
23,0.0,-0.12395824375371883,-0.9466151011689461,-2.6371573694416197
24,1.0,0.03262156065834709,-1.1955073556904,-9.01875385757193
25,0.0,-0.3399513382571034,0.7813230175294352,2.9860718811596545
26,0.0,-0.4336472835997625,-1.336960724744054,-6.301546406981866
27,0.0,-0.3012017252624891,-1.2823757215653373,-6.539841085166374
28,0.0,-0.5686595424708174,0.7322156522423038,3.134896885714552
29,0.0,-0.36379719896626644,-0.9941068984793224,-4.069122208674981
30,0.0,0.337592955235998,-1.1243446067784397,-2.892799189202745
31,1.0,-0.8903042118790133,-0.6976024562740081,-9.478233073178567
32,1.0,-0.314834734972558,0.6503194227831479,-0.26014322594252803
33,1.0,-1.650554027964302,2.331677414065383,2.0749436537698163
34,1.0,-0.14854179827484426,-1.7558913224672434,-11.162360814510697
35,1.0,-0.23572590393969672,-1.4460091049960253,-11.2623572359126
36,1.0,0.015386175110144618,-0.6206736183130003,-5.95489312995616
37,1.0,-0.5741266454176503,-0.8715266120887298,-8.387781189771644
38,0.0,-0.12023192932106352,-0.7662297249841232,-2.6346195118957443
39,0.0,-1.549721441617859,2.1976847851549284,7.030350279448674
40,1.0,0.0169172437992538,-0.7862733223380447,-6.934800200240563
41,0.0,-0.30182980890378885,-0.19457582979743393,-0.535743167375436
42,1.0,-0.9097436989985119,-1.6362871948352042,-11.929504664465806
43,1.0,-0.6405448160684017,-0.7874348793526837,-8.903144093885924
44,0.0,-0.9127872425135097,0.5026730481682622,1.6142204153393072
45,1.0,0.6764225268434348,-1.011253508119812,-5.570094980893399
46,1.0,0.2708730368481801,-1.4409317362072276,-8.877356842293818
47,1.0,0.32002381032633576,0.4530448851218891,-0.13797724218266105
48,1.0,0.08361058712110492,-1.7583554172066715,-11.057085258143289
49,1.0,-0.5554889340877162,-1.0378818935173206,-10.052930815149178
50,0.0,1.5552263015596979,-1.9008686845140197,-2.7828887369325286
51,1.0,-1.5382486661166166,-0.4095269258800412,-9.6141441632008
52,0.0,-0.21565800161018428,-1.1780070661922963,-5.031103138246087
53,0.0,-0.6521421991489558,0.2557840345249779,1.063717185679579
54,1.0,0.32477192658568377,-1.2332781098584684,-7.62396199495834
55,0.0,-0.8359685155193637,0.37872019139338264,0.4214618831152983
56,1.0,-0.7012046691146643,1.69473773687456,3.583196777531095
57,0.0,0.06377428493407458,-0.36684915139743013,-0.45682927954594166
58,1.0,0.8390717860297594,-1.485951316661207,-7.20225182643169
59,1.0,-0.02082633986197102,-1.2279243213505462,-9.122183451435445
60,1.0,0.5313260554436281,-2.17307479049431,-11.03214306904238
61,1.0,-0.035906761353264094,-0.041392506947572794,-2.88405790093817
62,0.0,-0.20811194538366062,-2.855097260016992,-11.745388787598477
63,1.0,0.028312795382754552,-0.46567598813716893,-3.980023343398541
