,voter_turnout,var_1,laws_enacted,campaign_donations
0,1.0,1.4613528632554438,-2.0320641808017212,8.056635752212735
1,0.0,2.2265362584920227,-2.9537797798140177,11.807439190289067
2,1.0,2.087259104025933,-0.761481912107161,5.377237995006968
3,0.0,2.1693108116816457,-4.420758112689216,16.766916538421924
4,0.0,2.7105822953324,-2.3280036278066394,11.764873531749473
5,1.0,2.035597094831412,-2.426540518318354,10.113347295023729
6,0.0,1.8763860053206483,-3.318555346061186,12.662322656715846
7,0.0,1.5193102190154992,-3.110530821666485,11.895569827778514
8,0.0,2.4965072825026127,-3.2199786082527306,13.96836983000848
9,1.0,3.1597336676174574,-1.7634086182748006,10.161594979512255
10,0.0,1.1519258950029938,-3.7140116984000664,11.97751291778074
11,0.0,1.5318543172254877,-2.9359266848758594,11.23877031107898
12,1.0,2.9244394157254368,-1.5110863959687357,9.06890092907853
13,0.0,0.6606780491298998,-3.2318838873766507,10.217714582405046
14,0.0,2.57933496772698,-2.64230001306754,11.18274310521373
15,0.0,1.1371031034497996,-3.3324042654700063,9.653960347653426
16,0.0,1.3707225488219816,-4.598150017217289,16.70710361900089
17,0.0,2.087068312299911,-4.14070806469618,14.244816977352546
18,0.0,1.6826814083035755,-4.257991673756978,15.332073177256545
19,1.0,1.3218231609886466,-2.3126818179912307,9.508351542706267
20,0.0,1.5581726777932061,-1.4388138161865731,5.457829004702999
21,1.0,2.1212031222694274,-1.6310542246287993,6.920455578061173
22,0.0,3.0767381684351243,-3.6306072073808595,16.933661572565203
23,0.0,0.5814016210861583,-4.342068286321298,14.093176206373524
24,0.0,1.8658470965675196,-3.006861703728661,10.702588792459292
25,0.0,2.470712582647071,-2.218038190561515,10.08305740341682
26,1.0,1.8462242908775464,-2.806360530472788,9.948704223326516
27,1.0,2.5105337615024483,-1.6379029264380736,8.78523043849375
28,1.0,2.8541303984550894,-3.416581988478134,14.41100807221532
29,1.0,2.509782820784808,-3.1814762110762986,14.91320756765397
30,0.0,3.1813202750478706,-2.8511603442772837,14.714246935131495
31,0.0,0.6018892488960224,-2.5602467480678786,7.344082740297495
32,0.0,2.6068935276977685,-2.7083671759656878,13.278928271185393
33,0.0,2.6321177387184167,-2.669961668754461,11.89128196832941
34,0.0,2.0981887382812134,-2.048112290800992,7.535062632353975
35,1.0,2.526421281345921,-2.3239845586226897,11.48767678614689
36,0.0,2.026416015899068,-2.0406561444624667,7.974219445608157
37,1.0,2.660883541706329,-2.359450481408491,10.172241975427418
38,0.0,2.2027705825378403,-3.8403836236965936,14.369141932745995
39,0.0,1.7525756537635986,-2.741642076270476,11.261682669644706
40,0.0,2.3196591435397793,-2.5197574558766127,9.591698845921375
41,0.0,1.8413461572013259,-2.26655549327136,8.296389203030877
42,1.0,2.0482869177835066,-1.807769804140921,8.887869115954008
43,0.0,1.938361663795963,-0.8622280026477878,4.4222676836851145
44,0.0,2.781320624648064,-4.688991260634767,20.396047056170218
45,0.0,1.74916232674769,-3.2235212189551308,11.778692814859513
46,1.0,2.625686736180295,-1.4704806990680117,8.16288444324923
47,0.0,2.3795932749548268,-2.1903325031148095,9.679166319404406
48,0.0,2.8773513956095984,-4.155860141266135,17.386530701061652
49,1.0,2.5473267763212992,-2.5643524151948944,12.289828574561287
50,0.0,2.8368199482124057,-3.422910378318626,15.222141556836846
51,0.0,1.7559641423482404,-3.1626011836175953,10.803179092258265
52,0.0,2.1219808499246398,-2.8448247813733913,11.350453286116775
53,0.0,2.2746344848862723,-2.942340668574383,12.032863747780956
54,0.0,2.799321705066459,-2.8117290072976417,12.77466401806067
55,0.0,1.9567867346077912,-4.041907739786182,14.432319113968346
56,1.0,1.8796221517677698,-1.7209302839762008,7.299568125727046
57,1.0,2.666383844397138,-0.37350783538221677,5.709123167958179
58,0.0,2.366158192229225,-0.7010192520173752,2.7537193188362092
59,0.0,1.6053502883848143,-2.256496352790793,8.271002394441973
60,1.0,2.6280893296091494,-1.479544574337856,8.090183127925462
61,1.0,2.0739276399346243,-3.0963424455246873,12.18638983725161
62,0.0,2.005386922723831,-2.2953402119971322,8.536431002218697
63,0.0,1.201895644956564,-2.3397026763299755,6.856101744773611
64,0.0,2.2247401998386813,-2.4553423309122175,10.235608483788464
65,0.0,1.635940879095423,-2.6234580623663644,9.598202798132267
66,1.0,2.162094621467365,-2.3307097747485743,10.256578815667302
67,0.0,1.6805079077687926,-2.610343131187491,10.265045005562934
68,0.0,2.367478266402957,-2.5298303625038594,10.788888856322075
69,0.0,3.412127188015061,-4.203996585243373,20.16604731803876
70,1.0,2.3354154649710357,-1.8947254910579496,9.188639870756235
71,1.0,2.912968337454549,0.015741367520674565,3.8469183924350414
72,0.0,2.9229206927716223,-5.2273202821364,20.37404135775937
73,0.0,1.5565338654110485,-3.2718761431044454,11.17595127551825
74,0.0,3.082639222722796,-2.1147360198737646,11.708998899044746
75,0.0,2.094196733819674,-3.820231095444348,14.757895080159532
76,0.0,2.323240283978894,-3.5646191051551432,15.610496864370104
77,1.0,2.9144730075373317,-0.8233478551547935,6.045316119929629
78,0.0,2.442859687608067,-3.91492693295148,15.529753894428888
79,1.0,2.2537775266886113,-0.7960452063979111,4.627703714481368
80,1.0,2.9060527095866724,-1.4601688765721559,8.467764317383901
81,0.0,2.2370609555983734,-2.6619509312790317,10.107875868290824
82,0.0,0.6535520009634734,-4.240402217427675,13.846442745040225
83,1.0,2.336101482733932,-2.523652774952223,12.504523724899084
84,0.0,1.9353448013804684,-3.482274833225172,14.48913384366995
85,0.0,1.41674107219269,-3.690245975049382,14.782331104413394
86,1.0,1.42649581072565,-0.781500647897055,3.4157272757281345
87,0.0,1.8860537773509445,-4.40168908903714,16.280703057769976
88,1.0,3.20159184729964,-1.9637905593500489,12.202484568320575
89,1.0,1.6791394202193621,-1.879870182340561,7.986739152344122
90,0.0,1.3728556613900214,-2.1514505693401715,7.967028491483939
91,0.0,2.501970850210273,-1.4503752314387306,8.45212974351389
92,0.0,2.015400981720463,-2.548279883271376,10.048035218587067
93,0.0,2.356979908438337,-2.3696331593841404,9.608903196623654
94,1.0,2.523810736316028,-3.044704999524953,13.531253743593075
