,innovation_rate,var_1,customer_satisfaction,total_releases
0,1.0,5.705503988603775,2.3780466774899205,0.3076942953314403
1,0.0,3.3381954640312426,2.202102465128183,2.098476709300699
2,0.0,1.7594528272590768,3.392361680476297,8.492159715324338
3,0.0,4.871975117699529,3.2137458717551572,4.63868098989326
4,0.0,1.9150520572625171,3.2190642107255334,9.071156625724145
5,0.0,3.6317923620043686,2.254124894341444,2.3394787956742666
6,0.0,6.114394941248751,3.029710941331234,2.734554483342074
7,0.0,3.3517887691594765,2.3623295783390734,3.761084030943325
8,1.0,5.676996804768224,1.3371038919792646,-2.599741768985613
9,0.0,5.016430203382663,2.8114641441196846,2.6811520140641374
10,1.0,3.9832485695102946,1.5786042813919792,1.659060854126099
11,1.0,5.296133368664167,1.7092520339094488,-1.6138311981506328
12,1.0,4.725013384510025,1.266042913813697,-2.374968454659391
13,0.0,4.547750551425225,3.033690237029308,4.707328312860088
14,0.0,3.44976199629588,2.4990512106926,4.417218793917881
15,0.0,5.218213495117488,2.4186280103691424,3.809213449096152
16,0.0,3.0677410594572714,3.349233114164533,5.296776151916895
17,1.0,4.296113638713656,2.0386170454882793,-0.31939678526897275
18,1.0,4.577619998371423,1.5397974677739676,0.4117682597377468
19,0.0,4.5916669260898235,2.2747069652833116,2.404244394014399
20,1.0,5.752886886931101,2.278036334667728,0.32091070074934813
21,1.0,4.918113612121177,2.5743254441609027,1.91071322413079
22,0.0,3.5117053821326474,2.5326609852757063,4.892547108853444
23,0.0,5.1109771327426055,3.1465044730374787,3.9792432101139354
24,0.0,5.239023386312991,3.173178181130992,4.820349201810878
25,0.0,5.733591567511609,2.299846832217132,1.37291561974649
26,0.0,5.809131947520252,3.5613825524675695,3.9321886761231104
27,0.0,5.160261156155873,2.7465495234136594,2.7412631164447125
28,1.0,3.0943026118572963,1.9429222075696624,1.0700322738208152
29,0.0,3.94889959913274,4.642050375548072,7.873523369435208
30,1.0,4.355637938523604,1.229001807850472,-0.32272412090798275
31,0.0,3.8544316986549356,3.2630253872700905,5.9202752626305735
32,1.0,6.159755115373793,2.6397401954827573,-0.3543990304506097
33,1.0,4.300195156159077,1.880857776205417,-0.48776827523125577
34,1.0,4.554646999202465,1.997334763099413,1.5042401796444298
35,1.0,7.750818468724758,1.5778935046830098,-3.6475521822011547
36,1.0,4.507156181019623,0.7643064381954445,-2.1133922763422484
37,0.0,4.525749629633271,5.0032872382120495,8.379037296660776
38,0.0,1.6779715775823023,3.885343911015911,8.959601130889364
39,0.0,4.836558190065322,4.975165870262217,7.092622254157287
40,0.0,4.122104079305632,2.9143275288445256,4.38839756821108
41,1.0,4.763763234710831,2.2627834589404747,1.6005596831194562
42,0.0,5.452469620873501,4.504144672311696,6.352642077005469
43,1.0,6.030341465399214,1.3318825379606816,-0.8988378556967915
44,0.0,3.5598814696659193,2.1063197273831094,2.7172074069447536
45,0.0,4.6584651264831445,2.4452094696100524,1.934979424723687
46,1.0,4.845521226704978,0.623771097607932,-3.723255066989631
47,0.0,2.797336785118735,3.8993491494491703,8.335118838299877
48,1.0,5.704686709842125,2.183253005979795,0.7358872506095495
49,1.0,4.536908304731345,1.8589161935394976,0.8818155190565167
50,1.0,4.206163293325462,1.676820128464793,0.0005807996795692549
51,0.0,2.573103290028577,2.6163838881841603,6.2332419479677705
52,0.0,2.5759155929960875,2.6695473658154825,6.016206791477056
53,1.0,6.950540751402528,0.8062318265206465,-4.535744504875829
54,0.0,3.7235742400941714,3.62392277817601,8.13121272142695
55,1.0,4.059362944599501,0.6393657731544398,-1.9664646002575095
56,0.0,4.39452250201037,2.666937411921132,4.235151956471201
57,0.0,5.784664790641752,3.4771680503651043,3.6146835608744907
58,1.0,4.819195060789321,2.322961239519885,2.001122063262793
59,1.0,6.479856684197638,1.3526393088459465,-3.6007529992425944
60,1.0,4.149759408148208,1.652527649317504,0.1313479221979188
61,0.0,3.0777612596937685,2.3813365569201856,3.3131066919194527
62,0.0,4.050940209979457,2.3824661451262785,4.817969031034611
63,0.0,3.720058263031735,2.241906281794888,1.7581679142405635
64,1.0,6.001208730613859,2.49459811147006,1.795162126954858
65,1.0,3.602316149984495,2.3335284128139815,2.7924695822922114
66,1.0,4.085827878757339,2.1930106061485803,1.1708970443678752
67,1.0,5.623673205110964,1.9573621056815056,-0.3181382719301218
68,1.0,3.5346290896934347,1.5540104843179035,-0.2577452297372539
69,0.0,4.256381983878665,3.6184929080735335,5.223836300398851
70,0.0,4.982341237619032,4.090824630577279,7.383025998252293
71,0.0,1.8167802452641042,2.4145813072421825,5.843772989845095
72,0.0,6.260639006118334,3.0587665004254156,4.828209848249323
73,1.0,6.490238543341826,1.7222382927518085,-3.39934633371024
74,0.0,5.430946957786323,5.061892341481926,6.523950119623521
75,0.0,2.7380150113193737,2.422562987638013,5.5495739988350525
76,0.0,3.671076848328293,2.3278490710121362,4.150951780717536
77,0.0,4.093609524817524,2.968659024326655,4.213807403050047
78,1.0,4.512162029521326,2.4244272361685972,1.8659916729019326
79,0.0,4.107717556308093,3.125144411157093,4.425130336553465
80,1.0,4.427370140363624,2.1520551126859697,2.2782658991870153
81,0.0,4.065189826914566,6.42723428939061,13.464485979298345
82,1.0,6.51522843361078,1.67427559331019,-1.9880111087640966
83,0.0,3.1610282548560846,2.823696250191586,6.45822096900792
84,1.0,5.596465392718507,3.3366520578717815,5.016269549622782
85,1.0,5.876634601511841,0.2994374921329044,-5.80459268978456
86,1.0,4.249379912251568,0.8115743991350788,-1.5923886804697747
87,0.0,3.4093761443960378,2.944072292028891,5.782472092474715
