,affiliation_party,var_1,political_attendance,legislation_passed
0,0.0,-2.8623839197098513,-1.960925586911567,-2.2380387496286875
1,0.0,-3.1913201166012657,-1.125471818401571,-6.092421593150167
2,0.0,-3.67466405331858,-2.8583290567801596,-2.5454714561540093
3,0.0,-2.9295103417064206,-2.2380116098717537,-0.7501109818931133
4,0.0,-3.719445213557025,-2.489150412230361,-3.574687062486782
5,0.0,-3.3410725983156833,-2.669374841946121,-2.6196367042054733
6,1.0,-2.435912675907928,-3.4550793251835517,0.3895253240183991
7,0.0,-3.412513591472172,-2.3610979471108537,-3.135714085000827
8,0.0,-2.9070080038801427,-2.1596458778709935,-1.3867697589394528
9,0.0,-4.023137192035211,-2.3231841530638504,-6.363768247877685
10,1.0,-2.517858216813086,-3.460669702826597,0.25961439956774957
11,0.0,-3.2612675983278425,-0.6259915658671589,-7.93020558706818
12,1.0,-2.487825694819047,-3.9901177957797005,2.0755685868932083
13,0.0,-3.3596383215322234,-1.8528526373456988,-3.7896332315203076
14,1.0,-1.7123430694944146,-2.3984279179246704,0.38857682954930306
15,1.0,-2.0450007643805668,-3.4007430555436566,1.8802011467359443
16,1.0,-3.7273180235048833,-4.451078836723659,-1.270621775588944
17,0.0,-2.5699452344803917,-1.6272989540106384,-1.8219966031206218
18,1.0,-2.7124079372933387,-1.8273305561998894,-5.274331236207367
19,0.0,-3.105312737443756,-1.7944805853752845,-3.877788170197146
20,0.0,-2.7958760747174685,-1.9268370649765751,-1.6970655230426104
21,0.0,-4.667407810664518,-1.766974668769823,-10.292786757962125
22,0.0,-3.2988302224633568,-1.0047009119445587,-7.052124729612636
23,1.0,-2.656851756022262,-2.3166454827665124,-4.445119074105189
24,1.0,-2.596328506397539,-3.05396865387158,-1.321559966070494
25,1.0,-2.780118063198343,-3.453917040387041,-0.7944607826719725
26,1.0,-2.432071045114232,-1.936913590967635,-4.7268112692716615
27,1.0,-3.3815723587010935,-3.2251246816718018,-2.6930470481900874
28,0.0,-3.864698080573686,-2.2559289038937735,-5.348205396993402
29,0.0,-3.9948923917623853,-1.3121629250412181,-8.713758279097672
30,0.0,-4.067051320730962,-3.2012176966637207,-3.072648125137172
31,0.0,-4.19481104300822,-2.611793274494033,-5.355631102513204
32,0.0,-2.0834971846035675,-2.0672481015645685,0.960749402825551
33,0.0,-1.8369551973770595,-2.557008256742459,3.7525896051280614
34,1.0,-3.45499257811602,-3.987318357954158,-1.908041638054153
35,0.0,-2.7840267791330913,-2.442171899264237,-1.748332676436348
36,0.0,-2.69788518925382,-2.2588823092886194,-0.578861840704965
37,1.0,-1.928267375729519,-2.1465298134871444,-1.885062955832674
38,0.0,-3.065976335582663,-2.6856611005240754,-1.47819813387785
39,0.0,-3.106906658599268,-2.1122512117882883,-2.8804189150435207
40,0.0,-2.3411401963278777,-1.7276567561223384,-2.8379800184967796
41,0.0,-3.412732347538407,-1.1840620715052597,-7.063979251445387
42,1.0,-2.6164131422905035,-3.022910162163992,-2.295580358253006
43,0.0,-4.801998623846692,-2.9958267149428544,-5.660401774194895
44,0.0,-4.152237665707162,0.7455109520268124,-15.962630123668813
45,0.0,-4.2285380554176,-3.295382925576231,-2.684330903553241
46,0.0,-4.125121902018671,-0.0061979696090324055,-13.284235093476452
47,1.0,-3.371862179037224,-5.151108943560474,2.1878820419140945
48,0.0,-3.1743745783002346,-3.0242732374265473,0.16112427160381815
49,1.0,-2.997470617042676,-3.7840784609833533,-0.426380359570238
50,0.0,-3.72917058358145,-2.7802839230039202,-3.4955872760205313
51,0.0,-3.494906192576015,-1.9423609195523541,-4.742921289006139
52,1.0,-2.5161856884602734,-3.0850523757130244,-1.6815242076423114
53,0.0,-3.7894531849743505,-2.099430787781227,-4.989966283386039
54,0.0,-4.417832414201877,-1.9952992588747966,-8.497287068226973
55,1.0,-3.0998378835720066,-3.336336532969395,-2.7686804543509496
56,0.0,-3.9168607088371896,-0.11761134572412946,-11.955881241019211
57,1.0,-1.851533842440698,-2.3793639922254335,-0.5928161117568052
58,0.0,-2.434009607655168,-1.3779849344101216,-1.9439366185332374
59,0.0,-3.6156181256301663,-2.5000432894843674,-3.284019328545252
60,1.0,-2.4390962386094546,-3.138732167074848,0.050030024053951294
61,0.0,-2.6625300173105417,-1.6827856564705097,-3.2001498545628375
62,1.0,-2.3169296514649673,-2.9115279254704554,-0.4823170367248686
63,0.0,-2.667886570237202,-0.10929657937630344,-7.511811053354375
64,0.0,-3.2427015905627785,-2.2211499910970556,-2.9032888154770395
65,1.0,-2.546299818752385,-3.3499595948317387,-1.144568602473544
66,0.0,-3.189225831981302,-1.3842135869676273,-5.10406345945308
67,1.0,-3.34563844410965,-3.4876659281471567,-3.354525119869156
68,1.0,-4.677070598186305,-3.549094038776133,-7.7329188203617445
69,0.0,-2.647593264130774,-1.4944223998452286,-2.285114749074502
70,0.0,-3.180216549994619,-3.767647610214248,2.206190403002628
71,0.0,-3.6325030681159127,-1.4979343265074043,-7.574588478716443
72,0.0,-3.5073763630857338,-2.2561006082082367,-4.175931792577357
73,0.0,-3.6830544023775316,-1.9775308327750483,-4.236070517926095
74,0.0,-2.5079519620370574,-1.8547111973630168,-1.17145071906035
75,0.0,-2.983558226362984,-1.5134709526602705,-2.56385614765391
76,1.0,-2.3594474191520733,-3.5251709447671224,0.5845269442873522
77,1.0,-2.439458611609292,-2.3050019482152195,-3.889461110310696
78,0.0,-3.7641255521226453,-1.1788400742845186,-8.598639315301753
79,0.0,-3.562177151899953,-1.2289956021781692,-5.816346667825389
80,1.0,-1.4874583109867927,-2.476848406150835,0.9903731529581212
81,1.0,-2.4268057070299296,-2.3523262091314923,-3.6908100810140647
82,0.0,-2.9728106092423707,-1.4688683609086544,-4.218802792305462
83,0.0,-3.302710298583082,-2.8952309940502974,-0.4406630728365917
84,1.0,-2.2721882463845313,-3.356979326989587,0.6937053453571869
85,0.0,-2.4876307593378835,-2.431809448089317,0.7133490311963584
86,0.0,-3.6904711566641817,-2.332705532911961,-4.2426967948957355
87,1.0,-3.032863159993011,-3.708728884530032,-1.3139055367439822
88,0.0,-2.1658019178378694,-2.157376489183727,1.6733831570886837
89,0.0,-3.9218061241236284,-2.7634431179996026,-3.504844572252309
90,0.0,-2.4196055437422195,-2.8334315691177134,1.4788607790926394
91,0.0,-3.533056127021998,-2.7710643947957627,-1.3132884582227646
92,0.0,-3.1623978426776906,-1.482662554863177,-5.153954960778027
93,0.0,-2.956062615962291,-2.075736579160107,-2.140943323720649
94,1.0,-2.7861462631397855,-3.8884364563011573,0.351392905908519
95,0.0,-3.3934107932135493,-2.543292328971553,-2.0412417516562984
96,1.0,-2.541655246511086,-3.000578954253397,-1.9235164990164568
97,0.0,-2.9781668544311852,-1.3427476724910385,-4.69229611184357
98,0.0,-2.6971082188952717,-2.4162288618031122,-0.8642442477553871
99,0.0,-2.541868575390812,-2.2277516287008177,0.5079973420170485
100,0.0,-3.649049295318954,-2.073078303045692,-4.298211846117757
101,1.0,-2.128901356839841,-3.9528354048234364,3.482204732199464
102,0.0,-3.580091984072183,-1.6820188606242903,-6.206507772569251
103,0.0,-3.7362257492244475,-1.3961551213319248,-8.057840245152946
104,0.0,-3.696483822003609,-2.492616297510753,-2.402073114805738
105,0.0,-2.925279420815108,-2.290611447295454,-2.4340196973782655
106,1.0,-2.3614020663517508,-3.7330844246032244,1.3997557979458324
107,1.0,-3.036058868118669,-3.148270539723029,-3.335377983755357
108,1.0,-1.9849977904065743,-2.298230517684804,-2.9388330448221334
109,0.0,-2.8867142004259057,-2.360320647167933,-0.227367323045077
110,0.0,-3.0892201611515406,-0.3768000026927507,-7.217239201065616
111,0.0,-2.1178444449917424,-0.9753220954706676,-2.8449283659036526
112,1.0,-2.0565170080198394,-2.3697948281523376,-0.5146032036371935
113,0.0,-1.3189789116830724,-1.096780700812404,2.0418064669354754
114,0.0,-2.7939654684446795,-1.409695970714138,-4.1998143082368635
115,1.0,-2.459455167892466,-2.6077626699251057,-3.0758133313499427
116,0.0,-3.679064286826333,-1.7591878493409954,-4.886364564280903
117,0.0,-2.5358938747782664,-0.6032831911574326,-5.06741512147609
118,1.0,-2.0936562278290447,-4.508559215054313,5.789645591941648
119,0.0,-1.5725893195983511,-0.6967444768334718,-1.6538710542815074
120,1.0,-1.4845220059616941,-2.716098342530323,2.3974089943263195
121,0.0,-2.858679486005158,-1.473954407970008,-4.538199139197987
122,0.0,-3.35414524997278,-2.9196662838461,-1.4213796128990568
123,0.0,-3.5838929787018907,-3.176321015326881,-1.3856348277495911
124,1.0,-2.6628661533379088,-3.1903352765428163,-1.4067535691378694
125,0.0,-3.565918915863882,-2.6740464379409796,-2.1276965340795266
126,0.0,-2.6093292293212698,-0.9538512922719178,-4.613397430776889
127,0.0,-4.561906395683938,-1.5007154068681163,-9.526162960507136
128,0.0,-3.3011595393120206,-0.8735468124896102,-7.720484341176571
129,0.0,-3.5862960235125088,-2.6902406455383647,-1.90422296460472
130,0.0,-3.9148622797365404,-3.0950421236088443,-2.6263645190606084
131,0.0,-4.032939801650075,0.4341475804867896,-14.604844633432181
132,1.0,-3.3455183886322133,-4.441340715762847,-0.2505630218618746
133,0.0,-2.311816983201693,-1.8956315179101697,-0.14011595147274125
134,0.0,-2.478120043361581,-0.7848657580876051,-3.766230684860617
135,0.0,-4.6502117518418125,-3.1505983550258154,-5.642807463890395
136,0.0,-4.260621774238201,-3.398713045758389,-3.0611546966029852
137,0.0,-3.3352741203459773,-0.08590429223774931,-9.803913687071365
138,1.0,-2.9189935384865136,-1.2550481357016805,-7.05740594462898
139,1.0,-2.55248782484985,-3.4457596482112463,-0.8338150569573517
140,0.0,-1.8965057467953343,-2.293136932210357,3.771459793570414
141,1.0,-2.5933290189556,-2.074584967080021,-4.505066354488264
142,0.0,-1.7894132527912976,-0.7062175941647044,-2.036541638144206
143,0.0,-3.2943955228516457,-1.5496875175476093,-5.6668864232209275
144,0.0,-1.9439262988241857,-2.54365422930757,3.819878640069748
145,1.0,-2.617213420719243,-3.894615262453481,1.5370921707234175
146,0.0,-4.679148205434745,-3.4036777684989703,-4.156623364699411
147,0.0,-3.9208150241876667,-1.494993686283998,-7.714586262520669
148,0.0,-2.7512575800186325,-1.3120370879650192,-4.45706346039306
149,0.0,-2.9118151604832447,-2.012161854336079,-1.8427673634935928
150,0.0,-1.4715880401599297,0.08817915028595236,-3.5409214617092744
151,0.0,-2.100195208176746,-1.6137821267187062,0.3008025110135235
152,1.0,-2.562413293798485,-2.2993875498719207,-3.7000630738541136
153,0.0,-3.7719542746624737,-2.1389972297152062,-5.662849845999943
154,0.0,-3.708861138757986,-0.5275668471139192,-10.448233233793141
155,0.0,-2.093033351019886,0.7723042723550266,-6.866835541968263
156,0.0,-3.7145476737069885,-1.4672370572983593,-7.0978918294549835
157,0.0,-1.9151103727541658,-1.1718524098847072,-0.7513654332920856
158,0.0,-3.7016528939771653,-2.04708036214739,-4.995670609943921
159,0.0,-3.6937798393857304,-2.7109113829072937,-3.3295453979994454
160,1.0,-3.4931376963510976,-3.290346317023503,-3.7540768528590984
161,1.0,-3.9442257857976433,-5.875742028013571,1.9855219413672414
162,1.0,-3.092359842849311,-3.117204148338659,-2.8312436036090647
163,0.0,-3.420520462300769,-1.9661731529239246,-4.494821022283871
164,0.0,-2.366271172193554,-1.0593277235494172,-2.3268724806563865
165,0.0,-3.2217546288692978,-2.257010507946373,-2.6111440121011213
166,0.0,-3.1178793453325144,-1.2959680543040255,-5.384660868894915
167,1.0,-2.086610300457614,-4.638871617943428,5.685188472413893
168,0.0,-2.879148472997546,-2.2987834155305613,-2.0027850683671744
169,1.0,-1.8480423851465262,-4.04340558524057,5.581166785856786
170,1.0,-2.204673821201901,-3.057709816968667,-0.27905497855032557
171,1.0,-2.9151368481172186,-3.6231291887105237,-1.1498764811492652
172,1.0,-3.405944171884223,-3.4619736836742065,-3.566334220881699
173,1.0,-2.9320484292621076,-5.206075778661409,3.7289274990449566
174,1.0,-1.9816397958808525,-2.726306505139398,0.0636779955904947
175,1.0,-2.584033655564178,-1.7667131557776465,-5.198302251930141
176,0.0,-4.468988819240375,-1.2858037786849155,-10.210288500103097
177,0.0,-4.618624769156343,-1.4075811185166094,-10.671169431676308
178,1.0,-2.2750002768616464,-1.9117032368217237,-3.4096574298445637
179,0.0,-2.75079525029787,-0.9677116584989518,-5.151505156136068
180,0.0,-3.542766843445955,-2.22672185671985,-3.2038540782054135
181,0.0,-3.302907960814194,-2.7234715103496203,-1.8405004641648897
