,voter_turnout,var_1,legislation_passed
0,0.0,0.2558765844728057,-4.313280743160082
1,1.0,-0.7159510361829262,-8.360963743495516
2,1.0,-1.918512837206656,-5.8898286941294895
3,1.0,-1.156190530536339,-3.7257257904108045
4,1.0,-1.5513447847626063,-5.6994116940200374
5,0.0,-0.22538289787617138,-5.062725776565981
6,1.0,-1.023642148937987,-4.455573549897029
7,0.0,0.3175632931133563,-4.045791718830817
8,0.0,0.37034245535040267,-6.614934544312562
9,1.0,-1.3916192314552762,-6.395728977478633
10,0.0,-0.3343854332066724,-3.421813808159212
11,0.0,2.9132531128156334,-9.370823441804244
12,1.0,-1.1448049777406997,-5.702839241095404
13,0.0,0.6685479897760478,-5.626058186479346
14,1.0,-2.108618625024466,-4.6279759053196425
15,1.0,-0.5694873047616308,-7.618127470054114
16,0.0,1.5025392379584614,-9.054313498756391
17,1.0,-0.7700287687486078,-5.677684003587442
18,1.0,-2.6191389524263107,-2.25856505175978
19,1.0,-0.9377985352930651,-7.603377596691811
20,1.0,-0.42807707195753847,-6.979458168980013
21,1.0,0.5735617238432187,-9.596898435618932
22,0.0,0.46243311963818057,-8.204652472505368
23,1.0,-2.0735093409620298,-2.7129283962208612
24,1.0,-0.513747049545998,-6.661125028946294
25,1.0,-1.4180250623312682,-5.732852948651983
26,1.0,-0.3368820264148083,-7.454108314275824
27,1.0,-1.9043622325772214,-3.7212826681508573
28,1.0,-1.947285141374649,-3.2120354223551986
29,0.0,-0.009041556361143344,-3.423601567191064
30,0.0,0.3404033010249701,-5.587868969691101
31,1.0,0.3932719909810012,-7.566581084125667
32,1.0,-0.7067221161130119,-7.0255525036837385
33,1.0,-1.0689529443712011,-3.7183864570783425
34,1.0,-1.5023315626670684,-2.6576686391795588
35,1.0,-1.3718854919945749,-7.239151910723795
36,1.0,-0.7814386539653971,-4.659077049097992
37,1.0,-1.282946314288174,-7.807843115861848
38,0.0,0.1490888500305373,-4.689464801265271
39,1.0,-0.5773784618057869,-8.979557294224206
40,1.0,-2.063127913279538,-8.422917534512154
41,1.0,-0.698118061297981,-5.165602362147729
42,0.0,0.25024366201993853,-6.293601662264577
43,1.0,-1.7474156964140681,-4.910610759883488
44,0.0,1.4803497779058952,-8.744419905709151
45,1.0,0.061033823733460224,-7.1184159083351055
46,0.0,-0.1240924783257118,-2.4438369035355483
47,1.0,-0.8561598085294948,-7.045157386302959
48,0.0,0.32733553702355045,-3.4460227111212447
49,0.0,-0.3281524371744174,-5.285724791868409
50,1.0,-1.129498257164795,-6.203242027852651
51,1.0,-2.589001496929736,-3.391627940428228
52,1.0,-1.3866066748771626,-6.217955109014342
53,1.0,-1.341258287273047,-4.0927903951873175
54,1.0,-1.9727885591876522,-3.7004463840581905
55,1.0,-0.9053352445109709,-8.200371750267761
56,1.0,-3.5212245876125063,0.66783486987398
57,0.0,1.0136301311937588,-6.33871239160427
58,1.0,-2.6476686380651824,-4.581515581237129
59,1.0,-2.164473091723205,-3.118594014197935
60,0.0,1.27250358675232,-6.837031788424935
61,0.0,0.4513421920920051,-6.241378047345185
62,1.0,-1.0244737289378902,-6.71623189569382
63,1.0,-3.8838004891843916,-1.4075111219440348
64,1.0,-3.0542670894678987,-0.9939546757648001
65,1.0,-0.7719147044626504,-7.995246903526623
66,1.0,-1.9658012308681312,-3.7123651426064863
67,0.0,1.1005009952682587,-5.069051551989407
68,0.0,0.9899287972854336,-7.866186999333218
69,1.0,0.1453161467989682,-9.240388769226588
70,1.0,-1.0525175553620276,-6.853147177672465
71,0.0,0.2935849133500221,-3.633716458537159
72,1.0,-0.44731905802848876,-7.511284479900416
73,1.0,-1.4359873407353636,-6.899080378940309
74,0.0,0.5059477930122005,-6.424633736579669
75,1.0,-1.5619339615029193,-5.710691146995257
76,0.0,0.1303525059629569,-5.184555460466594
77,1.0,-0.17379621279826596,-9.233649442085776
78,1.0,-1.9701196392843452,-4.109458883623043
79,1.0,0.6955761312847382,-11.148148715581728
80,0.0,0.8929236404800736,-6.528764650337105
81,1.0,-1.6549402059103755,-4.398457663010646
82,1.0,-0.5620945764843683,-6.114316122076018
83,1.0,-2.2114661847951926,-4.790485540024854
84,1.0,-1.0323715461081058,-4.430424960194401
85,1.0,-1.6058848917435662,-7.382429934336113
86,1.0,0.03959849891333833,-8.799589274570012
87,1.0,-1.971808805379507,-4.741143563218079
88,1.0,-1.7392498988753204,-4.385132933011045
89,1.0,-1.9334549662092206,-3.750997280972778
90,1.0,-1.5065746640463376,-2.832978596670381
91,1.0,-0.29011329177198364,-6.123595523657649
92,1.0,-2.7702014106150816,-1.6595838514233292
93,1.0,-0.4656831229109923,-7.859634784127149
94,1.0,-2.2955312102550876,-2.0871627717556875
95,0.0,3.513644072377569,-11.655815688692527
96,1.0,-1.428661060049401,-3.6985705041489996
97,1.0,-1.1320107137291469,-6.544111918641019
98,0.0,0.6593225217869096,-6.288912119011523
99,1.0,-0.729196656362717,-4.032631657701016
100,1.0,-1.0248442559919484,-5.223886123043263
101,0.0,0.2390321819074519,-3.797236037621434
102,1.0,0.10878057818208686,-6.252688237916417
103,0.0,1.6790073871021272,-7.778197915793394
104,0.0,0.16106221715080016,-5.967111117213172
105,1.0,-2.3699239039008306,-1.7477914507286783
106,1.0,-2.476662084184258,-2.449142916455889
107,1.0,-0.7274617449752668,-4.328717407172382
108,1.0,-3.0675781265411497,-3.454194444264805
109,1.0,-1.6376629791130148,-4.616163253892379
110,1.0,-0.7536054648690186,-4.536534827778885
111,0.0,0.3893667819325577,-6.157994849824223
112,0.0,-0.34253849301634137,-3.4371766590981476
113,1.0,-2.1706745813020363,-3.723447322451975
114,1.0,-2.3323801777872015,-6.254201577081631
115,1.0,-3.130223896340316,-0.7089674404754911
116,1.0,-0.9087658319517818,-6.647602825633409
117,0.0,1.5440850896530849,-5.693304880641702
118,1.0,-1.4284201436246482,-6.516226972284898
119,0.0,0.6875719609722475,-7.667439387227308
120,0.0,0.04172526470088156,-4.821371122842335
121,0.0,0.1855876355315491,-5.129110086972087
