,member_party,var_1,bills_passed
0,1.0,1.1665138973401599,-1.5786425799692063
1,0.0,-0.5111733471993761,-4.879617017602397
2,0.0,-0.5449603411028037,-1.7123341366055453
3,0.0,-0.266075155807692,-1.8561965310301027
4,0.0,-1.7653625377349185,-6.26724843349861
5,1.0,0.7950942241636314,-1.0191036158632902
6,0.0,0.8619028114869931,-0.71285564037025
7,1.0,-0.49765387200011413,-3.752375227529914
8,0.0,-1.6981136469120315,-7.986370413622174
9,0.0,-0.39572080148687394,-1.1760787566136144
10,1.0,0.48003730824701285,-2.839301567316135
11,0.0,-0.4041796207549469,-0.9484584849854041
12,0.0,-0.6397805386839077,-3.736567022242016
13,1.0,1.0444308275311291,1.7568347673201838
14,0.0,-0.7736099679831439,-2.584334190574472
15,0.0,-1.6508122274931836,-5.328546983303179
16,0.0,-2.8072454601028043,-8.810122072528538
17,0.0,-1.143770901060297,-2.7688145908959356
18,0.0,-1.0023234580080849,-3.622463979943421
19,1.0,1.341562164003501,-0.46225247056219176
20,1.0,0.689747616176354,-0.7734199671389255
21,0.0,-1.3899268433846217,-7.937519350436295
22,0.0,-0.4765732472195924,-2.9810522888780953
23,0.0,-1.0613108767775132,-3.5861451656754473
24,0.0,-0.741482027621247,-2.7538453789470982
25,0.0,-1.7566692581698347,-4.905350316443554
26,0.0,-0.44445420894830984,-1.1720535638917826
27,0.0,-0.8958714327515211,-2.5215833808211165
28,0.0,-1.1037954714648328,-3.7779599329403992
29,1.0,0.6149016124655001,-1.3929874411809247
30,1.0,0.9324798465195023,-2.6688414470984956
31,1.0,0.8002297662638094,-0.5582756396864763
32,0.0,-1.202428829592329,-6.1932231732298675
33,0.0,-2.5161028854841767,-7.723066425566573
34,1.0,0.2790297887912836,-1.5096296959189452
35,1.0,0.13360872180366995,-2.0525693333652697
36,1.0,1.6590115568371147,-0.7425255439121083
37,0.0,-0.7674976336564645,-2.972361027402893
38,0.0,-0.8203497263162425,-3.905582710585403
39,0.0,-0.7482592453580386,-4.625800138025562
40,0.0,-0.6749826705020552,-4.246108855053191
41,0.0,-2.5345539226688105,-7.471992192043918
42,0.0,0.042227109512185446,-0.6279988753795545
43,0.0,-0.03939733063100137,2.155166158879082
44,1.0,0.8353902428996045,-2.039984226288958
45,0.0,-0.6702444549703863,-4.685411533091313
46,0.0,0.029561474065064708,0.21796081655253552
47,0.0,-1.2412708915382615,-4.575547889938813
48,1.0,0.2636795232743553,-2.468035086829495
49,1.0,0.8171314306252977,-1.4708474709078059
50,1.0,0.35253197852424367,-1.727278394519614
51,1.0,0.6788142789434337,-3.0551610970544707
52,0.0,-0.69636148029299,-3.0416548646966097
53,0.0,-1.0917080300793107,-2.4481578743735253
54,1.0,-0.05905766909650778,-1.4970612094149174
55,0.0,-2.095006682756268,-6.9778737422270165
56,1.0,-0.3352080029633869,-5.738038614432612
57,0.0,-0.9155639956075775,-1.8275243148290665
58,0.0,-0.930945742694024,-4.190586126049188
59,1.0,1.5997256276877951,-0.7066497977063615
60,0.0,-1.720447024220048,-6.0111339642407735
61,0.0,-0.9036849188095505,-4.016620316976434
62,0.0,-1.3388894775296494,-5.564819629239633
63,0.0,-0.2549442755509677,-1.0292679533379112
64,0.0,-0.7194481835936126,-3.189700753369288
65,0.0,-0.8512223806748271,-2.443817254588857
66,1.0,0.7942315908491195,-2.419102098550346
67,1.0,0.6216643161652786,-0.29066295665316955
68,1.0,0.9030773822747507,-2.0023048671816133
69,0.0,-1.544122335124024,-5.528414869718857
70,0.0,-0.6436580587038667,-0.9610458477981931
71,0.0,-0.9416821832009961,-1.7524161354665588
72,0.0,-0.3526747209312377,-0.11465747228867684
73,0.0,-2.106224472579679,-7.511699550380795
74,0.0,-0.5396830437299176,-2.722197392826856
75,0.0,-0.7522523476430715,-2.7330324452878876
76,1.0,0.9368156555458895,-1.2200296996042952
77,0.0,-0.5491665321949778,-0.9512623974891006
78,0.0,0.18373490119820635,-0.7702814920901581
79,0.0,-0.22623166139028358,-2.862322370564484
80,1.0,0.31722506338696577,-0.2972131476490443
81,0.0,-0.28250423842241484,-2.6944866613283254
82,0.0,-0.2952725329529949,-0.7017387906305321
83,0.0,-2.2122264418716373,-6.111909514857627
84,1.0,0.7312902677215201,-2.5882433760643195
85,0.0,-2.0746224479855364,-9.408852503604798
86,0.0,-0.4496597617941793,-3.484458373888839
87,0.0,-0.2691848274270995,0.2588694603700007
88,0.0,-1.159559508816474,-3.600034170857386
89,0.0,-1.423693757736787,-4.040908730164336
90,0.0,-1.2515820815691434,-4.66709846713966
91,0.0,-1.57912013530373,-2.2686337903740177
92,1.0,0.5479371321148501,-1.5489914186952114
93,0.0,-1.090192334393431,-5.44801337704111
94,1.0,1.3735582310934824,-0.35604512903395635
95,1.0,-0.08472438629512863,-1.6667141147729658
96,1.0,0.3436757200098953,-0.14921269252972014
97,0.0,-0.6848381380125388,-3.3447346448350315
98,0.0,-2.5388669604595258,-8.044030872405738
99,0.0,-0.4484205527514175,-1.7167197792813402
100,1.0,0.9613172984693674,-3.404319554199233
101,0.0,-0.12114789551421903,-2.6558057943775024
