,legislation_passed,voter_turnout,political_rallies_attendance
0,0.7989411490625558,2.0401786628397973,-1.9269460150538142
1,0.40519076524258635,2.3068749407652227,-1.2582504832309636
2,0.21970873452665815,0.8602612826118314,-0.9298308103134423
3,0.016564537767041646,0.8103862198505254,0.2522638083836033
4,0.7970377515691734,2.846511914255684,-2.369621983924489
5,-0.2188666478136855,-0.9645475464003747,1.7538545963459353
6,-0.2964486495866249,-2.111117643575693,0.5527457916090106
7,0.3746419206804683,1.1942493621483359,-1.7441663083492935
8,-0.1989350596993747,-0.44634791495890885,1.5991795408925942
9,-0.07104084018992991,-0.04731537475617936,0.04214139132955394
10,-0.629318333541257,-2.1772752678294873,0.8415742648346642
11,0.013583727556749853,-1.4757222617415329,-0.14798926888520414
12,0.8367732023691623,3.2788441910956587,-2.182996293737449
13,-0.12971793428713593,-0.5253931969002621,0.528918397878142
14,0.7498436475437975,2.5106051960340867,-2.4467590132284376
15,0.29848943913380993,1.4448249944654856,-0.4164575152423821
16,-0.7968486920560106,-3.317773985172327,2.0445086130365357
17,0.19555038257071225,0.0992402755333206,-0.6806830822648562
18,-0.43072694188605953,-1.596104724480466,0.8382910059406938
19,0.21229823626698185,1.0012740107985643,-1.1249560886476833
20,0.43117549673980643,1.8111862380331485,-2.1390274555448197
21,-0.09102978499134885,-0.3854989549244504,0.3577303137899915
22,-0.16085036293031718,-0.8867161355570714,0.8288116540712667
23,0.563373659277642,2.2382168644356977,-2.5898347217600652
24,0.6723420904628084,3.1299537074238177,-1.3246382684152755
25,-0.5031154042330486,-2.306807122019689,1.9494993965009355
26,0.2566779225536358,0.8108729027199667,-1.1523957577657244
27,-0.07692903397182287,-0.5437700301662283,-0.7836078119050518
28,0.5473894886099687,3.092639931870306,-1.564600376783502
29,-1.0466367357542599,-3.8278792148815524,2.937732546411584
30,0.0387724866166779,0.6071626677055075,-0.3590552460396922
31,0.09317085333641972,0.8757660909610734,0.37848964409862845
32,-0.6453071500360532,-2.4106535317590967,1.6217539218360393
33,-0.8269853998762381,-2.6016762647742553,1.7249206105010908
34,0.22629163137745067,0.55715184175176,-0.5031386505218001
35,-0.39061017816739174,-0.8398741723362687,0.8659541213414121
36,0.7583928190436199,2.7999553216785866,-2.7596184864026614
37,0.2949829288522023,1.7528815519198653,-0.6681062118273524
38,0.3401511042573699,0.4117359485089803,-1.638644542512077
39,-0.1224530317487998,-0.7514088857969481,-0.12747294797799835
40,0.40368801484844,1.0905478421445212,-0.49901988335089453
41,0.5469470571955064,1.7254690631225802,-1.8946091601685653
42,0.21949786056738052,-0.4191850897480399,-0.9236289096809436
43,0.17999772823064958,0.43620136947952803,-0.8045166580724972
44,0.451260316865744,2.056904399495025,-0.8862057571376547
45,-0.5534332953841484,-1.9138416528885438,1.4627807665553776
46,-0.12361256971138034,-0.23700629303037613,0.562414368558498
47,-0.11633345861456758,-0.437745229348545,0.6995299988609758
48,-0.16918213463752982,-1.3687688241330516,-0.04262482025584635
49,-1.2822226497948699,-6.307247567195142,3.3401004169838866
50,-0.24941334493629297,-0.36512872008758246,0.24086234244538773
51,-0.7339788364211189,-3.1811490068927797,1.7750853086431704
52,-1.0700618156352646,-3.2164832963187404,3.5606058402684755
53,-0.1171653389748716,0.5399570488930792,0.21330197013914864
54,-0.5795002492555884,-2.663446511301775,1.7162860135297564
55,0.895988393955099,3.4347361135378294,-2.2821179755454954
56,-0.05039079275053523,-0.2866350387751359,0.10215784993270446
57,0.8159922875149942,3.0101122262469957,-2.4062750825429795
58,0.5805728695550586,3.1530736551689023,-1.6230655766143214
59,-0.7360670183402435,-3.3412362805806413,1.5472854273153027
60,1.1514886497921202,5.478168872117075,-3.9215904595836477
61,0.20894860750845465,1.160271531030884,-0.5355833459651602
62,-0.7510073980280112,-2.674986548728151,2.1336605836282314
63,0.12369867148701442,-0.3588488558408012,-0.8384995124077674
64,0.3875362399442595,1.7824552210876192,-2.142407281039181
65,0.12620570456128039,0.04086871262743602,-0.041983760930839165
66,0.42391949609746216,1.7198708922513612,-1.2075978268848968
67,-0.360631220550261,-1.5209839785808985,1.7504443071477693
68,0.07281890218843229,-0.10859610335189246,-0.6373196214441219
69,0.06350172409465854,0.7769947075791499,-0.1630343446154966
70,0.49929832846031946,2.2707093077509586,-1.9268511588995403
71,1.123014515763938,5.800296697934659,-3.9447932135961636
72,0.08813227609702627,0.46445317194524177,-0.25685154517687686
73,-0.03431864231057746,-0.07947411916804428,-0.2673762080280161
74,-0.20126043467288554,-0.5685922280267609,0.9408629434732965
75,0.3089031801292571,0.909907609957864,-0.5791850175429822
76,-0.3819499986371021,-2.7120783196314386,1.6495336365329067
77,-0.32052517768073435,-1.9570579681358082,0.48160855055261526
78,-0.26049770107997683,0.0741969861174816,1.510678220041374
79,-0.758363562947047,-3.7067233196555716,1.985853612406668
80,-0.44035018493144634,-1.4735438901917401,0.6202238917208547
