,innovation_index,releases,sector_market_share,var_3
0,1.0,-1.2147830033096996,-3.2984276559698054,-16.08224971540183
1,0.0,-3.333055193067157,-3.8776461549925076,-19.158591567760936
2,0.0,-3.2201989945816525,-4.046170117325098,-19.751700258969908
3,1.0,-0.3590339695114498,-3.477447798741964,-15.926561318582655
4,0.0,-5.119211118657322,-6.237652613249002,-30.357234911646973
5,0.0,-3.2022443680952986,-3.9028544436805106,-18.421551959764727
6,0.0,-3.9059932423622064,-4.121166349758932,-19.937528811502105
7,0.0,-3.5246386011880837,-3.6698654903223766,-18.36475214052084
8,0.0,-3.6744707599811437,-3.9001347055224445,-19.25887566080104
9,1.0,-1.8237643942478685,-4.657567351775979,-21.988418403982614
10,0.0,-3.4855901227920767,-4.603025197775244,-22.40979216906508
11,1.0,-2.7757776286712628,-5.380485055381233,-25.876198190901633
12,1.0,-1.4492649394222885,-4.42994804600299,-21.607569566836
13,1.0,-0.5640868979731168,-4.021278675699616,-18.720107596875383
14,1.0,-1.2389072839746849,-4.948935805389582,-22.659751372264555
15,1.0,0.20573449308431183,-2.547577969154424,-11.941157797086355
16,0.0,-1.9597155956006553,-2.5475018664451055,-12.337266945267967
17,1.0,0.06317096932041022,-3.215480823470889,-14.860585189468132
18,1.0,0.609818191893606,-2.7335723285907636,-12.841012695163633
19,0.0,-2.7929762720226345,-3.0097368847683037,-15.302592514402722
20,0.0,-3.352090260081869,-3.9633938419338555,-19.47634896062252
21,1.0,-1.2290742069221448,-3.7062165600710912,-18.147988964288192
22,1.0,-1.1583388792203786,-4.678041694676994,-21.5283981232262
23,0.0,-3.9878233927869706,-4.835936590991194,-23.59015531966026
24,0.0,-3.543357555463496,-5.030109183816937,-24.259687328270267
25,1.0,-0.2636054968089723,-2.6923043371646918,-12.683298920436659
26,1.0,-1.9341758017029762,-4.667124898951576,-22.732291421403566
27,0.0,-3.3462829534937764,-3.4574745682254155,-16.909187755056113
28,1.0,-1.9221305738949368,-4.743647752648428,-22.29296306470105
29,1.0,-0.37130286953121655,-3.53503433991099,-15.944410103604802
30,1.0,-1.8209346168767564,-4.784904720686277,-22.71516302968089
31,1.0,-1.6792925619682064,-4.707031286090543,-22.292386290420247
32,0.0,-4.404063593084089,-4.566440781965909,-22.40564290284712
33,0.0,-2.543171061686084,-3.3433480619136846,-16.48143749442964
34,0.0,-2.780556075650849,-3.6746727594720294,-17.239778544217042
35,0.0,-3.284221010129988,-3.6397259289278945,-17.842580112833588
36,1.0,-2.5235578188914896,-5.412764172656666,-25.652451697387598
37,1.0,-0.17961269679575237,-3.2744922353580246,-15.595880102607977
38,0.0,-3.155189785534668,-4.037257003676951,-19.420973856124338
39,1.0,-0.9035087585590148,-2.9089041592665916,-14.03672530793378
40,1.0,-0.8585707950762843,-3.092277515225425,-14.310510287940135
41,1.0,-0.5644124744073777,-3.013303909184598,-14.459960227546347
42,1.0,-1.0026783003426978,-3.5161990587666976,-16.43500452978706
43,1.0,-1.0015992419921742,-4.414071318834331,-20.138092320156822
44,0.0,-3.056618867680139,-2.9272245817845537,-14.136311097958032
45,1.0,-0.09189097404205535,-2.5779809260369015,-12.124094470652867
46,0.0,-2.7454692416783386,-3.572327367863889,-16.535561711712894
47,0.0,-3.9217326109134607,-4.181118554024092,-20.765108769086364
48,0.0,-3.2483100645754175,-3.791961854799065,-18.828047540930893
