,political_rallies_attendance,participation_rate,campaign_donations,var_3
0,0.0,-8.475022741099078,4.314386571377704,-25.98209087073763
1,1.0,-7.112736033337437,4.004303399692921,-20.159579444208802
2,0.0,-6.727664790932437,3.736443533123031,-21.790599909662845
3,0.0,-9.278130328090203,4.90989209542686,-29.391356977295445
4,0.0,-2.516662256473244,1.8875844055166562,-9.085718752436813
5,1.0,-9.126198373199806,5.217686363129909,-25.759835920658976
6,0.0,-9.29083335963464,5.125283774217774,-28.86551532121319
7,1.0,-9.772720617523822,5.177854182723985,-27.092342524525783
8,1.0,-6.457946504310901,3.553862786577829,-16.77855599256645
9,0.0,-8.424620516371185,4.443997926558563,-26.33857965734226
10,1.0,-11.226527354430303,5.980479884480321,-31.548021462508284
11,1.0,-9.238390317600766,4.860802488178148,-24.968990201516633
12,1.0,-6.459543205928231,3.656411605125604,-16.935643255163797
13,0.0,-10.514075935306696,5.7766133746457085,-33.59966145735071
14,1.0,-7.3128148649712275,4.3176747560364,-19.937425182076105
15,0.0,-8.38686858636818,4.53317959274167,-26.271445792560932
16,1.0,-6.366049666976358,3.6517815247834964,-17.21890565132407
17,1.0,-9.307710371499102,5.429494608769249,-26.583167489930542
18,0.0,-7.28627624524349,4.350740453352643,-23.651998955207624
19,1.0,-7.961437321733884,4.797088923290392,-22.64623922896938
20,0.0,-8.024406419683864,4.448603134178316,-24.82659380933017
21,0.0,-6.444279291577204,3.528113764231116,-20.266760933561816
22,0.0,-10.29283718788674,5.572826525580709,-31.92529041068045
23,1.0,-8.674456223156403,5.009012153401874,-24.748003587163556
24,1.0,-5.284626478653773,3.050718811806034,-13.67268937730445
25,1.0,-6.007782973675277,3.2301159078233015,-15.179684619762725
26,1.0,-7.0002172958335995,3.77636331876929,-18.95064725845122
27,0.0,-6.3319154576645005,3.599901082271792,-20.568624106237447
28,0.0,-9.611243418162127,4.93015438301613,-29.87480150459547
29,1.0,-8.148718912114337,4.697195590956515,-22.734830430332824
30,1.0,-7.556330504307122,4.010694333089042,-19.631130682532742
31,1.0,-7.631967285677715,3.891943630632069,-19.91302673922359
32,0.0,-10.858382317546202,6.163693802676578,-34.73743564441629
33,0.0,-6.811482091099769,3.9750211747679836,-22.664727554706754
34,1.0,-7.445730379820606,4.0872159355198425,-20.237520624444375
35,1.0,-10.422935768666127,5.90718639300575,-29.977430963349512
36,0.0,-5.86019435196379,3.4554372292399913,-18.941256031168237
37,1.0,-8.198196474474916,4.372443770390913,-21.935720650280057
38,0.0,-8.063970179959156,4.5178538944852145,-25.884828965161088
39,1.0,-10.609456972080137,5.735876900794973,-29.739441535056443
40,0.0,-9.519700381072052,5.399073832726984,-30.346483381805367
41,1.0,-10.440080414601786,5.5094098520000285,-29.150618198111946
42,1.0,-7.120521265093422,4.2128447352972875,-19.70885908886699
43,1.0,-2.0040993888580614,1.4496384584168869,-3.5150121446672355
44,1.0,-10.185036811881975,5.471121106296552,-28.204827520650387
45,1.0,-6.814462371779398,3.600108006886906,-17.694266819146925
46,1.0,-3.8352942435887822,2.3522646186432747,-9.480736282058864
47,0.0,-5.6070869448873335,3.104002631830128,-18.284370116148068
48,0.0,-8.343896433767576,4.326313771422646,-25.66822487392406
49,1.0,-8.988981849413857,4.95237424316055,-24.81304377943973
50,0.0,-7.590665589247232,4.194691952426215,-24.64679632608214
51,1.0,-4.44854948378641,2.7599152117518786,-10.44250393152543
52,0.0,-10.51116542169291,5.610064052670345,-32.446970116008366
53,0.0,-11.297707821798777,5.947921210337597,-35.498312005620896
54,0.0,-9.838715982517016,5.274127055949098,-30.791303090616882
55,1.0,-12.543159114359224,6.820637327005804,-36.18541816826618
56,1.0,-8.979026437845693,4.921337582769341,-25.231324712470595
57,1.0,-14.97413117973642,7.938865188158543,-43.79047785877421
58,0.0,-8.26526876317113,4.690240209344929,-26.1726045973976
59,0.0,-9.905059883228082,5.34487112036484,-31.677758536126376
60,1.0,-11.111105037712996,6.106976849598416,-31.28616235377532
61,0.0,-8.40007558063099,4.459740074188896,-26.143677962579673
62,1.0,-8.18761960212534,4.42060011809644,-22.14591118160153
63,0.0,-12.731899164303236,6.519705904858485,-39.25969671578858
64,0.0,-8.150077834104057,4.234908491732454,-24.91231075815323
65,0.0,-8.959349114116861,5.077177160735351,-29.06464713988098
66,0.0,-9.246430710031131,4.915863943206848,-28.4878236053434
67,1.0,-6.649724935681631,3.4241249526675137,-16.95510536353067
68,0.0,-6.26813124994661,3.164714800588631,-19.732626395806406
69,1.0,-10.445308380281636,5.582219011863185,-28.879794444333335
