,hospital_beds_per_capita,vaccination_rates,disease_incidence
0,-0.08734857889566143,1.2065931227919329,6.686937522967319
1,0.40689819428607,-2.059001946666485,-11.094447383936394
2,-0.3070771387687249,2.7563577452874215,14.568715147115347
3,1.0659635936025238,-6.334374937613337,-31.45686086533547
4,-0.1919381835854283,1.384849353488512,8.301991899500122
5,-0.030993345359155777,0.5703766933894747,3.1075388594769247
6,0.84076467157711,-4.540790531804287,-21.91335732403614
7,0.4330737339879719,-3.460801833663821,-16.259091921893337
8,0.20098104117004417,-1.3823026772769091,-7.277357215979872
9,-0.9217435881285095,6.3813572083892165,31.87457808148583
10,1.1481988777013645,-5.156532706260997,-26.561896984142294
11,-1.2066766132690219,5.407300519523922,26.84032252104377
12,0.1971912765112158,-0.15482888391255611,-3.2815611411435848
13,0.32627737526788825,-2.0584949782971993,-10.492395331930227
14,1.0928007128142347,-5.237220545747115,-26.66182688807168
15,-0.08806203908289134,0.3927430702206863,1.4962845861735097
16,-0.8564047135313353,3.9338280196434785,19.425825320486627
17,2.301974125295915,-11.480871689172826,-58.49681755411103
18,-0.06360322367282405,0.5115227837442066,2.6237128910502245
19,-0.6936887857428168,4.300036216684302,20.14332663320146
20,0.37460844028447293,-2.578269107235396,-11.27254650771985
21,-0.7336830467852534,4.117840702853642,20.078084822023545
22,0.0014388400640568469,-1.7318646798911528,-7.022037493987085
23,0.10049051402264507,0.01417757305064049,-1.1698550612472152
24,0.03922850473910371,-0.019540141549307943,-0.15546669768036803
25,1.2132443064956162,-4.418059386086813,-22.120580301903306
26,0.22257573630402364,-0.16669634532341027,-0.9487410154433512
27,-1.185188375100407,5.902536360046318,28.524076630030727
28,-0.2935477200352324,0.11464188909829076,1.7138597549367958
29,-1.0252672454413043,5.159845985929026,25.765483956265978
30,-0.2775948453444592,0.6571456857556757,2.966507636273326
31,-0.46804368249468326,1.8440604443273745,9.245418963830172
32,-0.653824620076408,2.6918174749721198,15.377477610973548
33,-0.20446322512743403,1.1155626912860734,6.438543716610754
34,-3.0297435434439213,15.573662230032147,76.85381827723485
35,-0.5497834459676825,1.7101134953825161,7.6851620740875815
36,-0.26462299437682874,0.1297623057368691,1.4569995953538026
37,-0.8441992295074178,5.545958152295691,27.710429150591416
38,2.6711461482258816,-15.944225654679293,-79.21347757339358
39,0.5592330981939224,-3.559398385437778,-17.523394183639915
40,0.0371133499974305,1.3084277021435022,4.847482673782312
41,0.7729287562113617,-2.6127063366043535,-13.173729635779203
42,0.9473303702906156,-4.87490467589499,-23.45106989605427
43,-1.6651671300557507,7.725364702730436,37.81674883839418
44,-0.7255395125767403,4.041460350165347,20.35706485461408
45,1.1230235868165066,-6.228972909382012,-31.690571647887943
46,-0.38273141130622135,2.0842976247890532,11.082536032938581
47,1.486208383291381,-6.856328133157331,-35.04090572840906
48,0.3969080233504574,-0.830384965943977,-4.273286138236784
49,-0.7540498808962404,4.637812765576704,23.447321620186074
50,1.3237472436898476,-6.4741233454985485,-33.21238327956934
51,1.3394247110795183,-6.877321174513053,-34.639737430908404
52,0.011509767896433789,-0.37018309386489034,-0.8280403966986415
53,0.8020519022102868,-5.7893912150318005,-27.6057408256557
54,0.17967470042209993,-0.18535285125919798,-1.3269908567883935
55,-0.07466864982691139,0.7644191487289069,3.968381060826969
56,1.2351769600034672,-6.504742369401812,-32.31908033094513
57,-0.12742913959732347,-0.23225511490136097,-0.8812309416534635
58,-0.47790321803772834,2.66889431290806,14.466453444779013
59,0.2396224745460428,-0.21774759456174508,-1.3258561020296926
60,-0.28621407309652563,2.169195954412481,11.358593492168678
61,0.02981013097503111,0.8380247466881334,2.1868817174141117
62,0.691350717347847,-2.587671134483832,-11.541322600337514
