,political_rallies_attendance,participation_rate,campaign_donations,var_3
0,1.0,15.5706875552783,-3.96012561997564,58.19976164857286
1,1.0,15.459123517248266,-3.8061858538654487,59.16125622372859
2,0.0,7.095635816170475,-1.676232063035259,27.893123804420252
3,1.0,11.934248920203075,-3.0279529872519246,44.34188948213318
4,0.0,10.873907657082169,-2.323021657715419,39.88650285082882
5,1.0,14.716993318422027,-3.7757103027469374,54.92168393985871
6,1.0,14.91543102774788,-3.709471366340327,55.57033203078599
7,0.0,14.732843567363593,-3.231716305868368,55.28570430436152
8,1.0,10.368234280750741,-2.791303371480098,37.983145010929555
9,1.0,13.3350427226193,-3.512974551550002,49.220733078517014
10,0.0,13.825888406968687,-2.9879171672199965,52.17930250297371
11,1.0,11.42117113595997,-2.8708326191234823,42.9972577051713
12,0.0,19.215955583464492,-4.224326101017562,72.17525796734948
13,1.0,5.4122031870845015,-1.5184452290123251,20.09568794105121
14,1.0,16.670760663834287,-4.194596646888765,62.53935241549852
15,0.0,16.001190265222597,-3.508973385617377,59.88780608126367
16,1.0,15.716695467357283,-4.00783730172538,59.13221160384803
17,1.0,14.126594369831784,-3.540628971224527,53.049052981412295
18,0.0,16.58572573716238,-3.7283895833005696,63.065789395108276
19,0.0,20.5402140206152,-4.575564663664316,76.59947587940938
20,1.0,12.89960612433278,-3.2378702161259345,47.717252962861394
21,0.0,12.543318268250404,-2.9765913341561485,48.43701326556998
22,0.0,22.83739585317326,-5.39326718397184,85.58120584804564
23,0.0,13.522310668114226,-3.1034078941816996,51.62388335297648
24,0.0,21.720085283961936,-4.769829340593816,80.23853183777936
25,1.0,12.567212407298276,-3.1966455742069826,46.757888176203515
26,1.0,18.270261449928075,-4.377005241041682,68.22604205081285
27,0.0,15.06563137283772,-3.485890232078867,56.818483237448035
28,1.0,13.05370364177632,-3.3055528349536507,48.5154551320928
29,1.0,17.46531150410088,-4.3194898736586635,65.942326365509
30,1.0,13.099661176391928,-3.1295732177210196,49.770116050794044
31,0.0,13.703564556808423,-3.121787090637268,50.917961354966124
32,1.0,13.953810531574046,-3.4242329305062778,50.697070789925334
33,0.0,16.52485094970002,-3.5400562229426322,63.84146775342636
34,1.0,16.344878278006433,-4.118033631499705,60.8677553710869
35,1.0,1.8453851449861265,-0.7128765104250712,6.594072407896796
36,0.0,13.57759753191581,-2.993908077032155,51.35355063749279
37,1.0,11.7235664686614,-2.6895522964469434,45.00603668172898
38,0.0,7.588701829625703,-1.8796857212222864,28.277793185257966
39,1.0,9.972445266089377,-2.645454405215864,36.7970901522601
40,0.0,15.539039521336754,-3.4076314817468734,58.40046543104807
41,0.0,16.545669166934843,-3.7393072268775973,62.60465278381167
42,0.0,22.429794196738385,-5.132433917394389,84.91748000435678
43,1.0,7.054805807548747,-1.993510132909196,25.190271270803382
44,0.0,15.88821608623535,-3.5368740758892945,61.252223163046914
45,0.0,10.919679604261423,-2.344355862069074,42.68993148504255
46,1.0,12.634669056895225,-3.2336634756745646,47.15541847957666
47,0.0,12.854141852614752,-3.169570418125037,47.3136563009343
48,0.0,17.622013337304786,-4.065156356699257,66.62174968076165
49,0.0,20.635937611367485,-4.749374731641436,77.80721775773368
50,0.0,16.682614888745555,-3.635429777894862,64.10464886294689
51,0.0,14.908272890292578,-3.217603970529521,55.923406149619716
52,0.0,15.162502039659136,-3.5914438945220977,55.89919143589729
53,0.0,10.488907452638793,-2.393205022178318,40.51656633908186
54,0.0,13.316705825470521,-3.0511223429992858,49.08016123555516
55,1.0,12.570639241141048,-3.245386893962801,45.72934729209155
56,0.0,18.384172132903032,-4.1839756033402455,68.83608038754957
57,1.0,16.58192383223515,-4.215834750347719,61.208296665709156
58,1.0,12.599759391231684,-3.2132304337927797,47.6655416363524
59,0.0,13.364855517951144,-2.991950682535059,51.85915651632008
60,1.0,10.486797858240333,-2.6725315448917386,39.781555050903414
61,0.0,10.151900390521167,-2.152589030115884,37.85740716572317
62,1.0,20.15394608624127,-4.811119256150853,75.02918783786278
63,1.0,14.692504343389846,-3.8175877350392646,53.812125695396524
64,0.0,24.32851298709399,-5.33252955185325,90.65057934986773
65,0.0,14.742350107910175,-3.472461334886524,55.11871189903747
66,1.0,13.781128955872749,-3.557343537996857,49.829473363776124
67,0.0,12.830411337777162,-2.951747473528259,48.26626838897808
68,1.0,6.136373106413019,-1.6917006216360755,23.626862827337256
69,1.0,11.889470553119649,-3.0620314117066143,45.10229736293664
70,0.0,15.321185874042468,-3.1421088453969466,58.72637803133702
71,0.0,12.007216598823405,-2.681061066593946,45.625798436620954
72,0.0,19.520029325062055,-4.483360415075319,70.82164067598748
73,0.0,15.793275749647856,-3.7316476664382043,58.28405767967669
74,0.0,11.727727343830093,-2.50577356390775,44.61613146959705
75,1.0,13.194919875726702,-3.24214345508983,49.59422420847678
76,0.0,13.394967879433826,-2.9545573556226774,50.997316811683305
77,1.0,10.393689645656183,-2.7276613201498483,38.78336534732628
78,1.0,17.18611415803307,-4.509180039908411,63.59511585715086
79,1.0,13.21266227303852,-3.3509755624659507,50.22243098926374
80,0.0,11.198215206250186,-2.384277427900038,42.78614251537379
