,retail_revenue,var_1,demand_level,customer_expenditure
0,1.0,-2.211053617898524,-4.774634641340917,-17.488753672460756
1,0.0,-0.7375905080558127,-4.769166021962139,-18.23184173099514
2,0.0,-0.5713412230779751,-3.895848757781851,-15.857887169108775
3,0.0,-0.2328461321597326,-4.1557000532572435,-13.069538936817674
4,0.0,-1.2642292961969908,-5.024203531466816,-18.434525621998958
5,0.0,-1.7658139415295862,-3.2813565265856734,-15.419027886887429
6,0.0,-2.326976344579779,-4.5941827715362455,-20.22247069178412
7,0.0,-1.3202623309666683,-4.875802583740904,-17.65209344490958
8,1.0,-1.446820941155535,-3.181292189042187,-10.047674099861352
9,0.0,-2.7444868915057143,-5.323627162940343,-24.48313338713984
10,0.0,-2.2243032417314943,-6.577789353183984,-26.063415385873576
11,0.0,-2.090528437005869,-4.3306422491250744,-21.527458967801703
12,1.0,-2.3632061558508304,-5.432890546562043,-19.15878353139402
13,0.0,-3.8149382503795346,-5.522980985011662,-24.64877570210833
14,1.0,-2.311906970001134,-2.630451546945448,-7.843021553725718
15,0.0,-3.262623944596574,-5.793401499520941,-23.504766957671986
16,0.0,-3.5775380911326873,-3.92292092590172,-22.203591596537656
17,1.0,-1.644401864318101,-3.7644105613218195,-11.69759528634465
18,0.0,-1.8518326759161077,-2.3885871614684397,-14.568601461927734
19,0.0,-2.075591332484751,-4.190215815611596,-16.219742231567547
20,0.0,-3.69159608429431,-6.923454601230343,-28.026390970690596
21,1.0,-0.849444831205252,-4.825985559225248,-11.492450458367104
22,1.0,-1.548495609216412,-8.18030854315878,-24.1365286009965
23,0.0,-0.4306513473752438,-4.3616229932395925,-16.539794190435536
24,0.0,-2.5961010264263935,-4.0759007748669465,-19.801669181023673
25,0.0,-1.3256174456410075,-3.701291492014075,-14.445022917455644
26,0.0,-1.375864781704088,-4.055825365195558,-17.123385992305497
27,1.0,-0.472268786668242,-2.311978619644848,-7.055220337922705
28,0.0,-3.0817489776346574,-2.5114064261288385,-18.515519186510282
29,0.0,-2.509739592284788,-4.209291183065561,-19.122379797665953
30,1.0,-1.8742741783603016,-4.190465376712193,-14.406095900179245
31,0.0,-1.1687046392818503,-4.8953901926390575,-19.225636110164313
32,0.0,-1.2743253167014559,-4.0530131643478,-16.810883025189153
33,0.0,-0.8038677551065594,-4.167684051692635,-17.252162201323785
34,0.0,-2.2866187964953637,-3.4029333077701343,-17.65227921601965
35,0.0,-1.442446642907243,-3.5455924849167078,-13.64914100255412
36,1.0,-1.5033994852904633,-5.574064930906426,-18.338827609004046
37,0.0,-2.4711488986020096,-5.328258506583465,-21.46756872135613
38,0.0,-3.7622950665254926,-4.747988948650534,-22.152788828462615
39,0.0,-1.8547487041156097,-2.335379641794602,-14.902269781992095
40,1.0,0.882292643549857,-4.131134294007631,-8.4186058677695
41,1.0,-2.5919598873650878,-4.863404259057385,-16.921943131173165
42,0.0,-3.9632592336295693,-5.363413517280353,-24.870971880312798
43,0.0,-1.1772580188903734,-3.0014881042898764,-11.950654225349155
44,0.0,-2.480856521367939,-4.227280295478739,-18.608126071293718
45,0.0,-1.5579526121652907,-3.947804558137949,-16.69401104809753
46,0.0,-2.9825467082355845,-4.0987630591131365,-21.212529588293215
47,0.0,-2.1339475796005374,-4.920891830079207,-19.604392573913472
48,1.0,-1.0512287030735747,-5.239591814170639,-15.196117974538712
49,1.0,-0.9558137642610204,-4.383514319913146,-11.688105844285722
50,0.0,-2.9483322927921938,-4.121905571938321,-21.153607999860395
51,1.0,-1.471522977089216,-3.8885073898664904,-12.420776399758395
52,1.0,-3.416772121737366,-5.375478384543455,-21.175603493401105
53,1.0,-0.3664317330974973,-3.6241742491313325,-9.840609896182453
54,0.0,-1.3970569772307448,-4.957837422348685,-18.982772177400367
55,0.0,-2.6501137665539836,-4.258954148204017,-19.220217912539596
56,0.0,-2.5452351790925825,-4.139336009979899,-18.488406493986517
57,0.0,-2.567615819449645,-4.021093923129892,-19.526507809686404
58,1.0,-1.9764192503104878,-3.171190539626986,-11.059887330113837
59,0.0,-3.6192386277013475,-4.083507762790903,-23.385527056728925
60,0.0,-2.4130729003488183,-5.828889192319861,-22.216517956756476
61,0.0,-0.7730726150399321,-4.147796401219486,-15.573151347868128
62,1.0,-1.1994552361985562,-5.018542745500575,-13.438425264263891
63,0.0,-2.932175592156054,-5.884090708763701,-27.094810792075588
64,1.0,-2.6224049476968334,-5.160083401068438,-19.71533450587144
65,0.0,-3.0006149864196945,-5.181938704978335,-24.63121309445754
66,0.0,-2.690913881084544,-5.165348524259024,-24.42773874547093
67,0.0,-2.1771922801505204,-4.375641179345809,-21.98769522827522
68,0.0,-2.3740998069839936,-3.766556181250287,-17.090482959415283
69,0.0,-2.3939417687181526,-5.937554213220664,-24.44828942135087
70,0.0,-2.919184615792888,-6.219385540793252,-27.88178111252661
71,0.0,-2.1032715982584285,-4.9369772761794675,-19.40028570410065
72,0.0,-2.0022962216386935,-4.128844969958495,-17.331093389794532
