,interest_rate,var_1,median_home_price,vacancy_rates
0,0.0,6.1812740028329,-2.938520364911276,-10.148199338987183
1,1.0,3.2519073820857134,-4.307454475084897,-22.67415784495158
2,0.0,2.9497821847723285,-2.4827813070599394,-10.464954006595274
3,0.0,3.382382073619832,-0.9573023895482184,-0.6696222549627553
4,1.0,0.32371858118052943,-3.4798683208669052,-25.297138936875033
5,1.0,1.2038505190294866,-1.6778368415175933,-12.624713145222447
6,1.0,2.1636675089991404,-1.5168715683781464,-10.087678024614142
7,0.0,4.676097362058434,-3.274022488246932,-10.955171974155931
8,0.0,3.8985618095386907,-1.4298332204442423,-4.786570870415499
9,1.0,2.261044715148383,-1.3398091148609648,-11.556222687822642
10,1.0,1.5930742980589807,-2.223162512240101,-14.366858431048998
11,1.0,0.8549558162495465,-4.137232056599961,-24.751718916141694
12,1.0,3.131415340003225,-3.6366112149868846,-19.7343979787656
13,1.0,2.652216462157634,-2.140374787788464,-15.447418120472683
14,1.0,3.411756466840255,-2.702698600107435,-15.915371951682141
15,1.0,1.3949016286539975,-2.1574155897059373,-16.447495139267243
16,0.0,2.2317192487382416,-0.09512291256280347,1.6066638350385658
17,0.0,1.2883620706879488,0.1832310918213098,-1.805252784653102
18,1.0,0.7759571029119279,-2.4652894743535265,-17.989673607033072
19,0.0,2.558232705920437,-0.9963255702442226,-5.165962437150327
20,1.0,2.1285261912777225,-2.691749387485813,-17.592787249248687
21,0.0,2.4306249815862406,-0.9936595064542877,-2.1993367087115185
22,0.0,4.251702167487459,-3.6192989447878103,-14.1567718396022
23,1.0,4.244017229600883,-4.490653655811329,-23.072434062402113
24,0.0,3.8486867498994086,-3.444426294891952,-14.351565217090904
25,1.0,2.745609183934226,-2.966698490807434,-17.385640225158024
26,0.0,2.0821412495458125,-2.232316818140217,-8.782626945559734
27,0.0,3.9488484960983268,-0.6821567756095612,-0.18946182374117493
28,0.0,3.339045792755579,-1.7311057876169516,-8.475417064676355
29,1.0,3.2735298209448986,-2.8678706273558627,-18.292517922591713
30,1.0,4.793370093517517,-3.939686954590697,-19.840385350938654
31,1.0,4.38262971224679,-2.5832045711116245,-14.663162260985558
