,campaign_donations,voter_turnout,attendance_numbers,var_3
0,1.0,1.8501374265067574,1.4705175329097375,8.831948796234167
1,0.0,-4.025518748729208,1.5303880019571587,-19.3506052174089
2,0.0,-1.1307591548770715,1.0007822817275416,-5.999816092569524
3,0.0,-4.926269133987317,2.1118506673968973,-24.1700564649056
4,0.0,-1.6170640716901943,1.1901176344070807,-7.461829265343529
5,0.0,-0.4251647429468259,0.27742849910161715,-1.7840852039897177
6,1.0,0.3978454822695945,1.987693378201002,1.4065244821326073
7,1.0,-1.5677607053922546,2.652546622903756,-8.2310515966799
8,1.0,1.0829303493656144,1.3963444759057722,4.730414447356023
9,0.0,3.7882784319213605,-1.2982722096323478,18.673627170386446
10,1.0,6.238889278325739,-0.898661541316605,30.014608108803245
11,0.0,2.210177647108579,-0.3239244352663767,10.5392241558065
12,1.0,5.887341846945433,-0.8927115219288739,28.141176336208968
13,1.0,2.9760802212996915,0.5509942186375041,14.456636111196516
14,0.0,5.248194204506458,-1.7701038625796794,25.264877243027755
15,0.0,-1.9781636456446716,0.9214072801065988,-9.682243546046218
16,0.0,5.917073121807045,-1.9140388783299271,28.528981426832832
17,1.0,1.6791662054715428,1.2549094321633198,7.884433255422137
18,1.0,2.936873068717497,0.4711493287193765,13.67418111347892
19,0.0,3.7169270021694985,-1.2981673617061147,17.14707012585169
20,0.0,2.865578071502584,-1.249093120229878,13.790873578648691
21,1.0,0.7248631821723891,1.332072135349369,3.4367039293726465
22,1.0,1.9009247098249737,0.7888719830600879,8.70963976783045
23,1.0,6.606249620250874,-0.7329968182276247,31.67513785277115
24,1.0,6.229565549734648,-0.44579807988560505,29.689975091380827
25,1.0,7.176358768455309,-0.9737232506699762,34.20357738913552
26,0.0,-0.7972656700221852,0.46498134656000834,-3.7002525950823904
27,0.0,-1.4281701253690011,0.49857506585072664,-6.955593938146795
28,1.0,4.007107492582681,0.1391078058900998,18.847528688355283
29,1.0,2.817103835778985,0.9190157566646565,14.025431164968266
30,1.0,10.002402881226361,-2.4908418852734067,48.83341270950763
31,0.0,4.909320040903221,-1.4498594657007806,23.223286879773436
32,0.0,-4.130245563952731,1.6421512955299067,-20.399387405237906
33,0.0,2.232319031842642,-0.28674762529307973,10.35352796594885
34,1.0,5.45191826327947,-0.38683825221106805,25.40213260401859
35,1.0,-1.0004802835911515,2.127058740071737,-4.924145516424114
36,1.0,5.110553224170646,-0.14594870500867313,23.90508754444277
37,1.0,2.563611686200815,0.7989460742091968,12.38959654571552
38,1.0,2.386580041621162,0.7589104064852125,11.492809086959149
39,0.0,0.21742871073448544,0.5219091257262385,0.46407098747557984
40,0.0,2.878052618070524,-0.7713232936781869,13.782737754360143
41,1.0,2.545428904557392,1.0445857359885347,11.643565690409941
42,0.0,-4.034312817398266,1.9725407705422642,-20.160583925634864
43,1.0,6.476369160025488,-0.3170212747884538,31.37802695063543
