,retail_revenue,var_1,demand_level,customer_expenditure
0,1.0,-6.473889017411924,3.60434294582187,-26.42668691920015
1,1.0,-5.172637487613819,1.9560503381160341,-19.406992974169672
2,1.0,-4.848800751412841,2.395911993087787,-19.430666149699277
3,1.0,-3.789600630614873,3.523844360523418,-20.082482846718545
4,1.0,-6.059643634647736,3.607618768862587,-27.13484482055241
5,0.0,-2.907510129487406,3.5137528666970255,-13.522547218893443
6,1.0,-4.760953096242536,2.474229127445231,-18.88847426745123
7,1.0,-5.453611255883756,3.2766385153761695,-23.33170773954195
8,0.0,-2.6420902613323523,3.2545822582827264,-12.775666556267915
9,1.0,-4.537496559774586,3.23454811687276,-21.560492053696
10,0.0,-4.3384379634234085,3.163350736632632,-16.25008438035635
11,0.0,-3.9734803926888067,3.7128365386198734,-15.997055201236128
12,1.0,-5.303358928775975,3.372432170571094,-23.05300175094016
13,0.0,-2.8210346002631264,4.123729260872097,-14.858585145440518
14,0.0,-3.799696873250441,4.741691920600422,-18.89619300645211
15,0.0,-3.259217742838672,3.095987659405776,-14.372122032255303
16,1.0,-6.507292945542592,2.558412814494093,-25.723299895879986
17,1.0,-4.9044598484794655,3.5137757033295496,-22.186612717921015
18,0.0,-3.4408121437662,3.5604931420665498,-15.076398391384659
19,1.0,-5.599502854888467,3.1828330865643997,-23.755867912423657
20,1.0,-3.9682491815714775,3.0054894800930416,-17.854670590293093
21,1.0,-5.305838212740511,4.011041089720224,-24.630653111714302
22,1.0,-4.465224000178713,3.388799928894772,-20.173564157090922
23,1.0,-5.862372680370161,3.1942515435702576,-24.023156424118792
24,1.0,-5.849907779112074,2.508617237090107,-22.15127395207707
25,0.0,-4.475465206068291,4.226023488013738,-20.7424170112254
26,1.0,-4.3089806539990185,2.6519407026974373,-18.631703753607983
27,1.0,-5.041898133891957,2.5890485806078765,-19.79986364956205
28,0.0,-4.269044085274002,4.543136062546238,-20.378567176670316
29,1.0,-3.8176532131557024,2.3300424250722322,-15.41744123507889
30,0.0,-4.774956147774692,3.0484478197820883,-17.481228644449175
31,1.0,-4.091521403749817,1.7776837547184263,-15.210172728929876
32,1.0,-5.431567830265335,3.0971854602435194,-22.7248869790829
