,innovation_rate,var_1,customer_satisfaction,total_releases
0,0.0,0.32001845069676516,2.381249550716695,4.489665715966645
1,1.0,1.4479764673720141,-0.42982665442633383,-6.335798734788399
2,0.0,0.5686816948062943,2.33696505024347,4.515118136268937
3,0.0,0.0429727552137702,1.0771409460227408,-0.19044953807290899
4,1.0,1.2630525582227166,-0.42448938119994484,-6.590346586226542
5,0.0,0.9648656629921375,1.4205337040592725,0.2812724971835676
6,1.0,2.095805364932433,1.3263994456597956,-4.3624050960711624
7,1.0,0.7939430245876983,-0.8498748168880648,-7.146563342346998
8,0.0,1.266460475760223,2.6548291146147056,4.05640133146329
9,0.0,0.7991035880115491,2.403105342068718,3.6899523411192803
10,0.0,0.4752832341410992,2.491690267374091,4.597154064011013
11,1.0,1.808002498211677,-0.8926145272685502,-12.046621320381734
12,1.0,2.0865700945865937,0.590080426373896,-5.5180840702546385
13,0.0,0.5654542394011883,1.6774433974904988,1.1731905682495505
14,1.0,1.027982570553891,-0.45686293665680133,-5.4088345773692215
15,1.0,2.4190974891343298,0.7879555999076188,-7.028817419550517
16,0.0,-0.1347915167341347,0.4369960242160547,-0.6568237386866047
17,0.0,-0.8242864700632564,0.17202277757956796,1.0170699113224895
18,1.0,1.3352805023514551,0.6211493954345537,-4.326176107118792
19,1.0,1.0495386822825743,0.43391767159908323,-4.618740228824351
20,0.0,0.5652844804025279,1.2485797360399604,-1.5709784816063777
21,1.0,0.32500561115929305,-0.11322588788209442,-3.2956983647186626
22,0.0,0.8880630514601009,1.7481065923344767,0.30927320689378135
23,1.0,-0.4319218471431985,-0.8385964203309411,-2.6433755024589507
24,0.0,3.0809915880908263,2.4584392013972614,-2.5486160964769082
25,1.0,1.669468624680519,0.011300808291329734,-6.38727254445938
26,1.0,1.7773427762021863,0.28354208637473477,-6.656533987120782
27,0.0,1.3094493199472164,2.2211230733872274,0.809533892089572
28,1.0,0.0026115747009816115,-0.4147266412688526,-5.122054802750335
29,0.0,-0.3937271853894262,1.1296978237050963,0.05879836681544415
30,0.0,0.8086546872672283,0.9177292327950237,-1.0188310940736138
31,1.0,-0.3717415531668333,-1.1737802607529073,-5.4770857130394495
32,0.0,0.6117285077042696,2.1414731975912984,3.061670903192589
33,0.0,0.0952841173953205,1.342906881768172,1.121138477385788
34,1.0,0.29335215441254436,-0.5747986620171106,-5.521509572666746
35,1.0,2.5938099981513556,1.307246820177908,-4.2606255858601605
36,1.0,1.3563817374554579,0.09069842358254243,-5.278887792125315
37,0.0,-0.38550888177931797,1.017940295644368,2.6699872416630006
38,0.0,1.3743836967112797,1.4783865187099599,-2.933162989649693
39,0.0,-0.3310921714427215,0.3274134757701831,-1.8615803145909937
40,1.0,2.8685693132907257,1.1110526952708981,-6.695144151535974
41,0.0,0.505588272479019,1.3699844889149928,1.1948140499181905
42,0.0,-0.20488429863604662,1.9398696957694115,3.3968978002233117
43,1.0,2.5033177849903963,0.006631866278786314,-9.455333819147427
44,1.0,1.2944179430768221,-1.9089121508654707,-14.028257700874335
45,0.0,1.2461788069937239,1.5350193460047348,-1.8743786843437307
46,0.0,0.8498986475373623,2.532463523839724,4.041597850879854
47,1.0,1.7638389010047582,-0.3938263606367074,-7.715982173492606
48,0.0,0.9827753872926954,1.544719278625287,0.8345976343555939
49,0.0,0.03386250534522239,0.5204243571788731,-3.2379816740570613
50,0.0,-0.16326402793736938,0.5834823339605621,0.35883984527384793
51,1.0,1.3926465947154436,-0.3614257558760323,-10.146619249055519
52,1.0,0.7690097443003653,0.032642324291466296,-5.366897551400864
53,1.0,1.7245513516045574,0.686024118101148,-3.4651050574478766
54,0.0,0.8677907810054115,1.4105688583399028,-2.407972649153628
55,1.0,1.4297195078449465,-2.1885090247993806,-14.244346722106915
56,1.0,0.8401309107427151,0.49298975918545723,-2.5389234630374995
57,1.0,2.5191663971252742,-0.7484095440459189,-10.820940759082017
58,0.0,0.8083559276123515,1.9553691643550013,1.009727077730675
59,0.0,-0.5220577337318875,1.7828696623341624,4.159024931422155
60,1.0,1.6100091719098892,0.5355041608256559,-3.9802598066086508
61,1.0,1.145583830490018,-0.499545735130948,-8.1211381308579
62,0.0,0.7318500100988774,0.6484606456213905,-1.2961728503968881
