,retail_revenue,var_1,store_count
0,1.0,-2.139814778531222,-0.7041775466245475
1,0.0,0.5397461173930953,-2.3404228915298164
2,1.0,-0.8362130033543915,-0.9884232412440437
3,1.0,-2.4752681949771738,1.2657956072851102
4,1.0,-0.06221562647406875,-4.964391438181523
5,1.0,-0.7935169313988182,-1.9291587908944718
6,0.0,-0.4387663581278797,-0.9694500122919615
7,0.0,-0.7394370989473356,-0.32323538205278823
8,0.0,-0.8538781704073275,-0.3982570536412926
9,0.0,-1.3969415884076544,-0.30006767656677846
10,1.0,-2.0318707929614357,1.9673929499567948
11,0.0,-0.8860091066041247,-0.6804979408339735
12,1.0,-0.955071540429503,0.8003153165430452
13,1.0,-2.197516218222521,1.320076951570691
14,1.0,-0.8263066916677019,-0.8395506116870828
15,0.0,-0.46707968522668375,-1.3224405766786185
16,0.0,-0.49505492732727463,-1.8478617342793828
17,1.0,1.5892079312865497,-7.976275977286779
18,1.0,-0.6358164649511949,-1.0800085866283327
19,0.0,-1.238525998716463,1.0381553616798176
20,1.0,-0.8535665189022266,-3.599429225935117
21,0.0,-1.9255871388152868,3.519769008310199
22,1.0,-1.22093337090001,-1.227956846167832
23,1.0,-0.43732963246040313,-5.730410566598696
24,0.0,-1.2288454836596374,0.4861885070204197
25,0.0,0.19806064391309985,-3.6958710856220494
26,0.0,-0.11139421668016669,-1.578750804321061
27,0.0,-0.13679621351482507,0.11592363849405818
28,1.0,-1.8429291942708788,0.15201814108005607
29,0.0,-1.391628762837839,1.2517479567738956
30,1.0,-3.3504020140990454,2.6843671624199317
31,0.0,-0.22098066425010743,-2.394549986415078
32,0.0,-2.2288255808972406,1.2905887600350665
33,1.0,-1.3039793137622377,-0.12336185401418853
34,1.0,-3.4305814851996397,2.78242458869754
35,1.0,-1.0227163199775182,-3.048891656208556
36,1.0,0.07898162343892867,-3.9864563605370855
37,0.0,-1.4761188433307135,-0.5073455438553154
38,1.0,-1.6673909899819233,-1.8608858815078557
39,0.0,-2.4116909511139193,3.2474623527680464
40,0.0,-2.0030281881665477,3.51005258636547
41,0.0,-1.458882836085734,1.508040770673673
42,0.0,-0.7414211189557172,0.5015247959451874
43,1.0,-0.12114380709283568,-4.153130663648645
44,1.0,-0.04614616423657969,-4.257245738942055
45,1.0,0.06890734686298083,-5.137682967583711
46,0.0,-1.9580155627754952,2.4419534246836605
47,0.0,-1.903289780705518,0.6786807315062773
48,1.0,0.3155170957004967,-5.215782927337862
49,0.0,-0.44409194167575805,-1.1525478563429385
50,1.0,-0.6559079303934234,-1.7072445430817766
51,1.0,-2.1648433023711324,2.4738436827221975
52,0.0,-2.4275476769044793,3.177480273408949
53,1.0,-1.5609163010876117,-4.09634959380473
54,0.0,-0.23527101319772536,-0.4702114840594483
55,1.0,-1.5889692788282912,-2.282185283366278
56,1.0,-0.7255239821787945,-3.3874485148941433
57,1.0,-1.417924118235528,-1.5783462882672556
58,0.0,-1.780861456529641,2.687398582750575
59,1.0,-0.6582199616081914,-3.635493947589086
60,1.0,-1.4848962639723766,-0.2102117437794797
61,0.0,0.0203818826719242,-2.5327096956329713
62,0.0,-0.38649944683167115,-1.5894564067407657
63,1.0,-1.4751357871363098,-2.970319494698761
64,0.0,-1.8162804566057944,1.896193031874358
65,1.0,-1.0676363884556561,-3.5033822434021666
66,1.0,0.12411472883567987,-3.851953119647775
67,1.0,-0.08892676045148229,-2.2660174991474555
68,0.0,-2.086281465879824,1.1078477854029005
69,0.0,-1.0607138559221698,2.040770298666523
70,0.0,-2.6623274823577825,2.9434567175875403
71,0.0,-2.113287966618884,2.9827332347203273
72,0.0,-2.453838703612207,4.394402136866757
73,0.0,-1.3201355083965671,0.9960408603242188
74,1.0,-1.1411488260251608,-1.614112370434004
75,0.0,-0.8877757868453966,-0.20576061653127842
76,0.0,-1.2932808842899797,-0.6935496392015361
77,0.0,-2.5273137448472753,4.455037804341974
78,1.0,-1.128143419759564,-0.4062219318122462
79,0.0,-1.4806398239061727,1.5767304044967214
80,1.0,-1.524782173270333,-2.6136801271566137
81,0.0,-2.1382931450012332,3.3030572097170015
82,0.0,-0.8843691938921051,0.6436014235282363
83,0.0,-1.6146082935417854,1.261556541410771
84,1.0,-0.7032471478702524,-1.8347691929650518
85,0.0,-0.3257574577466694,-0.8200425726797974
86,0.0,-1.3490264513558716,1.6570029083636693
87,1.0,-1.6655699288480084,-0.7984290227078905
88,0.0,-1.126618256318122,1.6158928846172107
89,1.0,-1.7612992302743429,-1.0493892027077396
90,0.0,0.6341273077360197,-3.8597535352264964
91,1.0,-0.19956216275245886,-2.623129008588492
92,1.0,-0.7026879092742936,-2.604529795669739
93,0.0,1.726084374489837,-6.120105802987778
94,0.0,-1.0196577600935088,-0.09204594521747689
95,1.0,-0.6095969257926945,-2.3770185236417682
96,1.0,-0.9113057400147474,-1.2634850782242835
97,0.0,0.5574942239198468,-2.577278697393382
98,1.0,-0.8855995747096446,-1.4905103274775338
99,0.0,-2.8654749912692195,5.091367023177109
100,0.0,-1.0377162071293355,0.5676848700717907
101,0.0,-2.272044213111015,3.4782718810266338
102,1.0,0.7630195924143377,-4.834829056870458
103,1.0,-2.0258862334825642,0.31084270673357484
104,0.0,-1.7208181236268196,0.9704930997789782
105,1.0,-1.3575557659933768,-2.3640271128731496
106,1.0,-2.544742939968721,1.9030972284960948
107,1.0,-0.21152671516970922,-4.6585418335086
108,1.0,-0.8655844310577774,-0.8808020461506778
109,0.0,-0.08653356505710019,-1.4675030918889136
110,1.0,-0.8305025543506148,-1.9791933189488748
111,0.0,-1.9210131428025967,2.2973413387435055
112,0.0,-2.658502187752633,2.763651899341456
113,1.0,0.16936597429836997,-5.01849714674122
114,1.0,-0.573256664443782,-2.769657398156341
115,0.0,-1.9635632257483728,3.5342768273394425
116,0.0,0.07302212046747436,-1.366788886133638
117,1.0,-0.5163664700004487,-4.304325330403489
118,1.0,-1.580782855278561,-0.6342252745884811
119,1.0,0.2857036233195285,-7.251019856668519
120,1.0,-2.3802149699145216,0.341630543084837
121,0.0,-1.6361726392805067,2.4054887614101164
122,0.0,-1.295499895037514,1.1971364242143374
123,0.0,-0.505398792407515,-2.275650417800656
124,1.0,0.3142478101982782,-5.1298641803174805
125,1.0,-0.878772543031098,-0.5456164748824623
126,0.0,-2.930135135719585,3.1177356995676604
127,0.0,-1.1641020227514587,1.013799367034459
128,0.0,-0.7738211680093372,-1.7252187767029763
129,1.0,-1.4406193485908898,-0.8889326679533673
130,1.0,-1.3222709087606022,-0.19860561907628815
131,0.0,-0.8198513595041141,-0.1521331083369355
132,0.0,-0.47911395478280283,-1.0766842924684814
133,1.0,-1.3736312546390586,-0.8780880768097719
134,0.0,-1.2554503458942339,1.6680172945498475
135,1.0,-1.7172362234288723,0.758342004874373
136,0.0,-1.8579048973805299,1.943411796329806
137,1.0,-1.3981361776377703,1.3412273714660494
138,1.0,-0.7228434322452795,-2.8214030155672702
139,0.0,-1.196142541384526,0.6642989009219429
140,0.0,-2.807186137358774,2.7755556668843417
141,0.0,-1.2832359115904566,0.9603919796947604
142,0.0,-1.3996909140300535,0.43175109485810914
143,1.0,-0.8377249903801156,-3.1927624141149185
144,0.0,-2.3959248755836207,2.237667275083208
145,1.0,-2.176081982923284,0.23317270213554808
146,1.0,-0.6558990958874188,-1.0406493608933698
147,0.0,-2.4901869303789446,2.6473127964180407
148,1.0,-0.5594481782003301,-1.216738685928879
149,1.0,-2.1994520586011146,1.393475835251795
150,0.0,-0.15943201588877765,-1.60546865836509
151,0.0,-1.861918730631208,0.421584843632572
152,0.0,-1.5724613386367128,1.0517082746423512
153,1.0,-2.0539707566263496,1.476560056154745
154,0.0,-2.13022769192752,2.8857159687070424
155,0.0,-0.7551649469659673,2.116211301829683
156,1.0,-1.8410853875040005,-2.0943049812952914
157,1.0,-2.413188175912365,0.30444202473147586
158,0.0,-1.464004700725046,1.4948836369467737
159,0.0,-0.7490752855362952,-1.6519904437019983
160,0.0,-2.0711845387657024,2.2582008480454987
161,1.0,-1.1903147850846296,-1.5406936990081326
162,0.0,-0.736097476779239,-1.0223089793716242
163,0.0,-1.3443980613632809,2.0858381176542595
164,0.0,0.022537172962745045,-2.611533690078752
165,1.0,-0.957742683449444,-2.662664397707819
166,1.0,-0.6677784774729516,-1.5519684683700936
167,0.0,-0.5336694180657379,-0.9545918946062382
168,0.0,-0.3579327046138995,-0.7171465125251434
169,1.0,-0.6895161073475201,-2.310987418556676
170,1.0,-1.1256854528850888,-0.8525308583899063
171,0.0,-0.3355033133697459,-0.7677357843205862
172,1.0,-2.2276554636008576,0.13698008764973402
173,0.0,-1.2383022695496522,0.34689775089552244
174,0.0,-0.21155550390015354,0.08707611665074166
175,0.0,-0.8134069762385905,0.1696176292041056
176,1.0,1.043923911383441,-8.178174495889127
177,1.0,-1.377896929531727,-1.437215942383732
178,1.0,-1.2602915642702321,-3.266454110211737
179,1.0,-0.5950405067957661,-2.692284669277127
180,1.0,-1.1838164608690223,-2.5074789256377112
181,0.0,-0.6257882342646535,-0.056772455001319555
182,1.0,-2.2168267767600773,-1.1370481343719652
183,1.0,-1.908982798013155,1.5209024998291865
184,1.0,-0.544966710113751,-3.372403835237112
185,0.0,-1.0144699594550413,0.8447480307856394
186,0.0,0.3103114423849125,-3.756685208859835
187,0.0,-1.1879983067877713,1.1116537191619045
188,1.0,-1.2294867441221293,-2.0825442524621214
189,1.0,0.02517382757637998,-3.4589382906487365
190,0.0,-0.16141212501215407,-1.3536840339871268
191,1.0,-0.18370463285022054,-3.520185599542099
192,1.0,-1.4679619001961886,-2.384887995214505
193,0.0,-0.8688604099098758,0.970579925080024
194,0.0,-2.0059505529994364,2.906135388072965
195,1.0,-2.136304019281544,-1.8265964283715364
196,0.0,-1.5527263181237245,0.9487315962279341
197,0.0,-2.3886835939816375,4.122588472887506
198,1.0,0.5858328556265882,-5.190605787668003
199,1.0,-1.8650910162047372,0.5077313310065416
200,0.0,-0.48782428625712904,-0.14945978136734606
201,0.0,-0.3846667327600978,0.24998397117392568
202,1.0,-0.2597665165887928,-4.6594248834512335
203,1.0,-0.2653859615044524,-4.288895230406924
204,1.0,-0.5413082366490148,-4.052645060590468
205,1.0,-0.4530487255661745,-2.4000286118654124
206,0.0,-0.8833302221394013,-0.31506604881308786
207,0.0,-1.9429694347153919,2.7840135357386893
208,1.0,-1.701899624240165,0.5543670643276082
209,1.0,-0.4202746967570793,-2.2369615556882914
210,0.0,-2.0208125559649694,2.4371953644045776
211,0.0,-1.860449959951568,2.1977023038482844
212,0.0,-3.211622752576132,4.352535625149338
213,1.0,-1.8360281110845844,0.014130070756630086
214,0.0,-4.574962373683489,6.557447635243761
215,1.0,-0.7579815953717923,-2.2586267505943063
216,1.0,-0.033984199975005236,-3.901685301276293
217,1.0,-0.9229644441995919,-3.803440359039033
218,0.0,-1.5916253054079088,0.9627529596760813
219,1.0,-1.6957611863881241,0.38816930450513887
220,1.0,-1.12076715024529,-1.2000170738454892
221,0.0,-1.0967537203120947,2.131865982926019
222,1.0,-3.0622089008833715,1.2932337529425677
223,0.0,-1.177258027731333,0.5844585074444015
224,1.0,-1.6425287676304352,-0.29615464928710966
225,0.0,-0.5893164654403735,-1.9459196283511528
226,0.0,-0.70928688018069,-0.297646819869696
227,0.0,-0.5967718294004826,-1.9475919215087085
228,1.0,-0.3899724039882049,-4.159861300400507
229,0.0,0.6604894386369413,-1.8669981929281705
230,1.0,-2.22156125609923,0.4239401099818789
231,0.0,-0.710438422394178,1.269313953825914
232,1.0,-0.6267847673012761,-3.381795875648018
233,1.0,-1.219831108380467,-2.637993332388148
234,0.0,-1.4195077126039954,-0.47736591876101153
235,1.0,-0.9854108389609597,-2.0105042586421096
236,0.0,-1.439702506571121,2.4181491366047867
237,1.0,-1.3785317005077957,-1.4608182085823282
238,1.0,-3.226439638361376,4.125692726270503
239,1.0,-0.10590678986688462,-4.410232713059868
240,1.0,-0.749454346527046,-1.2839546582124102
241,0.0,-2.523311294982239,2.5736646499055116
242,1.0,-1.2939088723177228,-2.788819347551307
243,0.0,-0.768314334446206,1.5981275455077621
244,0.0,0.5578333650177723,-2.025870594313334
245,0.0,-1.9547138701024869,2.4202914532141584
246,1.0,-1.524703499366947,-1.106228246819378
247,0.0,-0.5877058294480418,-0.33703724500191456
248,0.0,-0.6294363641072539,-1.0337140489702807
249,1.0,-1.4988219690431828,-3.038729905566661
250,0.0,-1.994457216895873,2.3792059374103998
251,0.0,-1.1460814835457085,1.739692676515356
252,0.0,-0.8871134016283547,-1.7894115809155502
253,1.0,-2.7225249769955626,3.7538902109242756
254,1.0,-1.1515109094193918,-3.2876426522449154
255,1.0,-1.7348472767989622,-0.27443946696791244
256,0.0,-0.6676419632688305,-1.8167222095754716
257,1.0,-1.7541115645287144,-1.0668227621601192
258,1.0,-1.3479361339886962,-0.9120584152078157
259,0.0,0.23767833685232698,-1.3442219819203014
260,0.0,-0.7585688559497068,0.23497381741124257
261,0.0,-1.9925706457975134,1.6907351251755238
262,1.0,-1.4314792163211585,0.36560923263017164
263,0.0,-0.21371522001936927,-2.6331837221323475
264,0.0,-1.1463565157115267,0.2886885508548813
265,1.0,-0.5322205263676547,-3.340026906399004
266,0.0,-1.027476922306108,0.1651382173339182
267,0.0,-1.500493166391614,2.6417133317813923
268,0.0,-0.8226403334250265,2.154969156415648
269,0.0,-1.1306823071838104,1.1331357813249787
270,1.0,-1.4403576294350526,-2.012297495350412
271,1.0,-1.3228404389465178,-1.0912205714560588
272,0.0,-0.6692615649634629,-0.0924065441933637
273,0.0,-2.113990805460686,1.5168570444145626
