,vaccination_rates,hospital_beds_per_capita
0,-0.12710868157527722,1.1009356046340406
1,0.31467492921924145,-0.753257993048343
2,-0.02469210006151659,1.458861518761506
3,-0.48813668227994106,-0.3612979152326712
4,0.0926505059330182,-0.24885822277376254
5,-0.542535177378765,0.10496304459465094
6,0.2358018845342676,-1.2573145269614163
7,-0.08901867362668871,0.4809662147655489
8,-0.05506834580838679,-0.027862484979406285
9,-0.4504952375478387,0.05864865319757035
10,0.045949023980110026,0.7253030754761578
11,-1.3432656452704341,0.1908208306941075
12,1.1827476828176844,0.30353080503377045
13,0.28353348283449753,-0.0014663163059614025
14,0.17607254913141374,0.013228893345608957
15,1.2302191477610338,0.31918914377401897
16,1.231753532537369,1.2768618053320986
17,0.4455628907286834,0.3520923604008021
18,-0.993127348345083,0.10241966754188782
19,-0.6032910222001475,1.0143734767981338
20,0.20222287951333234,0.2911547936720395
21,0.02818489022319408,-1.2443009505541809
22,-0.45872618368725215,-0.024075936203881865
23,-0.18228856165757035,-0.16883653949520433
24,0.897628757846086,0.08196626620470718
25,1.1167883321007313,-0.07781101736271341
26,-0.33770948879661755,-0.17209592676396393
27,-0.7352018415711807,-0.19886161047071385
28,-0.08484188797001972,-0.20040584959338895
29,0.02515177261929748,-0.9098579160862309
30,0.7335332367754271,-0.04456657939603013
31,-0.572621335361298,0.9662519127390554
32,0.09326508604790744,1.3533833187986894
33,-0.012446012407315457,0.06274066509919606
34,1.0439105611501376,0.2176766989258807
35,1.039572900861727,0.2121645222911659
36,-0.5159616174820587,-0.46843557150626774
37,1.8557055180345283,0.10608558824929824
38,0.384260212435618,0.5411991884842466
39,0.28637302924793195,1.2769880477053275
40,-0.6630419870152233,-0.07271834969527817
41,0.12467847241356333,0.35431574210654243
42,-0.6757189346961661,-1.2981785574930973
43,0.11120505471448439,-0.8112389717685969
44,-0.33363462510169783,0.34866487824677067
45,-0.3286822525531551,0.4517957724767388
46,-0.38330669120007677,-0.04744736418575526
47,1.217134639859388,0.7621204554218622
48,0.023489654242180438,-1.0644839657321126
49,-0.019901364434882766,0.5172983700698375
50,0.21011604250959334,-1.164999390340743
51,0.05481837536116557,-0.09131421508871802
52,-0.5661489701884442,0.026037565302409305
53,-0.6065607182778985,-0.12802093473665038
54,-0.7181627878233551,0.9092133118353762
55,-0.06676513490303715,0.9962589023450186
56,0.3241564487674753,-0.3011949595982501
57,-0.5576532306793781,0.4093433688290402
58,0.8090512109704644,0.3335178000373067
59,-0.29327882986932274,-1.3727885645927234
60,-1.1116672876308036,-0.2136476094017646
61,-0.3491481854881609,-0.5305195898186058
62,-0.09041119408196767,0.7758151556434523
63,-0.4699376627952438,-0.5568107799783634
64,-0.3202294180234848,-0.5831669789201104
65,-0.46135490353875686,-1.8933870713369694
66,-0.49955249552991804,-0.24971163793272683
67,-0.33887724108226824,0.3340294416022023
68,0.17119313629935615,0.8149441920264348
69,-0.4997916564505716,0.5057249506132137
70,-0.4065478340333716,-0.3625512998877287
71,0.7610870895781908,1.1878100681895079
72,-1.2553632827366805,-0.8763054312573737
73,-1.62469710829306,-0.8572660359284361
74,-0.8234160085989911,-0.25361829292528554
75,-0.47344280060837624,-1.7896431870309621
76,0.9923321249187614,0.23920371473341326
77,0.9186265006931887,-0.11329264810472701
78,0.025146108638422773,-0.4024120038631762
79,-0.12293510806661925,-0.798079065775137
80,-0.9654065285044253,0.8584037452219654
81,-0.07588354727370575,-0.5412834456288637
82,-0.1140721930561038,-1.63859048839125
83,0.12830144997379783,-0.3864263607366946
84,1.7222532631238063,0.5199776199890028
85,-0.27697190632495444,1.0749278071635846
86,0.3636384645714416,-0.017786055423851792
87,-0.5325564035890124,-0.0462136036649748
88,1.4699180735247253,0.296125888236056
89,-0.06466905429717523,0.6554185991940733
90,0.09085014760080617,-0.9079922414507328
91,0.29360461580031116,0.6481803015441756
92,0.798256073437989,0.3699672712301787
93,-0.8323145803349293,1.7499118287370556
94,0.5600231927751188,1.398776609612684
95,1.2185039531876005,0.06926842396044681
96,0.04709987091378229,-0.6442484807108351
97,-1.0066035525777746,0.5415724174410584
98,-0.2035369453752344,-1.0606369060753815
99,-0.416430895061411,-0.9973730536085097
100,0.3903390683901002,-0.1369136025341702
