,product_releases-0,product_releases-1,innovation_level-0,innovation_level-1,units_sold
0,1.0,1.0,-5.936703330138749,-4.041841476937584,24.97327062916211
1,0.0,0.0,-4.867810964721605,4.671586588607827,1.5286975721962222
2,0.0,1.0,-5.260974407062477,3.8654374056432013,-15.37028282129055
3,1.0,1.0,-4.863453391838838,-3.727420065099841,21.76289374129421
4,1.0,1.0,-6.575739010188087,-5.395420661507273,28.204387221396846
5,0.0,0.0,-4.847602829173987,3.8522722686804323,0.7244355504133964
6,0.0,1.0,-5.429838980759682,4.715329970475798,-14.7932259386133
7,0.0,1.0,-4.154745804810241,3.104381065724411,-11.079417744669005
8,1.0,0.0,-5.056350283154391,-3.3311472402920987,0.21773710379757993
9,1.0,0.0,-5.926967423659305,-5.266860144279548,-4.551643585018166
10,1.0,1.0,-3.0108210836257987,-1.4101920649939752,16.806751665520054
11,1.0,1.0,-4.318653043441495,-3.2794687080713296,20.221555379995934
12,1.0,1.0,-4.96429913942425,-3.4816596089333642,24.56361924857267
13,1.0,1.0,-4.510432804801105,-3.357507505538189,18.038766730239455
14,1.0,1.0,-3.903581186462143,-3.6091777457223553,21.780721237730777
15,0.0,1.0,-5.8033595386701,4.793380097029052,-18.762391798772548
16,1.0,0.0,-4.985949194421228,-3.89750006606219,0.5911104001915675
17,0.0,1.0,-4.95959322098269,4.1250402612569115,-12.230132096674946
18,1.0,1.0,-4.859982754297741,-4.531766662884604,23.2614600287932
19,0.0,1.0,-2.5667654355178366,1.7762041841312362,-5.43491633190332
20,0.0,1.0,-5.692051878168185,4.728955401136208,-20.950640234784878
21,1.0,0.0,-3.7204980129512384,-1.7305978983285242,3.272860281448768
22,1.0,0.0,-5.3723523038647105,-4.207226266385971,0.9124056724135396
23,0.0,0.0,-6.452018003451061,5.309891651696571,-1.604491495598129
24,0.0,0.0,-5.612027524701246,3.8569025839961713,-5.173525336403294
25,1.0,0.0,-3.5042787314016683,-2.347846499743937,2.84163601721327
26,1.0,0.0,-5.15079957787126,-4.5492143123802675,-2.7416570341785675
27,0.0,1.0,-4.302754282818907,4.951029553315812,-11.674309242595548
28,0.0,1.0,-3.2329595002084144,2.423818078114578,-6.50775952701275
29,0.0,0.0,-4.868577986055954,3.4749967527309673,-2.4622466229489817
30,1.0,0.0,-5.541990467918138,-4.1327260805364485,1.1582498788172302
31,0.0,1.0,-5.5557074080914415,4.26617732570055,-18.032609001653302
32,0.0,0.0,-3.798848382947633,3.135034846468081,3.596741405268208
33,0.0,1.0,-4.879106642212674,4.577315380415854,-17.142368481146455
34,1.0,1.0,-5.6519600202173255,-4.06245063884772,26.696584968970114
35,0.0,0.0,-4.8562047291444665,4.038110433909464,3.3166290296052026
36,0.0,0.0,-3.7621643909830054,2.5337517274778563,-1.916384072156566
37,1.0,1.0,-4.746119405691182,-3.436414042227733,25.00921318822798
38,0.0,1.0,-4.163451688648978,3.1833641808120547,-11.649412032218297
39,0.0,0.0,-4.707883564684591,3.543067393266922,-0.09915414346808404
40,1.0,0.0,-5.23215045502269,-4.0709535474226834,-0.3945985963623375
41,0.0,1.0,-5.671006899504762,3.4253129361307892,-14.064840232865638
42,1.0,0.0,-5.2420773340596565,-3.0124603894484006,5.359783518186038
43,1.0,1.0,-4.330092265222733,-2.8947115725087667,22.125251168841817
44,1.0,1.0,-3.4769247715410825,-3.0083502500104387,20.603770696978177
45,0.0,0.0,-4.4172527386285765,4.304190831285035,4.279171978627316
46,0.0,0.0,-5.309643133906672,4.651290849397747,0.18618757973343136
47,0.0,0.0,-4.484937451006234,2.719521890602014,-4.796596916127822
48,0.0,0.0,-4.107176703918503,4.376219404689845,5.871352997707927
49,1.0,1.0,-4.215508843558945,-3.54140049915378,22.493917158667664
50,1.0,0.0,-4.406010524582958,-4.463440287563989,-3.6946899885458464
51,1.0,1.0,-5.496682588597341,-4.83252603986875,24.179456810864593
52,0.0,0.0,-3.1076046258582175,2.1809936966069,-1.2708497409280497
53,0.0,1.0,-5.855078808205789,4.016279552103912,-17.572682555795947
54,0.0,0.0,-4.054978010752193,2.9253344693099246,-3.730959152179933
55,1.0,1.0,-4.02802743721589,-3.2716788827249417,22.01141671602158
56,1.0,1.0,-5.850194996362159,-4.813733006758147,25.331286079417325
57,1.0,0.0,-3.8333556702169203,-2.9988569757410017,1.151467646228447
58,1.0,1.0,-5.089677130899369,-3.127446749938713,20.97943524325259
59,0.0,1.0,-6.45150491701206,6.071913851024951,-23.354762340013593
60,1.0,0.0,-4.3272321678086785,-3.9027754506580257,-0.6004987689700219
61,0.0,0.0,-5.319136047103186,4.27277005155055,0.4889600951167026
62,1.0,0.0,-3.1856443187810424,-2.335838031563406,-0.7394921382291759
63,1.0,1.0,-3.9846735433393357,-3.6453670894197616,22.561754243236173
64,1.0,1.0,-5.537774506707877,-3.056572757040211,22.140723272673704
65,0.0,0.0,-5.315371980731076,3.337135852991871,-4.190707201244582
66,0.0,0.0,-5.839667541916625,3.969958838278358,-3.334369879803919
67,1.0,1.0,-4.195147804020741,-2.8077868189181716,18.481573644458354
68,1.0,0.0,-4.7809056005084525,-4.989241639387146,-3.2478951607173023
