,life_expectancy,var_1,obesity_index
0,1.0,-0.1277019663489058,3.752382758533737
1,1.0,1.5573288185004328,10.487950890985156
2,1.0,1.0140895109455181,9.3376763879774
3,0.0,0.686034950298696,7.725922537638698
4,0.0,0.0827687517620308,3.2458781965785897
5,1.0,1.1837798104490957,10.97632512919425
6,1.0,0.1936367737517366,6.158489213100614
7,1.0,-1.5970108569888917,-0.6019060265449543
8,1.0,1.1052524921958407,9.428969550462817
9,1.0,1.166203759698365,8.544075224755627
10,0.0,-0.4528673557772467,1.5137189489951126
11,0.0,0.10892827740244229,3.0647981918205467
12,1.0,1.027280414468419,10.050462151478808
13,1.0,0.6751073918605063,8.694773070024116
14,1.0,0.803964824090046,9.513758382508799
15,1.0,-1.508169555892793,-1.4726940733775034
16,0.0,0.4101121645480339,4.363656718743568
17,0.0,0.38114367955272893,4.311515961482084
18,1.0,0.9183234340032808,9.619053812558567
19,1.0,0.2655253145560643,5.8167952112665535
20,1.0,1.4140279130530686,11.796332100401727
21,0.0,0.18624902296097062,3.0493757741329524
22,1.0,-0.4484566445452608,1.923669258856251
23,0.0,-0.9098095128802901,-1.1277855422543515
24,0.0,-0.022642825151046375,2.72278012253062
25,1.0,2.3903359175391365,15.45180997737674
26,1.0,1.1923048585677858,10.118163123688035
27,0.0,-0.4591571263456492,0.7433485855702535
28,1.0,1.2295006672634083,9.02994974803719
29,1.0,1.2286085429888707,11.240378787398775
30,1.0,0.35319646975554164,7.546830493737033
31,1.0,0.5426558405090944,7.715318642924116
32,0.0,0.08759370415716641,2.761258128602979
33,1.0,0.6656202382962947,8.992128987464408
34,1.0,-1.152242233927907,0.6112519188532524
35,1.0,2.1752914721734413,14.787291367969077
36,0.0,-0.8897942548241478,0.4868651260164931
37,0.0,0.3805504142958016,4.486301278391777
38,1.0,0.8052156864514594,8.279303334879968
39,0.0,-1.975615274138112,-5.511915231408949
40,0.0,0.23428551495001282,4.372488642915265
41,1.0,0.24014149182012193,6.793189681708055
42,1.0,-0.7679807902009819,2.388576030352582
43,0.0,-3.0363468889881116,-9.970324157259569
44,0.0,0.967718624483012,5.858164493612693
45,1.0,2.041262377963922,14.255806437367088
46,1.0,-0.1416870455934437,4.537333212928241
47,0.0,0.1256443470958908,2.5389882966192827
48,1.0,-0.04263884140823354,3.8151397179743896
49,1.0,1.397108339592507,11.262047046584463
50,0.0,0.47727020188645936,5.708433638254121
51,0.0,-0.18242715815692967,2.065877324723355
52,0.0,0.17311807713957045,3.397588182672554
53,0.0,0.1011908896463074,2.9071122768410667
54,1.0,0.8838529219390491,8.946204842458306
55,0.0,-1.1308168346259937,-2.5163694680038278
56,1.0,0.01206622445222183,4.4535146592267045
57,0.0,-1.0251271977565235,-1.1349919088183449
58,1.0,-0.29145292783455745,5.0360290334983855
59,1.0,-0.026409040356768387,4.7035973746503394
60,0.0,0.25023290114228924,4.241848228845299
61,0.0,0.6329726952436133,5.749718260934821
62,1.0,0.9740001426268362,9.009136524476222
63,0.0,0.27178046401175443,3.668853367883563
64,0.0,0.9536301815748467,6.787866480074799
