,home_price-0,home_price-1,empty_units_rate-0,empty_units_rate-1,home_loan_rate
0,1.0,1.0,-2.184594378469914,-0.971919140142432,17.47808870147412
1,1.0,1.0,-4.4723557386472645,-2.0136085204650236,30.37490426442096
2,1.0,1.0,-1.9678226478864813,-0.6746526374142585,15.54046568385202
3,1.0,1.0,-2.847269661879182,-0.6900693239440736,17.211543590002528
4,0.0,0.0,-3.186257197911931,1.0976903495457104,13.091806666270863
5,0.0,0.0,-2.618446868295572,1.8015877503482765,9.555820190229456
6,0.0,0.0,-3.668359683562481,0.5723800425949116,10.041121625182958
7,0.0,1.0,-2.709002096665035,1.3768382960669823,1.3471242295642156
8,0.0,0.0,-3.752399016365777,1.3131160316315809,11.008328848128718
9,0.0,1.0,-1.8583784721776344,1.0191371303914047,1.9680090409959412
10,1.0,1.0,-2.210467018810016,-1.9770219236844317,19.669797336523867
11,1.0,1.0,-3.672249003407567,-0.9700141010957529,22.81351005021193
12,0.0,1.0,-2.1281236904359755,0.8675882567115653,2.202198186104469
13,0.0,1.0,-3.9602802306340914,0.7984200823280634,5.036081129128615
14,1.0,1.0,-3.5253618009261873,-1.6313281142076026,24.41118543702163
15,1.0,0.0,-3.085298506783098,-0.7773606135258848,21.224402131796563
16,1.0,1.0,-1.48571141992736,-1.5185449699693145,15.748276530611614
17,1.0,0.0,-0.7479173695394525,-1.2985944135835497,11.705176322221476
18,0.0,0.0,-1.6923367954934785,0.45078204736112043,8.113733077177516
19,1.0,0.0,-2.3591063131445322,-0.9406181604619906,17.670342003554214
20,1.0,0.0,-2.7549192220778194,-1.983969800097917,21.347597918748516
21,1.0,1.0,-0.7389871151044742,0.5585567691890327,4.432138282370245
22,0.0,1.0,-2.0976918869551717,0.1382220817678953,6.107212587794523
23,1.0,0.0,-4.08670666614186,-2.221272194791093,23.100202584318907
24,1.0,1.0,-3.273425239248933,-1.1971710225004186,20.903618432938657
25,1.0,0.0,-3.8085595992819012,-0.6265341364908187,24.20857939492642
26,1.0,0.0,-0.7950329584598197,-0.026555476067755546,8.086891517560623
27,0.0,1.0,-3.30989813800821,1.8158712384938869,-1.3766503160912595
28,1.0,0.0,-2.3165805494071283,-0.9154732645900512,18.73664588821033
29,1.0,1.0,-1.7038438648207297,-0.09917105013073979,12.22280878466255
30,0.0,1.0,-2.89934330723233,1.010935188491664,4.125266619547271
31,0.0,1.0,-2.341840205047012,-0.42293449088831203,8.331394242774607
32,0.0,1.0,-1.3729639534464746,0.29177429445329395,7.374431412417155
33,0.0,0.0,-3.037883075927609,0.8603292457148626,9.757106499373327
34,1.0,1.0,-0.876890358850646,0.9144325005373946,3.1286805686865193
35,0.0,1.0,-2.7268887536253703,-0.07287142721216888,8.164631783599354
36,0.0,0.0,-3.0740977922364183,0.7528286745527072,8.18293049530239
37,1.0,0.0,-0.9124296566945154,-2.1443158076104636,10.552075933036217
38,0.0,1.0,-1.553849830108137,0.7978054331647392,3.273119587009707
39,0.0,0.0,-1.5290040879891997,0.23620998641690982,10.80405876435405
40,1.0,1.0,-3.5790535201915357,-0.9980905712161969,23.23055989013424
