,life_expectancy,obesity_rates
0,-1.0986034211433273,3.442272249455205
1,-0.4454537434058333,1.5765508259496968
2,0.7939396642171679,-1.1518945813913306
3,0.35252168045571797,-3.0483758987293204
4,-0.5702355268209495,2.056114987893973
5,2.0554071785625254,-3.2190270817058213
6,0.37203769662982483,-1.4658863891649019
7,0.34870282480779313,1.0774618104532117
8,-0.7156170637904969,1.6908370961077674
9,-0.3614547257693573,3.426218794403169
10,-1.1527492086600062,1.989008834653978
11,-0.44046769978501493,0.6596402364793428
12,-0.5409606153406802,1.642563636979924
13,-0.14682328957135085,0.13592172409652806
14,-1.9204915150178836,4.350744403369104
15,0.835260802431433,-1.599189084046384
16,1.0115772384838235,-2.8956648402333993
17,-1.6089530128408982,3.7465503507375675
18,-1.1342013050659445,1.842985556545464
19,-0.8128160532155607,2.2356259957483964
20,-0.21863672051650848,-0.43893097735319997
21,-1.0248371289949296,1.9911359116168539
22,0.2637996766105208,1.2462434118221695
23,-0.9547929730081183,3.1442774586449653
24,-0.5205664055378528,1.9355946431771947
25,-0.11976341049791091,0.4128579027719572
26,-0.6604170349062504,0.8615247977035355
27,-0.18665402096198289,1.1690334593403087
28,1.326906979553047,-3.844036442073123
29,-0.5825007016019766,2.1183354826929217
30,0.20856948676405065,-0.14520103427142816
31,-1.1221437894760535,4.086356171803538
32,0.1689590098293102,-1.4006775308911297
33,-1.2111621811956559,2.9670396767841285
34,0.31996156058720715,-1.1944255456813306
35,-0.5386299803912236,1.1270152206473127
36,1.2935782845002493,-2.3812814413269727
37,-0.7718560727097006,1.8109124923635893
38,0.28342323689419663,-0.44054955540294494
39,-0.08344666648507573,1.6641181957021285
40,-0.5785370465454829,2.832622729331711
41,0.017096465851233447,0.34705407582091446
42,0.8149227422376842,-2.4203362688356576
43,0.8481021676718686,-2.3348708985175066
44,-0.28668594599228764,1.8920734629392868
45,-1.271116230011334,3.1654634413555303
46,0.6718259020893166,-1.9651599428288153
47,0.8098413485697012,-2.263907944362172
48,-0.23917503159909853,1.1621675253544255
49,-0.09406346423185644,-1.1515674326568683
50,0.054684255651755734,0.4987709894876142
51,0.28191235906483975,-0.28106789668397647
52,0.51774137949994,-0.7696608719267857
53,-1.00422037547766,2.352547481619611
54,-0.4871118773774226,1.025638277395154
55,-0.5377105808900936,1.4925486136987058
56,-0.0897333484704234,-0.046772684096097666
57,0.40058172708838985,-0.4485620899282578
58,-1.1029404564785223,0.24403495315626467
59,0.5242834491654006,-3.3802097945432603
60,-0.923830461062653,2.8291037783529447
61,-0.39891644224011685,-0.610266880215127
62,1.382341844617246,-4.244966590365648
63,2.772004401416435,-8.863600568351103
64,0.7632833088233414,-1.6683247512772128
65,-1.0552952273381833,1.4680690574707567
66,0.97099806959398,-2.563728647267551
67,0.9722978529114947,-2.5794509021603615
68,-0.7875565022248882,2.466020918345588
69,0.14209269788851359,-2.001290596398651
70,0.6429530479574723,-1.6715916396427222
71,-0.4972552911340886,-0.06473938566189208
72,1.490693508295454,-3.3993222688464986
73,-0.48241599029455356,1.1311189088184646
74,-1.0319860287614142,2.833553961565528
75,-0.4542055805655852,1.7433999939477147
76,-0.4380545665537333,1.4423086009617077
77,-1.003574174760055,1.699947816168404
78,-0.8945933412868186,0.3288206397061544
79,0.5824433789350206,-1.2798585438631633
80,-0.17977735773597148,0.5721567001382251
81,0.49504305301654766,-0.1392499751559949
82,-0.026389971107026695,-1.2536163754844505
83,0.8577222813189129,-2.227334707942661
84,0.29859935989470543,-0.5913515239348928
85,1.1607317667712092,-2.626825341409713
86,-0.5227984812855998,1.8207786578003513
87,0.6956917602715942,-3.0528046461374916
88,0.09973934159450719,-2.7428989351103614
89,0.3761728670019607,-2.6134404946698186
90,0.20605565577772783,-0.31838684407176066
91,-0.19279161119289287,-1.0602671533514745
92,-0.03574746452016996,-0.05816709756848494
93,0.6575823460506771,-2.5715306182966
94,1.0688348507779009,-2.245943397623317
95,1.031212147923529,-1.9721704325830502
96,-1.233429872320715,4.269411667483428
97,0.5662296125522597,-2.291983794467293
98,-1.0534196910481521,2.9290725863568867
99,-1.6881708967074394,5.9099155702522985
100,-1.18373502986335,3.8321221727822428
101,0.08472586597991663,-0.9485389140041824
102,-0.5451828282604566,1.538134368047921
103,-0.8895126620562933,1.4878784033474162
104,0.27599921843214736,-1.1994645427234905
105,-1.5637033801712001,4.305855229155846
106,-0.6107219062975645,2.5031939298194024
107,0.2431417984976904,-0.3184615143812061
108,-0.057504902465016335,0.013149090623029464
109,-1.1158667205331259,2.4781963901728474
110,0.1849575116250359,-2.391239191619228
111,-0.8901343937528735,2.338762650905689
112,-0.6240893758517914,0.643553120643445
113,0.18248157395902243,-0.22214596684723364
114,-0.7463211433148593,2.557404631036179
115,0.12662005115794286,-0.6949711803905161
116,-0.32925278238773675,1.5810221888520792
117,-0.19473299581885034,0.5411452206580479
118,-1.2909640609860766,3.4463551219131157
119,-0.822830453766136,0.9333859897778088
120,-0.3351702411214626,1.3845675517196399
121,-0.5232478067608709,1.2744011262234591
122,0.025923877133067152,-0.6929685772311026
123,0.13026640316617008,1.2108293475055039
124,-0.894267916476779,1.1048825458290294
125,-0.9810639801810856,4.308803198627
126,0.26789836172945913,1.2580350387513775
127,0.6453422825891857,-3.226889582958729
