,retail_revenue,var_1,demand_level,customer_expenditure
0,0.0,4.983999916630687,-2.875631406672748,2.428260245769871
1,1.0,5.349534502501424,-2.6279516892969914,3.438097828179532
2,1.0,4.757305176018123,-2.052836611571064,2.7382314446263445
3,1.0,6.481605003481702,-2.1568933879806935,0.4615269180692191
4,0.0,5.240429592623394,-2.775212139812611,0.005080522894308714
5,0.0,6.134154201253131,-3.189216663066003,3.755510511841564
6,0.0,4.995311891393448,-3.263780839705863,2.4273219877382752
7,1.0,7.539112870235675,-2.2589593985535057,-1.6222607105619302
8,0.0,3.410234887441719,-3.921912545646767,7.503509251409167
9,1.0,5.873345022467361,-1.188476216890908,-1.5986814388760262
10,1.0,5.462561912820665,-1.260213239660371,-1.0421415165434829
11,0.0,4.876336279431097,-2.3002759340016437,0.5096031285678322
12,1.0,4.474987936964201,-1.42674234602604,3.169860096504738
13,1.0,4.276392826433679,-2.1170506765936614,3.8179928804847383
14,0.0,4.495746388970314,-2.975830347372546,3.2915623382752424
15,1.0,6.743809047211244,-0.5972537636506354,-4.902872303397201
16,1.0,4.860964825024926,-1.364906574852301,0.31146095318037487
17,0.0,5.858637066260463,-3.7737916419988746,2.916891482926106
18,0.0,4.7240439849585165,-3.04226120387854,3.77975472022953
19,0.0,5.238314989210474,-4.437596666063836,7.28067581538505
20,0.0,5.234972513728174,-4.345548902222976,7.577332054152139
21,1.0,5.434192733237446,-1.6021048245266043,-1.8340810968167656
22,0.0,6.161651957836718,-4.234061989150499,5.185837099742847
23,1.0,4.6934869698176165,-1.005554190734201,0.9549638197961068
24,0.0,4.253907737599071,-2.554075971233663,1.1566380878172082
25,1.0,5.486967254552301,-1.7352745352224925,0.797840459973667
26,0.0,5.523531764470079,-2.9828542271412637,2.1147753146117423
27,1.0,4.997949874872938,-1.4327314457011784,0.8964933317798943
28,1.0,5.894575717950124,-0.9554864532459901,-1.081438785260751
29,1.0,6.438207003086093,-2.2277074425888395,0.5347812676188746
30,0.0,5.214260648136867,-4.153339293390405,5.621765530472641
31,1.0,7.1810694036388965,-2.148749858850329,-1.384974292421846
32,0.0,5.2160750142628585,-2.391470746542185,0.3635794785677823
33,0.0,3.4362168685477457,-2.05038006725098,1.813680689143815
34,0.0,6.700459626042712,-2.699361435912782,0.2495927405771332
35,0.0,5.847938385328572,-2.797280308408882,3.407974949219248
36,0.0,4.8082852780498015,-3.6453934472168803,3.420736341975625
37,1.0,4.128639269615936,-1.5238764386411325,1.5455627331606552
38,0.0,5.206514894314313,-3.4174927598419282,5.343848782073254
39,1.0,4.531964713580998,-1.1205768415203752,0.832479091617716
40,0.0,4.442957976677107,-2.3388578909636055,0.6993068324136007
41,0.0,4.271555872838676,-2.581650769558261,1.9027315157472096
42,0.0,4.032911601564027,-4.60001568849536,9.594193199204124
43,0.0,4.672092928231717,-2.716569844708007,1.821756290325339
44,1.0,5.463078400809774,-1.9015884603061566,0.2305887469093968
45,0.0,4.189879372322551,-1.9953825974018353,-0.7698557612365757
46,0.0,4.211004263506719,-3.3413211654330945,4.1363905657880675
