,disease_incidence,var_1,average_lifespan,vaccination_rate
0,1.0,1.2195106695202051,-0.9438937872338666,-6.471720024119115
1,1.0,1.4197096173394905,0.8949050640679594,-10.931170415132533
2,0.0,-1.5828111838509724,-2.320056132051658,15.181877917664794
3,0.0,-0.5507400726313337,-0.6019449914054338,4.846714395410091
4,1.0,0.7304739535908462,-0.9148253928870076,-1.7249750114921567
5,1.0,1.0648858629557614,-0.9296411848838857,-5.374313406755213
6,0.0,-1.043827109574934,-1.4874278082504406,9.056707863815138
7,0.0,-1.3308215099318266,0.12852140021814706,5.747613678592455
8,0.0,-0.21018091298517078,-1.620759598278584,6.143510552111774
9,1.0,0.9408487040976947,-1.4530778893114196,-1.1734479409472645
10,0.0,-1.9734255380821089,-0.8576829365939415,8.848565985244214
11,1.0,0.08722440571456919,-0.6491286829506768,-0.1688671085852823
12,1.0,0.8403988099671471,0.326699210862912,-8.860072352306553
13,1.0,1.2148024157677808,-1.0509014941584174,-3.309298898585653
14,1.0,0.24777399221313412,-0.5858471664305963,-0.6159754918177587
15,1.0,0.0388531651735049,1.0519520784406464,-5.1196925724421956
16,0.0,0.02385764508758506,0.4737077089104781,-1.0424307815887568
17,1.0,-0.12636777903345897,0.3880942597736121,-2.4868845672569058
18,0.0,-0.9940741537503659,-1.8383568335830058,9.92242365126279
19,1.0,-0.12091262541773767,-0.27469196713454413,-2.3827210886288515
20,0.0,-2.3565330872718406,0.303341299813469,6.5140192820704
21,1.0,2.8007340437636077,-1.7539230024408914,-7.991499031545693
22,0.0,0.2893943240416961,-0.4651722774164162,0.4172714553270478
23,0.0,-0.6227693276391703,-0.7398620560928679,7.517248582929627
24,1.0,1.061903504135437,-0.41897238823744576,-6.387762854614744
25,0.0,-2.2610464898851617,0.22252455767520907,8.072349578552187
26,0.0,0.27254849817376786,-2.60407073144737,8.427617736258044
27,1.0,-0.6456728621307467,0.2560808141786616,-2.8291487507615956
28,0.0,-2.034862340075413,0.6555666954359505,3.8811120804088195
29,1.0,0.24102193279173553,-0.1497265761494927,-3.2335400212348
30,0.0,-1.2701131115688298,0.9345752318580087,1.301084376712946
31,0.0,-1.332474705321185,-1.3188432354704944,10.38618465892194
32,1.0,0.21113322183238814,0.13231962669577169,-4.233706178736951
33,0.0,0.006277363900570154,-0.6180671125995979,1.8475012681099077
34,0.0,-0.24750592979026909,-0.7991446043434558,2.6688566195220904
35,0.0,-1.8795205263839683,-0.0062160198810488065,7.424193337266631
36,1.0,1.2313317008295477,-0.9090530832380912,-3.0489712353385325
37,1.0,1.4020272749186693,-0.07934948842172623,-8.440169594904111
38,0.0,0.5779513780395178,-1.9125192231338033,4.050089175787617
39,0.0,-1.6859414566222513,0.8367984421670558,5.3167080597204395
40,0.0,-1.1830472373256398,-1.0699732974762142,7.940396351821609
41,1.0,0.8898138931556375,-0.6995188649565,-4.341560090949761
42,1.0,0.42710140979390687,0.5990424529388876,-7.108572821841257
43,0.0,-0.7685340496739683,-0.15431471880623837,1.7465066010495738
44,1.0,1.2621202243937524,-0.06638555194083784,-5.896284712854769
45,1.0,0.8592023304865569,-0.21325256405810333,-5.3445795531410525
46,0.0,-0.1575115981200837,-1.430118773704632,5.420670515654774
47,1.0,0.39589518648095523,-0.1504635482572136,-4.4047082345472095
48,0.0,-3.7992453137840956,-0.9102242327621977,16.9713072600437
49,1.0,2.061631532024725,-0.5738733218404426,-9.637181587282235
50,0.0,0.1149155956438139,-0.9184486052837983,1.8637407070950955
51,0.0,-0.15137414717219416,-0.40772970617444204,0.6769510872685969
52,0.0,-0.47157123058254324,-0.813630426960235,5.055377745775677
53,1.0,1.7686720337585786,-0.5916893070744219,-7.906016676828119
54,1.0,0.5673933874053603,0.545308239524499,-5.421261461141064
55,1.0,0.5623991256747392,0.8651312046963737,-6.783044900897902
