,innovation_index,releases,sector_market_share,var_3
0,0.0,-0.27121910779821906,-2.637608078553353,7.617559296204115
1,0.0,-1.126718027020522,-3.101295868940461,4.774901095554476
2,0.0,-0.5647654403034805,-3.1485623784514996,7.508780595924604
3,1.0,-2.5259776187085365,-4.418565454013331,1.0555358663346741
4,0.0,-0.9270466637149019,-1.65529505632675,1.7703825336271342
5,0.0,-0.6376860006636649,-2.2609020052645343,5.018652560135271
6,0.0,0.3086300313408939,-3.1088516251322997,11.452897255906077
7,1.0,-2.192964608512086,-2.4683305429216094,-2.192078261817584
8,1.0,-1.5635614916397373,-3.7238541848624873,4.12438945911831
9,1.0,-2.0235101562153126,-2.8920765122305063,-0.08939290759253038
10,1.0,-1.4458647039517452,-4.01947279373988,5.580520630006229
11,0.0,0.2511257809957897,-3.282923605356727,11.267895785134403
12,1.0,-2.6982187411156136,-3.349669657848437,-1.5495570139640202
13,1.0,-0.32016122338794495,-1.6731283304198927,3.9420053822227636
14,0.0,0.8652113401383015,-1.53647957826351,8.955442412081892
15,1.0,-1.2836317071038184,-1.9698317016881852,0.4847050517010827
16,0.0,-0.7562835784521099,-3.170402750370956,6.7613292110180145
17,0.0,-1.241797283627208,-3.31175991480626,5.1400196177277095
18,0.0,-1.1028824153550023,-1.2865189551023248,-0.06388742098566769
19,0.0,-1.7124004308559202,-3.9346052283999455,4.714593641923873
20,1.0,-1.8691209644874827,-4.802908045569384,6.10599022721663
21,0.0,-1.3453386525750946,-2.4569316437613216,2.4033983067817166
22,0.0,-0.9014877860505995,-4.057832624552238,8.742595089411656
23,1.0,-2.886918136874834,-3.9736638532512596,-1.1712547838491063
24,0.0,-0.5458574787819983,-2.0146295783203128,3.824498539284585
25,0.0,-0.7178971606785375,-1.0726664282233744,0.31946563186828714
26,0.0,-1.1079480738408194,-4.272736748651482,7.9330563476005835
27,0.0,0.116471146857142,-3.156124910077147,10.31979164639168
28,1.0,-2.89381001528851,-3.783213733487893,-1.2296136853486677
29,1.0,-2.5174413531864688,-3.6196033421826037,-0.31042091576146813
30,1.0,-3.164103486405267,-2.618032372795672,-5.997808183026041
31,0.0,-1.261864942901393,-1.4370261654049148,-0.3917965471407652
32,0.0,-0.648427005877978,-5.199574766754792,12.988311500228267
33,0.0,-0.7787882574378285,-3.8166451915399846,8.823037157395063
34,0.0,-0.3190401614289764,-1.7972760103679104,4.548864792293705
35,1.0,-2.4618328373183695,-3.014654500913239,-1.462549213002253
36,1.0,-1.86061697737563,-0.2616638608356028,-7.020071893799701
37,1.0,-2.890075618355758,-2.2846627289119437,-5.3228577967692985
38,1.0,-1.7738150879689027,-1.7573650628688358,-2.1543091714989377
39,1.0,-2.1810267223166857,-1.426110025161432,-5.028909227191413
40,1.0,-1.1760841217501197,-4.380178062346049,7.744641272479352
41,0.0,-0.4676500152296311,-5.925760418081398,15.502014402185608
42,0.0,-0.7638625929377063,-3.091102639616773,6.390823817694924
43,1.0,-2.401623991144913,-2.443436905890827,-3.347004148776719
44,0.0,-0.28231576091889105,-3.409591333712094,9.189286864514335
45,1.0,-2.4364656694958158,-2.648907270525614,-2.8151888286545907
46,1.0,-2.5002751724189305,-1.896448364672381,-5.07353980348298
47,1.0,-1.8600723490234308,-0.7026293492682574,-5.717062337569077
48,1.0,-2.178099363947595,-2.8804151783108813,-0.9267913733354662
49,0.0,-2.023958338697454,-2.5875997214714395,-0.2021865892692396
50,0.0,-1.0501242063613399,-2.5699356544091385,3.500236600617586
51,0.0,-1.2125455237385814,-4.718988006189922,9.69433881371075
52,1.0,-1.6802904643155143,-4.018400011886678,4.438250301720782
53,0.0,-0.1393426376070284,-3.195090557639343,9.2851324796886
54,0.0,-1.0206049240347745,-1.5943516965481863,0.9584791611417645
55,1.0,-1.5937180982678578,-4.4019469571033305,6.518690677814721
56,1.0,-1.1124298218847424,-2.8762750094962066,4.039237646125751
57,0.0,0.13289517029241993,-5.592016430401501,17.702259101374423
58,0.0,-0.9929374598214572,-4.241769729870798,9.061102423624588
59,0.0,-1.163018238905844,-4.080892642097343,7.536025776547932
60,1.0,-1.2961183153519622,-2.3831720983468907,1.8313846125947082
61,0.0,-0.5135847450015963,-3.4777656095993246,8.607781348454264
62,0.0,0.1504977657890084,-2.9905823798748896,10.304092773668165
63,0.0,0.2938289968497621,-1.4744142526425905,5.717761188286041
64,0.0,-0.36738638880832464,-3.224651751800359,8.379987594129409
65,1.0,-2.1509411256235844,-3.9083586871348,2.1528887944602424
66,1.0,-2.21819234299831,-2.6663190581039937,-1.256773101345004
67,0.0,0.5115399748693821,-2.6341204134608462,10.521506070439186
