,voter_turnout,var_1,legislation_passed
0,1.0,3.0143051213758687,14.702585005421621
1,1.0,3.3009006464977615,16.29247698919363
2,1.0,3.1943490399047683,15.229936762701184
3,1.0,2.1319206761696217,11.30564287152612
4,1.0,2.0547218617353358,11.959548922991424
5,1.0,2.8221359698743536,13.501634388779102
6,1.0,1.5527288074637577,11.641008414509548
7,1.0,0.8799385836134843,10.211544814944919
8,0.0,2.671774772387261,9.690518194900491
9,0.0,2.99606421531272,11.387835794045323
10,1.0,2.454696562782188,14.403851066941865
11,1.0,3.151556422495595,14.857327633064358
12,1.0,3.298510950073193,15.411247922925721
13,1.0,2.3030591721379596,13.463183583764735
14,1.0,2.9573536217119454,13.877293228033187
15,1.0,1.9820800154740361,10.499938220868495
16,1.0,1.4766726709591014,10.350787556580764
17,1.0,3.3916062943722145,16.623161888403345
18,0.0,0.5729382653727635,4.973383287991058
19,0.0,2.914907523697477,10.540625439167584
20,1.0,2.8979647993680766,15.856531357173349
21,1.0,2.339489773633293,13.371306874307201
22,0.0,3.5664105375591375,13.205234552974176
23,0.0,2.341890969199613,9.30464336191007
24,1.0,2.1251338844633056,12.909556597462526
25,1.0,1.3211285725584128,10.15491646223204
26,1.0,3.1871919105342483,15.781296549676254
27,0.0,2.8018851795884627,9.529152111639203
28,0.0,2.0159942800095063,9.357360087645853
29,0.0,1.9555926282447231,8.983226530352653
30,1.0,3.4214005179769185,16.246841125031896
31,1.0,2.265468741526066,13.463674150846405
32,1.0,0.9774471798396107,7.793386209285087
33,0.0,2.87261113977065,9.970307292377418
34,1.0,1.1675406370850907,10.239708362359888
35,1.0,2.7906843016882905,15.984285075057114
36,0.0,1.0897707100055176,5.864289682262822
37,1.0,1.9776967513692267,11.868732916682225
38,1.0,2.729528869954821,14.470765858647587
39,1.0,1.5862210373077876,11.865478886107486
40,1.0,3.770619072835138,17.28231616544454
41,1.0,3.9966547909627037,17.952195477900677
42,0.0,5.135499218022392,17.998386775314447
43,0.0,0.32621366204543056,5.638001904605792
44,1.0,0.8481155364338888,9.649848933663403
45,1.0,1.2918251209154574,10.949231403321415
46,0.0,0.9744863641962926,5.226434270619875
47,1.0,1.8209517408457454,12.453868332193657
48,0.0,2.785187907464728,11.749140722296715
49,1.0,2.4770424836207927,13.274608558350932
50,0.0,1.8474751572936512,9.094003757033379
51,0.0,1.593476753582363,7.819306938939011
52,1.0,2.8472082183664655,14.895872586764604
53,0.0,1.9476103622501821,9.533902243297808
54,1.0,2.6220151766455726,14.547811603329302
55,1.0,2.8019415478388385,15.31885076888491
56,1.0,1.6238328177431538,10.827115666870366
57,0.0,0.7776652237767199,4.7753026172705315
58,1.0,2.0030276025467932,12.794601673134238
59,1.0,2.179749534927078,12.72301999397525
60,0.0,2.1236975765510775,9.534745445277649
61,0.0,2.0547414331653173,9.52035834200928
62,0.0,0.5007875335355412,4.703304531366316
63,0.0,1.5679107599883482,7.286502568683019
64,1.0,3.477965258634798,16.276511096438163
65,0.0,1.8715146571871983,8.958349777917691
66,0.0,1.5313527367111723,7.0905127409935655
67,1.0,2.371645619403,13.217893677591135
68,1.0,2.8771573774026185,14.433294604116188
69,0.0,2.600605279773239,11.270313270580266
70,1.0,2.287681189628562,12.555538850149064
71,1.0,0.9716415164691348,9.060613413404136
72,0.0,2.1346531630915013,9.553957877673248
73,0.0,2.104354944958955,8.923461256829418
74,1.0,2.4425998996722416,13.218327280427117
75,0.0,1.195978850687795,7.207777950564957
76,1.0,1.6515561873381523,11.252867133309598
77,1.0,1.840780882158989,10.970806647148489
78,0.0,1.0705381189705114,5.842370091882454
79,0.0,0.6387914797617302,5.71322464618291
80,1.0,2.834004072063844,15.065996326929032
81,1.0,1.0467916022978738,9.471712684490088
82,1.0,3.626519933445998,15.705918659375836
83,0.0,1.9030031916118606,8.559897232390908
84,1.0,2.652639967305716,15.486717152231632
85,1.0,3.094050033451648,14.583550595013623
86,0.0,2.551173925347565,10.293969240243554
87,0.0,2.558087234559099,11.542317166150038
88,0.0,0.09912738723487502,3.998145789307153
89,1.0,3.768297140912111,16.932345427143215
90,1.0,2.361865884409461,13.930697285249822
91,1.0,2.7545173512347265,13.590226721498336
92,1.0,2.794559221985578,14.71958018301632
93,0.0,3.3940219979931996,13.198330863483482
94,1.0,1.4908447221263013,11.56408504224105
95,0.0,1.6836890427541336,8.518099745424582
96,1.0,1.968131041774798,10.26359803820856
97,0.0,2.4196245554891465,9.417749377578076
98,1.0,2.138007623837247,14.749491250800094
99,0.0,1.99841355405466,8.112036853966904
100,1.0,1.6296938048081597,11.80845896382339
101,0.0,1.2162271242013423,6.862395350302867
102,0.0,2.9832172933620478,11.105564651022124
103,1.0,3.137171108433278,14.623230834815917
104,0.0,1.270892592846434,7.381568758323414
105,1.0,-0.23603626092654695,5.468715566725738
106,1.0,3.175542238834871,16.55886852639427
107,1.0,1.5552505166401356,10.043706953909107
108,1.0,3.8492359549323423,16.76957993526648
109,1.0,1.9683007815617957,13.322656132282003
110,1.0,3.15196078711242,14.013416694987887
111,0.0,4.085599574183016,15.388038236807994
112,1.0,1.2624184056307362,10.794018989774266
113,0.0,2.167393211971791,10.08384155536347
114,0.0,3.557934529291729,13.690788413603386
115,1.0,2.9361129017907386,15.206515862651624
116,1.0,2.0437111647001833,12.905896973232181
117,0.0,2.324989288223997,9.936145204435185
118,1.0,2.3807758869641673,13.13773222465019
119,1.0,1.5431974887448585,10.31214329198716
120,1.0,3.6180073545749067,17.16452754692202
121,0.0,1.759496594689344,9.239440500330568
122,0.0,0.7786818025297206,5.449796525929306
123,0.0,1.8943254390776,9.158044087032453
124,1.0,3.6604932723501458,16.94875375512703
125,1.0,1.8714682467840251,13.79027038851022
126,1.0,0.9579228610857591,9.209744536293115
127,1.0,1.418148164689313,10.56918880092966
128,1.0,4.172695908255964,16.901416497698225
129,0.0,1.6383711426090464,7.153743580706701
130,1.0,1.8254327112125945,11.145495941467512
131,1.0,1.1147670176634066,9.838704256602554
132,0.0,1.949510431394938,9.008237198133918
133,1.0,2.7486120203438142,14.57186600784694
134,1.0,2.3713381027823117,14.170043288815458
135,0.0,0.9658721824919922,4.976935058809838
136,1.0,0.6568022222033556,7.417711510645015
137,0.0,2.928285021890175,10.894260570736709
138,0.0,0.6197880699582834,4.039808070548393
139,0.0,4.296894149723858,16.31322910869772
140,1.0,2.157461799268338,12.770959678381733
141,1.0,2.282071203005585,15.620100129146682
142,0.0,2.7202138242919123,10.701107557456758
143,1.0,4.492124380773883,19.829003995651806
144,1.0,2.833483108141327,16.364693956554255
145,1.0,2.770654888526783,14.414849273036248
146,1.0,1.4781191425369573,11.45631466890606
147,0.0,2.0301937044993754,7.7018849732537005
