,life_expectancy,var_1,obesity_index
0,0.0,1.1438140730736968,-2.078318676892966
1,1.0,-0.7820392063710768,-2.772770289673161
2,1.0,0.1874978641792301,0.5273008497026312
3,0.0,1.0598369345354683,-3.3019696017732154
4,0.0,0.16759932067142203,-4.259951896856181
5,0.0,1.4566011262888572,-1.8291636711186947
6,0.0,0.0025875989806006805,-4.339951345678417
7,1.0,-0.3418305823325922,-1.335521159869523
8,0.0,0.31354021884338773,-3.4067121535217937
9,0.0,0.7862323432290363,-2.9982921729301046
10,1.0,-0.08565571661974414,-0.1720899572325023
11,0.0,0.6289955762481205,-3.14857825308207
12,1.0,2.1846040965468596,4.68937451783426
13,1.0,0.04276063513731165,-0.5082770497901432
14,0.0,-1.2756644052987594,-7.121725802720877
15,0.0,-0.7190271327448718,-6.309294683319347
16,1.0,0.9065270983822695,0.7339603029645048
17,0.0,1.3030896495135713,-0.14618578176081432
18,0.0,1.4060373954348835,-1.1362252979193164
19,1.0,-0.6127123534308692,-2.158233714372199
20,1.0,0.9932093000246439,2.275135500193465
21,0.0,1.5346362800664615,-0.3268931546262501
22,0.0,1.2612961477731273,-1.8616294810423706
23,0.0,-0.5538171344789817,-6.437266561281115
24,0.0,-0.4254976993927142,-5.960305211075092
25,0.0,1.5804537138900696,-0.9366373613886618
26,0.0,2.7681724009437736,1.223322283218656
27,1.0,-1.075576873144256,-2.909319189121195
28,0.0,1.5861507090260816,-0.5425019169856014
29,0.0,1.658242491582079,-0.9217640345552942
30,0.0,1.1440706375754726,-1.2086568385357839
31,0.0,1.9803822900462105,-0.25592875810013815
32,0.0,0.9869694317694981,-1.900585300825878
33,0.0,0.9386143742825459,-3.872995549746739
34,1.0,0.368992786955708,0.5215353454841383
35,0.0,-0.4440946810456907,-5.562410981585876
36,0.0,0.8542413531512956,-2.490782615685977
37,0.0,0.9942246299903117,-2.6251680476451646
38,1.0,0.6599596853031805,1.2239801246796969
39,0.0,0.8936979964178022,-2.7179798402850706
