,home_price-0,home_price-1,empty_units_rate-0,empty_units_rate-1,home_loan_rate
0,0.0,0.0,0.6607124735002416,0.4250292769860378,5.298875997220595
1,0.0,1.0,1.4353961771407793,-1.093296872475673,-0.8012211026933764
2,0.0,1.0,-1.1142180440972143,1.0892981074270929,6.168173052992236
3,0.0,0.0,0.9154141529769722,-1.4308219558087538,3.949465569828645
4,0.0,1.0,-0.2505977772682545,0.6825278061533121,5.014559273212754
5,0.0,1.0,0.9969354842788167,-0.8027909014918151,0.5463534425628689
6,1.0,0.0,0.8517620492506746,-0.0878632396024322,5.472825644880868
7,0.0,1.0,0.919282726359737,-0.04173770691320938,2.749296978381802
8,0.0,1.0,0.14759942780741714,-0.9947789170151918,-0.7247509104208287
9,1.0,1.0,0.4520385574881829,1.2486602420155972,5.994093569893099
10,0.0,0.0,-0.3103523709865328,0.8861721947367435,5.197298692752961
11,0.0,0.0,1.1255842810343757,0.00649443105378833,5.262571743091463
12,1.0,1.0,1.6378123924391277,0.8927891886440802,9.497718643509813
13,1.0,1.0,2.731045854727702,1.3284998370776617,14.7014021246438
14,0.0,1.0,-1.0577113486968759,0.9952560094061123,6.682594611253695
15,0.0,1.0,0.2844488622639211,0.11386821015020926,3.207341976356079
16,0.0,1.0,-0.40239935743742294,0.6501646757254547,4.820715666589452
17,0.0,1.0,0.7702420493605,-0.528609086876674,1.5612141106523585
18,1.0,1.0,0.5098002426894293,0.0625072935594912,2.1939490155039962
19,0.0,0.0,2.5655815121545382,-1.968808913506583,4.794805095289075
20,1.0,1.0,1.5934783383698674,1.001449381890517,9.69839239905587
21,0.0,1.0,0.06561716931547812,-0.7563126343406433,0.27831030084244057
22,0.0,1.0,0.0382722388793747,0.32456722577782554,4.571380351730695
23,0.0,0.0,1.5038522336797144,-1.4263798537147134,5.515960863218838
24,0.0,0.0,-0.39360320758143996,0.35253311777211693,4.522588431082843
25,1.0,0.0,1.118631659687264,0.10205350741679031,5.66035719273382
26,1.0,1.0,3.0797530553895194,1.68283711630891,15.94570064764489
27,1.0,1.0,-0.02074602974064954,0.3610545257634529,2.0283326674000453
28,0.0,1.0,0.6496565117625435,-0.5232775086121381,0.5802983485830389
