,median_home_price,vacancy_rates
0,-0.37746109098864533,0.58943598202272
1,-0.03761957192379266,0.8963797325852774
2,0.6490310593565153,-1.1254076901084618
3,1.3607108969258903,-3.823757043665275
4,1.4054896311331615,-4.180699212746638
5,2.227616246990369,-5.16938357894006
6,1.7118369982052892,-2.6767856092581717
7,1.1848575518782765,-2.7592255000318135
8,-0.8666624228476317,1.9239794898902238
9,1.4800590627156651,-2.797719230925647
10,0.6114082720112419,-1.199615819567035
11,-0.36458258783395603,1.2987628674199967
12,0.42840757767170057,-1.8205255835597316
13,-0.21537636290357176,-0.015213066145324361
14,0.43916407983951855,-0.8267562391183179
15,0.7363884025624331,-2.9210991023558806
16,0.3094547182733687,-0.1522206645575953
17,0.3224568929656967,-0.39023220705042316
18,0.10571210065538,0.5267566788703104
19,1.0108816189515577,-2.318925904078541
20,0.33979684199508,-1.5502238843989775
21,-0.4342136493837962,1.3238792332983174
22,0.39956072576693774,0.06374837698184321
23,0.6740665789577208,-2.8986959277704223
24,-1.3692135389388882,1.7038417713137564
25,0.468255068556499,-1.3668973671502438
26,0.5874491557129867,0.24837147271699256
27,0.2699026985287607,0.8245593799098395
28,0.10683602036049263,0.41768626602734915
29,0.2926475436557606,1.0616259227550098
30,1.440179990023355,-3.5334164528009118
31,-1.4703674713382668,3.2533370326518387
32,-1.3456823150407058,4.235016664582001
33,-0.05790990193979775,0.8197299940877365
34,-0.8712740208698293,2.752836778864892
35,0.3036102098822269,-0.9898043927095075
36,0.6203933067139169,-0.6429661117584355
37,-2.116287289258437,5.829487614653111
38,1.9458268817604394,-5.048858956879601
39,-0.05062218571309698,0.23656251518214522
40,-0.45007552894167563,0.4598813145519496
41,0.255292201410952,0.04332421153748656
42,-0.8294921608688035,0.9842135709357112
43,0.7886026607533976,-0.6882891869188013
44,-1.941712878553809,4.028490743131642
45,1.026033728239945,-3.1039884087264165
46,0.6306935650892395,-0.7499942762236189
47,-1.0316229508811514,2.7651925741358685
48,-1.604669240074551,3.9718123545197304
49,-0.7746004331918283,1.570826370624178
