,political_rallies_attendance-0,political_rallies_attendance-1,campaign_donations-0,campaign_donations-1,legislation_passed
0,1.0,0.0,-3.748716742931462,-1.4345629334930492,14.319694143879925
1,1.0,0.0,-0.22576526908342442,-1.283681059371839,14.301244884620179
2,1.0,1.0,-1.18363425276027,-2.304018386716909,13.668115348051616
3,0.0,1.0,-0.6930222970917778,-0.39531194816270976,11.739139128324004
4,0.0,0.0,-1.4501175487611997,0.21280186700943154,11.185928659425505
5,1.0,1.0,-0.16917274283014772,-1.3544026344447277,12.332186926745791
6,1.0,1.0,-0.9961558153203864,-0.7399655816605589,15.167508845389424
7,1.0,0.0,-3.407674101014207,-1.567432819541705,17.961607072511356
8,0.0,1.0,-0.9476634778570675,1.0662559790504265,13.966128289687413
9,1.0,1.0,-2.809488876374807,-0.18972409453600603,17.46917829357654
10,0.0,0.0,-2.5911094726512,-0.07478761344240159,16.505496370505902
11,1.0,1.0,0.5348088317730784,0.09719303675364527,16.496789936642756
12,1.0,1.0,-3.582147212673834,-0.2535175833785208,13.574566757816186
13,0.0,1.0,-1.006355438266835,0.3773585436146565,13.237706793460978
14,0.0,0.0,-1.220498918012342,-0.17559963058568812,10.997736330542963
15,0.0,0.0,0.7831477995020579,0.31400624334620775,1.824760418003214
16,0.0,1.0,-2.9064847089531556,0.7155059290279455,23.924355720716353
17,1.0,0.0,0.10187872341070014,0.08115326817000265,10.78870348776816
18,0.0,1.0,-2.2204271866487266,1.3383691390663746,20.32529461577087
19,0.0,0.0,-1.677879413058434,0.49822854322116517,11.44671583422321
20,1.0,1.0,-1.1939565163518637,-0.6043008633841146,13.715789266142693
21,0.0,0.0,-1.412183892738418,-0.49255111636400883,15.35055221239092
22,1.0,1.0,-0.6070441815632341,0.5373393654195706,14.860768492454246
23,0.0,0.0,-1.8215623662048965,-0.05285089005488519,14.900011639013355
24,0.0,0.0,-1.6990515016926928,0.9017157253044567,9.782965940450417
25,0.0,0.0,-1.064384065967928,0.14175896333672222,8.58054213523571
26,0.0,1.0,-2.357557574829369,0.6641053606118973,19.974830864765174
27,0.0,1.0,-0.5337656925020081,0.17796975879664903,13.954123486021976
28,1.0,0.0,-1.529354354505715,-0.46056049485778905,13.39280082373495
29,0.0,1.0,0.24994392106878482,-0.6077144091127558,7.886742123654903
30,1.0,1.0,-0.8005769772349337,-0.7516695778048066,12.30507468294607
31,1.0,0.0,-2.928059939775814,-1.2815432174142978,16.120786280118885
32,0.0,1.0,-0.6721702641452775,0.7485619272862417,15.40492988095653
33,1.0,0.0,-1.9082818262538206,-0.646000728196878,11.200360271264685
34,1.0,0.0,-2.4774284676355314,-1.3337688330122925,16.442666408525977
35,0.0,1.0,-3.085617969912902,1.1990063011498446,20.748198614662574
36,1.0,1.0,-1.069671685431413,-0.02088797028367284,15.611674359959299
37,0.0,1.0,-3.516263712262072,0.7276990447342688,25.559219786312397
38,0.0,1.0,-2.7090580580583397,1.3524888870936431,19.651071019478728
39,0.0,1.0,-1.9955546631206678,0.48024209469484735,19.763577884012506
40,1.0,1.0,-0.9677760202938829,-0.23652018851258527,13.475763382844741
41,0.0,0.0,-1.4680160915533873,-0.22690828944001196,11.991954532893331
42,0.0,0.0,-3.5369541316986597,1.1756329444605906,13.709334807472064
43,0.0,1.0,-0.8772306367762274,0.6046589612103958,16.04239400513425
44,1.0,0.0,-1.2874971675675764,-0.1019465717436514,11.887163857066795
45,0.0,0.0,-0.6827970818317645,0.3106647940500584,9.982535696359651
46,1.0,0.0,-1.4529611557019089,-0.8145853208126468,14.265523571479855
47,1.0,1.0,-1.759648473789667,0.3778673132924333,16.0934526510844
48,0.0,0.0,-0.4620479691605268,0.04021812264393976,7.515062712846493
49,1.0,1.0,-0.5513756540734659,-1.5498815746829737,13.15322257549174
50,0.0,1.0,-1.054203487365572,-1.0052089118172853,14.21191540329528
51,1.0,0.0,-2.320977094095007,-0.767335015098902,12.821041308474882
52,0.0,1.0,0.06570783825397153,-0.6686299826556448,12.568113833688592
53,1.0,0.0,0.5992892670227308,0.6336000142579142,8.180418375099498
54,0.0,0.0,-3.126394669369425,0.3655886026981475,19.941456560598066
55,0.0,1.0,-0.19668764193077637,0.594484509497336,10.14545039911582
56,0.0,1.0,-0.08078588890878757,-0.7019062613784598,11.112820903282202
57,1.0,1.0,-1.9723486678857185,-0.8519479620511498,15.308035801065369
58,0.0,1.0,-0.8595069788149939,0.03809947914136319,12.372725615905157
59,1.0,0.0,-0.9014096645588561,-0.3420718480328714,9.458361138100654
60,1.0,0.0,-1.134547774873393,1.03916156657974,6.304783424743097
61,0.0,1.0,-2.3098739340225922,0.4001505208793819,17.829322915531638
62,1.0,1.0,0.4973953863727758,0.6253969133057024,14.83900335794055
63,1.0,0.0,-3.023287726671006,-1.4660631742128332,14.223989312198277
64,1.0,0.0,2.325581650408326,-0.00895828529271514,9.696858613429647
65,1.0,1.0,-0.716782942204175,-0.4057899958878751,14.124740599949298
66,0.0,1.0,-0.8242751959484272,0.06422932427202485,11.713159092907699
67,1.0,1.0,-1.8046958296244278,-0.8837432975513365,15.297200826586868
68,0.0,0.0,-0.7865681410114331,0.37468366471374703,7.584123423406397
69,1.0,0.0,-1.0148336435192489,1.2614041825499815,6.265931315375852
70,0.0,1.0,-2.1989074368660604,0.01766491478001353,20.724670239442247
71,1.0,0.0,-1.9459197480445147,0.025872172139104643,9.779311264530797
72,0.0,1.0,0.05228131592771046,-0.22400566030149058,6.853356727581634
73,0.0,0.0,-1.9767009424464261,1.098835106873275,11.660275696783446
74,1.0,0.0,-0.9959913503785234,-0.24194402952993732,10.375475878047105
75,0.0,1.0,-0.373491650715559,0.08095578017446833,12.114744865680983
76,0.0,1.0,-2.0820236998629906,0.4305708485011053,19.334131195645227
77,1.0,1.0,-1.2036827678632045,-0.2143151037136747,13.64631706360143
78,0.0,1.0,-2.7271006161816587,1.2750553308475698,22.1744820612538
79,1.0,0.0,-2.9430744605561032,-0.3272319352057622,12.811993867751259
80,0.0,0.0,-0.4237575366963364,0.3993233616176631,7.209173778344487
81,0.0,0.0,-1.72527077553086,0.6514136544637585,7.968161961862538
82,0.0,0.0,-0.2685529111472573,-0.7736637543542475,10.245203000657682
83,0.0,1.0,-2.496891422144895,0.37468083110420647,22.371759280969446
84,1.0,1.0,-0.7725719916753062,-0.11009593235376816,13.41178694345136
85,1.0,1.0,-3.3393638880519676,-0.6626561202249623,16.853292357260116
86,0.0,0.0,-2.797659747470896,1.2744065780718734,9.984763211219736
87,1.0,0.0,-1.4927512437383952,-1.1324132353819332,15.847142654302942
88,1.0,0.0,-0.08535831873508704,0.06957960195477733,11.324482971822176
89,1.0,0.0,-1.587746776563574,-1.0861250992474765,11.814906377380122
90,1.0,0.0,-1.7649018914762047,-0.5563523709916764,13.339677145339365
91,0.0,1.0,-0.4330818269964667,-0.2765671142033552,13.182065053712906
92,1.0,1.0,-1.7159872402835126,-0.1852813662033873,15.988287129562394
93,0.0,0.0,0.5851435983808373,-0.7542833589495328,6.34767132113354
94,1.0,0.0,-1.1994521509662086,-1.1002071378604454,12.07874116285872
95,0.0,1.0,-2.7527190253224383,0.4868665884033607,22.89624442946983
96,1.0,1.0,-2.094507496878398,-1.7826010442907338,11.577096169186621
97,0.0,0.0,-0.9057305703536167,1.2146709122328363,4.44207826346627
98,1.0,1.0,-0.9397748707006119,0.5892243459949917,13.649110110358887
99,0.0,1.0,-2.7117034131592295,0.8643632289476416,21.34049485623354
100,0.0,1.0,-2.5366457468032233,0.5701793440344127,19.733001334909712
101,1.0,1.0,-0.3088163656251868,1.070911048813384,12.802056353484755
102,0.0,0.0,-1.0289763952290176,0.7213615392591362,6.757307615551925
103,1.0,0.0,-0.06522290972940348,1.216704515498269,6.101356420772837
104,1.0,1.0,-2.691261590912494,-0.830190414443201,16.006897517948133
105,1.0,1.0,-1.5876858457364469,-0.3105069825149488,13.337610691252728
106,0.0,0.0,0.541650850417533,-0.10181150873039864,6.191976034759463
107,1.0,0.0,-0.8170920598651316,0.508034039001157,9.12818323209611
108,1.0,1.0,-2.2032644033701807,-1.3979031022348574,14.402620439547192
109,0.0,0.0,-1.0077573288965727,0.67163393523503,6.601552030832499
110,0.0,0.0,-1.3344305454476058,-0.12053047940416467,10.79865791157513
