,lifespan-0,lifespan-1,rate_of_obesity-0,rate_of_obesity-1,vaccination_rates
0,0.0,0.0,0.5786700471469957,-1.020185426543271,6.823326599528237
1,0.0,0.0,1.852910579180237,-0.8225627942912822,13.872067322666009
2,1.0,1.0,2.86768120313102,1.7082309326663943,58.16888797285648
3,0.0,0.0,1.9225025090884134,-0.579134180505255,14.372718507471301
4,1.0,1.0,3.884172144344403,3.0216483279681707,76.09000465882744
5,0.0,0.0,2.6672711678533427,-2.3873657181368104,11.70678391159705
6,1.0,0.0,1.0060299910789445,0.23048342567321733,22.175898499753586
7,1.0,0.0,0.7038997553340989,0.0014687321568163103,16.170918446130248
8,1.0,0.0,2.6073777822513846,2.987356435583016,47.79223222735922
9,0.0,0.0,2.6479717955897364,-1.8784630418876211,12.326222889661214
10,1.0,1.0,1.7860120198004006,1.471296291955219,42.931720300333936
11,0.0,1.0,2.0352151114057495,-3.287536698486983,-9.202465563786527
12,1.0,1.0,3.1976563963480036,3.31688817637281,71.6849244214993
13,0.0,0.0,1.6318230195848038,-2.2631535180900557,6.278507981746707
14,0.0,0.0,0.729133612811449,-0.9265762982798464,8.088503583789038
15,1.0,0.0,1.220799232448596,0.8353283734914444,21.54288239586599
16,0.0,1.0,1.22065699536153,-1.5759578111221972,1.938614461678636
17,1.0,0.0,3.7954153414276655,3.2754299150872472,57.515218541402106
18,1.0,1.0,1.8581687465340488,2.376393984002462,50.857670256532856
19,0.0,1.0,2.3904668713719834,-2.298432773765396,2.762359881820398
20,1.0,0.0,2.403249885942609,1.4896031673817451,41.11233905054026
21,0.0,1.0,2.168392926605033,-0.6850084881290353,14.20913680814647
22,0.0,0.0,2.3661944763198437,-2.8479054200094702,6.231023065677629
23,1.0,1.0,0.81955144862936,1.5853497573840865,35.80617114019223
24,1.0,1.0,1.226106230333594,0.9779689882731819,35.98798580587004
25,1.0,1.0,1.6800480235875812,1.859836489230275,44.625415725737554
26,0.0,1.0,1.2449056000433858,-1.6999886068763956,1.6577751195899069
27,0.0,1.0,0.7283127714410633,-0.8003394167962851,9.586557310762295
28,1.0,0.0,0.38015000390947407,0.6446160655219285,17.64108245679733
29,0.0,1.0,-0.35438639917338133,-0.28703335591481255,8.224106233088218
30,0.0,0.0,1.2328747709521406,-0.8150155173967801,11.443375826427355
31,1.0,1.0,-0.5127001427644675,-0.5782444112456612,7.6264369055440895
32,0.0,1.0,1.3408249589715222,-1.159943981698071,6.425543421939901
33,0.0,0.0,1.6176738947564033,-1.5740078952424235,10.579525347691023
34,0.0,0.0,1.1517220966947543,-0.239931000194335,12.296582865955358
