,satisfaction_score,var_1,volume
0,0.0,-2.311228330632937,-2.3070300723148476
1,0.0,-1.4754308761802197,-1.3102361609048878
2,1.0,-0.7080486431612834,5.581408525986635
3,1.0,0.38442186612815976,5.423648438972546
4,1.0,-0.7962441157974919,2.9081645932448135
5,0.0,0.344139975769155,-2.8873018852381307
6,1.0,-1.5626406885130848,3.0819437632036
7,0.0,-1.1812457049783502,-1.991738556978131
8,1.0,-0.1713737375517103,3.5707152349336564
9,1.0,0.1886344024390192,6.608579044857924
10,0.0,-1.0457699640541018,-2.9661807817361585
11,1.0,-0.22868069967312332,3.739025152543528
12,0.0,-0.22899061921964634,0.3331665608571812
13,0.0,-0.885851695542504,-2.5567566248338545
14,0.0,-1.4078198354261038,-3.222084159910066
15,0.0,0.2179159830782193,-0.7955520317951182
16,1.0,-0.5401055078720036,1.7856063932849944
17,0.0,-0.8597774166020853,-0.7765616556217763
18,0.0,-0.026916196797199532,-0.7193749619618792
19,0.0,-0.3462923483307686,-0.5518764547882145
20,1.0,-0.011158039264794667,4.35393687792194
21,0.0,1.2455328327975421,-2.795844974369095
22,1.0,-0.1878175861698577,4.334718219635764
23,0.0,0.44983745828989685,-0.6854227380191141
24,0.0,-0.8890627427213464,1.2263868139001892
25,1.0,-0.8581961194016802,3.3582449909679783
26,1.0,1.5504748583581707,3.4696569964206474
27,0.0,-1.5632733249244166,1.6035353452174252
28,0.0,-0.9998011912951464,-1.0605171318499327
29,1.0,0.5203292837066377,3.7028037761550423
30,1.0,0.16605486608220604,2.9559863514440163
31,1.0,-1.0987756008532088,5.4795940088897055
32,1.0,-0.16593169544550818,6.2855312035854265
33,0.0,0.3580252236761299,1.3470784924751746
34,0.0,-0.2716137653962162,-1.1885790949306194
35,1.0,0.059507818651300226,1.0217147016347234
36,0.0,0.08120250490213982,-3.214022607915428
37,1.0,-1.5556693926247949,4.780227692335138
38,1.0,-0.6568034291520874,3.5438293769785485
39,1.0,-0.14423738713058437,3.1934150916484585
40,0.0,-0.4906400217554274,-0.6364413700490115
41,1.0,-0.4696035737216022,4.762144084715243
42,0.0,0.6000619998655731,3.484949042507617
43,1.0,0.628363166582186,4.795142357918106
44,1.0,-0.11493354205373962,4.126938895420949
45,0.0,0.20379997451450432,-0.45310430539823005
46,1.0,1.2310535276823504,7.383591023150871
47,1.0,-0.011342862465280434,4.687635376931549
48,1.0,-0.2748043579549021,5.658193946621557
49,1.0,-0.16194859941598203,2.283695052984139
50,0.0,0.4344834030336432,0.3917233997248508
51,0.0,0.0010816862023869112,0.8490182774778087
52,0.0,0.2701163894092482,1.8533751458089267
53,1.0,-0.1441487721658108,3.8867770293713786
54,0.0,-0.4965582256143001,0.39035057716928595
55,1.0,0.7916332179137875,3.744945236708827
56,0.0,0.14574149327647856,-0.6784461948367152
57,1.0,0.6425228958820514,6.282672073168534
58,1.0,0.37808785350474405,5.825841043983341
59,1.0,-0.607091036170748,6.607149441546833
60,1.0,0.8473950026119716,6.421411975717227
61,0.0,-0.4597781180351477,-0.638833605859077
62,0.0,-0.6357530050936493,-0.9577586494191828
63,1.0,1.2576174506468996,5.93057640791872
64,0.0,0.69845582669757,-1.7204829594235402
65,1.0,-0.21138593554805343,2.731301975945355
66,0.0,-1.4509282269884811,0.2499326948561752
67,0.0,0.5638405269261192,-0.6815311009266471
68,1.0,-0.6747255889134016,2.902685979356764
69,0.0,-0.37232799799891936,-1.8013983221386392
70,0.0,0.5660212070995906,-0.22451982178775542
71,0.0,-0.8255146431315801,-3.073273927387111
72,0.0,-0.06493612555613384,-1.1443086046180355
73,0.0,0.5885976545082289,-2.220248272799684
74,1.0,-0.9180943451842222,2.4621586301146277
75,0.0,0.7686573603758038,-2.312651235759968
76,1.0,0.32737644272028177,4.330964346713568
77,0.0,-0.5275862365515736,-1.894345719618348
78,1.0,-0.5600408367047713,4.9951678798559165
79,0.0,0.43524663851089607,-1.2209974294215793
80,1.0,-0.863706158545024,2.7571191810388513
81,0.0,0.2976680876042108,-2.359527620340674
82,1.0,-1.4055320226797663,3.003821895363792
83,0.0,-1.0944423029475545,-0.424954021157679
84,0.0,-0.5103656124096502,-4.080668772800675
85,0.0,-1.6112059000645929,-1.8070855473799927
86,1.0,-0.24011993171152787,5.332712312552319
87,1.0,0.12853754582396343,3.2941824443155276
88,1.0,-0.36492685436176875,2.746791690157223
89,0.0,-0.2219790148706469,-1.3566573604707455
90,1.0,0.27308050858854593,2.0856734882762633
91,0.0,-0.8567919083955401,-1.1740933611651236
92,1.0,-0.3533422601277569,2.7878968942142324
93,0.0,-1.421820989363884,-0.01064673908535474
94,1.0,0.21516629750582933,3.5044451554439666
95,1.0,-0.14781270630778548,3.9639369062321395
96,1.0,-0.5934228602760578,5.153054042072033
97,1.0,0.7061193945998059,5.402743877336434
98,1.0,-0.4786569821700607,4.362383352633184
99,0.0,0.5863355822349066,1.5133194541720631
100,1.0,0.5754438441926306,4.503755328821508
101,1.0,-1.02726675005565,3.6561573027439107
102,1.0,0.07266534906322059,2.8262813280451975
103,0.0,-0.3415179927668188,-3.1980412865535013
104,1.0,-1.0068168379378475,5.23180350343842
105,1.0,-0.12140152700314252,3.204466069015432
106,1.0,-0.6138238493909616,3.687827336334033
107,0.0,-0.3994838167229322,-1.3629716945439252
108,1.0,-0.17085922215798122,3.58629604496232
109,0.0,-0.4705629991204108,-0.9141542496866915
110,1.0,0.014221137598092515,3.44072600636055
111,1.0,-0.13521223834489976,2.10175244340026
112,0.0,0.3432806868085104,-0.7471011416507236
113,0.0,0.16084762382156065,1.1273227364708935
