,affiliation_party,var_1,political_attendance,legislation_passed
0,0.0,0.5649858168472532,-0.12085745349722093,0.8349640289029927
1,0.0,0.20475203295855582,0.8260273547485343,-3.274414808113347
2,0.0,0.33498391260379323,-0.8792033933678405,-1.7743577716712275
3,1.0,0.610582233098153,1.1148943796699284,0.7025979627669612
4,1.0,-0.02307889846354849,2.6704419953394494,-6.46757243389448
5,0.0,0.7174916196134663,-2.311269208765721,5.103650998293465
6,1.0,-0.4096495456721402,0.7890883710638189,-4.263180911884564
7,0.0,2.0919893081635834,-0.43143796819100977,12.227769596613772
8,0.0,0.21607224920587875,-1.3889521904447781,0.8343422878208311
9,0.0,1.1233289957536834,-0.8961214587743085,4.3418122311947505
10,1.0,-0.47444047873035444,0.2754272344340433,-5.075449198079533
11,1.0,0.35635951781456354,1.4990137544598139,-4.017121507144258
12,1.0,-1.1633374328257575,0.324100287070657,-10.892619262371147
13,0.0,1.1011961351481925,0.0817173905726862,5.936029870777949
14,0.0,1.0892935402245927,0.2847830203681509,1.3559658758617985
15,0.0,1.3507361679034897,0.8921792938120593,3.301727838591039
16,0.0,0.8561957687335089,-0.6522003849443502,5.000896992625067
17,0.0,1.1863749398860282,-2.015166669528553,6.19762762375992
18,0.0,0.7374933877112485,1.0265701061719295,-2.2520633155187406
19,1.0,0.051411082413401366,1.8190001313651283,-5.269337641414996
20,0.0,0.4312097613916516,0.2386094756834882,-0.374177931302067
21,0.0,0.5841526009014714,1.413125006596856,1.1296448484493522
22,0.0,-0.2679088910131542,-1.322355568564524,-2.8919462770290307
23,1.0,-1.474813831873164,-0.47422876216014187,-8.827696843127839
24,1.0,-0.6759486452802681,-0.09424156931437189,-6.913930712883881
25,1.0,-0.7291439484116271,0.11778533302118144,-5.042385996439862
26,1.0,-1.3270795829952236,1.2055200868566898,-7.777091513011621
27,1.0,0.502275908891493,0.8944495847948172,-2.059362063436362
28,1.0,-0.01322672705898531,2.7874049594119343,-4.953768278873781
29,1.0,-0.6651337081399531,-0.09451081485574792,-6.263414542039497
30,1.0,0.21434043749598808,0.927084772179123,-2.568118822134604
31,0.0,2.28748318715716,-0.3095863457299032,8.77445274672974
32,0.0,-0.12056583829611012,-1.4106435821541874,-0.06720782686444204
33,0.0,0.6897373125005406,-1.289787722682029,3.081396306499479
34,1.0,0.4010091501164062,1.417839601852074,-0.6956748828579398
35,1.0,1.748116303962479,2.9578592245176285,1.3213268884587155
36,1.0,0.4653020831776858,1.3019646589091256,0.782085151258322
37,0.0,0.9763992497423462,-1.3080175526997495,7.5012683495693215
38,1.0,0.7309050315410274,0.6494723637216333,0.19629850043577646
39,0.0,1.1346080050405265,-0.14199385222091016,4.22340884548284
40,0.0,1.5839411350385038,-1.5562756394642738,9.023453606743507
41,0.0,-1.2465309164248486,-2.714640961057882,-3.2831804243863685
42,0.0,1.9221700680569085,1.2142331604793968,8.604937049237563
43,0.0,-0.041564853003165814,-0.02384273305388318,-1.5181728220840234
44,1.0,0.8060087067761379,1.4997644571115716,0.6491489397991812
45,1.0,-0.45657550473360076,0.14488376873475556,-2.4423268073246245
46,0.0,0.8307565880826803,0.7354815462443933,3.331961466736707
47,0.0,0.021410807792937303,-0.0645686788210817,0.6147913664268216
48,1.0,-0.3720184646016863,0.33904439156116906,-7.085930296258159
49,0.0,0.3753860745099588,-1.1982118195971232,1.6696592928083271
50,0.0,1.210567951079933,-0.8078703372320641,4.950234145966476
51,0.0,0.7463705341620791,-0.6690653860609433,4.475795957752503
