,political_rallies_attendance-0,political_rallies_attendance-1,campaign_donations-0,campaign_donations-1,legislation_passed
0,0.0,0.0,-1.3959591557203068,1.0932017999300814,4.448494467714249
1,0.0,0.0,0.0537559243770247,-0.3567835130485353,4.48462228699764
2,1.0,1.0,-1.2946229117639618,-0.7333165890181149,1.2767120764434567
3,0.0,1.0,-3.1771614399434864,-0.6693929806858774,10.65785329041377
4,1.0,0.0,-1.9972402223181474,-0.37641831140026494,1.806857533478112
5,1.0,1.0,-1.5965150217032567,-0.58483029111343,-0.21632226162308432
6,0.0,0.0,-1.9268076674116643,1.6882854424952585,3.2637178711663957
7,0.0,1.0,-2.6597951558385833,1.32355632402194,10.427418045468691
8,0.0,0.0,-1.6120789164663514,0.7621320294272309,2.6735703014311927
9,1.0,0.0,-1.5036028280271585,-0.46035502047764115,3.1920418441450673
10,1.0,1.0,-2.381820501161874,-0.6139679649190803,-2.2991133777727475
11,0.0,1.0,-2.4084462634430412,0.7237058310376893,10.868187492025129
12,1.0,0.0,-0.20433308017725804,-0.09380059142400801,3.2005905462915685
13,1.0,0.0,-1.4239340559079667,-0.936380299928838,4.708873256938566
14,0.0,0.0,-2.311589921347966,0.5778430206294102,6.276057514259742
15,0.0,0.0,-1.9483642872137443,0.5276442861214086,8.95469713016917
16,1.0,1.0,-0.4830599210349824,0.7223471349886859,3.605466760081578
17,1.0,1.0,-0.9365229093374656,-0.5526770309647324,2.849502615656972
18,0.0,0.0,-1.6412773320786056,1.0053647376795856,6.279396813121797
19,0.0,0.0,-0.38750293404621305,1.4144534883286903,2.0651870189770256
20,0.0,0.0,-2.7311586521055284,0.5336467689045825,9.59651326306608
21,0.0,1.0,-1.0851966193060225,-0.08501777013698608,6.20048240741982
22,1.0,1.0,-2.228985147836985,0.6068206371358528,2.1146148917520033
23,0.0,1.0,-1.6597292650313484,-0.1287648790834791,7.223718325288595
24,0.0,0.0,-2.2219740156613486,1.889092467268826,0.886650921471273
25,1.0,1.0,-1.627008632218837,-2.075531259990255,-0.6690496341326952
26,0.0,1.0,-0.8848908098017451,-0.09751095014240169,6.4271630567184435
27,1.0,1.0,-3.0230707045119014,0.8849088861533446,1.1807955075341146
28,1.0,1.0,-2.950546610351104,-0.4564570741012485,0.630764612119442
29,1.0,1.0,-3.8013162673241965,-0.5440752375350549,2.7462112635665585
30,1.0,1.0,-2.0466860702530276,0.5371371167499205,1.628077923365587
31,1.0,0.0,-2.6217174896337863,-0.8012547794281647,3.8242886144390713
32,1.0,0.0,-1.7477563257308135,-1.2253421348465037,4.5850115726027685
33,0.0,0.0,-2.33885653552492,0.27252766418342095,8.31426170742156
34,1.0,0.0,-1.5758398176477848,0.11388060868732941,1.7680597675992475
35,1.0,1.0,-0.7111071467496881,-0.4378733384377069,1.5450124878314926
36,1.0,0.0,-1.408283037395041,-0.9297672263186901,2.581676810125005
37,0.0,1.0,-1.3648145960693747,0.39048854495005714,7.583033028875951
38,0.0,0.0,-0.3300331305196782,-0.2652480349743506,4.0365871352763705
39,1.0,0.0,-2.785692357568805,-0.3051545878123615,2.2012453386368365
40,1.0,1.0,-2.116144043447236,-0.08825475377766911,4.743559148973089
41,0.0,0.0,-0.47114444728228055,0.05739485578558268,4.466242887184039
42,1.0,1.0,-1.9114037506085446,-1.125119666321166,-1.3131589836382602
43,0.0,1.0,-0.8935491089406576,0.061562465048538156,4.160514729646076
44,1.0,0.0,-0.8779709349138037,0.3655320417984395,0.07016131044098728
45,1.0,0.0,-2.2373943507632013,-0.5064328748306128,1.3356383290991154
46,0.0,0.0,-2.513039637963834,0.6189641334013597,7.96523112546821
47,1.0,0.0,-0.6722309646530229,1.386240517047102,-0.9265738788485083
48,1.0,1.0,-1.95315939246208,-0.2339379495906524,1.4339965266990542
49,1.0,0.0,-0.8702458787059489,-0.1654866418031891,2.7460578327034346
50,1.0,1.0,-1.9378578740087793,0.07450746544822184,2.2568456261509415
51,1.0,0.0,-0.7982520203319899,0.5132875334854947,-0.5134137926935658
52,0.0,0.0,-2.417339997110271,0.8574335803985369,7.44330593775831
53,0.0,1.0,-2.5697380711691777,1.4643162098437132,10.726149776113925
54,1.0,1.0,-0.31045392579462683,-0.8608110893138011,0.6598528545437878
55,0.0,1.0,-3.2144867662931045,2.1721949085405585,12.74808238519959
56,0.0,0.0,-2.360619340710163,-0.2852935269426842,10.100721267193457
57,0.0,0.0,-1.0810920968586242,-0.1815342111563673,7.054691045888929
58,1.0,0.0,-3.002397850739607,-1.619520929035565,7.1321300863102115
59,1.0,1.0,-0.3224266352110363,-1.9910262016612033,-1.4777589424647668
60,1.0,0.0,-2.2563127712931896,-0.6300847364223559,4.244573065152905
61,0.0,1.0,-2.2518817129102455,0.6104267043984957,9.389020425402975
62,0.0,0.0,-1.1057390431769,-0.7703027097769521,8.32910193770186
63,0.0,1.0,-1.85307888972723,1.5077089389428617,8.821022141898576
64,1.0,0.0,-1.586633470986197,-0.931009256561687,3.741837701366653
65,0.0,1.0,-1.3237552695400263,0.08951560118364094,6.351232161686097
66,1.0,1.0,-1.0600273456586904,-0.19853157009048286,-0.40007613651307805
67,1.0,1.0,-1.8057074873443468,0.44221237659062596,1.4175442495450712
68,0.0,0.0,-3.071152095189383,0.6411514367784666,8.78570668539199
69,1.0,1.0,-1.751618370641289,-1.6982243689101453,0.10198637934186872
70,0.0,0.0,-2.1753988550863075,0.8523099347065638,7.611108312404933
71,0.0,0.0,-1.9542756844643783,1.8037645055575438,3.846222783144429
72,1.0,0.0,-1.7471931507808305,-0.5746833608959458,5.790814138884743
73,1.0,0.0,-0.6843635355667745,-0.7201619998209023,5.371707055538412
74,0.0,0.0,-1.3355060464031414,0.6473748191769235,6.7263282759231835
75,0.0,0.0,-2.1916807251511434,1.2073307857158524,4.16932582883287
76,1.0,0.0,-0.6846317929795056,-0.5862587532104352,2.2155641483911865
77,1.0,0.0,-1.100543291727574,0.44113260227214485,0.43727045449737967
78,1.0,1.0,-1.621266526780873,-1.7553025597343948,2.0542785780463517
79,0.0,0.0,-2.3939935885501593,0.8420201362440559,6.142945980834869
80,0.0,1.0,-0.8928980860543881,0.49600816359587196,6.285091029813852
81,1.0,0.0,-1.323829293167124,-0.5565313520091717,1.1158744794979807
82,1.0,1.0,-0.8426557695196291,-0.8856269425896676,-0.7811762828960367
83,0.0,1.0,-1.4295927545887621,1.1775746870306296,10.320118334386109
84,0.0,1.0,-2.4216139651545077,-0.25820361498538624,7.508670301502849
85,1.0,1.0,-1.7653534368681985,-0.1406799146547954,1.5206865838660553
86,0.0,0.0,-3.0175749223732087,0.5243445928371795,8.036090844437657
87,0.0,0.0,-1.6943608248112,0.08911033217893588,8.657134061273792
88,1.0,1.0,-0.6551283305999309,-0.10444474703122064,2.0635481031594365
89,1.0,0.0,-1.9482242356480608,-0.8114086591113696,3.229798224869268
90,1.0,0.0,-1.6629118920727235,-0.9703182497151446,2.552738294256559
91,0.0,1.0,-2.0738311698477534,0.7069595989525336,7.873375045138731
92,0.0,0.0,-1.0336514669359933,0.24747126491061014,8.261107299499148
93,0.0,1.0,-1.4286930563497755,0.6273626077926785,5.161668833882263
94,1.0,1.0,-3.308269839964339,-1.0798953193013476,1.5881693771990926
95,1.0,0.0,-1.5748269435188145,-1.0347743883402223,3.4318535475424228
96,1.0,0.0,-0.02776699867654675,0.44651666184918803,3.7259765593363943
97,1.0,0.0,-4.628094840365877,-1.713168185813752,5.009485974676037
98,0.0,0.0,-1.5538613447494027,0.23315540770179516,6.304550439694159
99,0.0,0.0,-0.8335946481853076,0.37549415749633697,1.7740441527365434
100,1.0,1.0,-1.633859812483017,-0.3176461713957384,2.332578417144751
101,1.0,0.0,-0.26221288336294224,-0.23864966870904952,3.8299910973509084
102,1.0,1.0,-1.769133484655534,-0.45329869334666256,-0.6233472070314436
103,1.0,1.0,-1.1691551172001873,-1.7319051447190779,4.8540499261647
104,1.0,0.0,-3.2855716990444783,-1.5628141269005689,4.008144369149071
105,0.0,0.0,-1.7161440821781935,1.146310798875668,1.6347256535920174
106,1.0,0.0,-1.1914410957802022,-1.6621770127025708,5.620471278570246
107,0.0,1.0,-1.7458662346679203,0.9208181891254981,5.569622175569411
108,0.0,0.0,-1.0852667642357348,-0.16992754750948202,7.7146331102831045
109,1.0,0.0,-2.1480120629373953,-1.249681670944114,5.219061612676915
110,0.0,0.0,-1.0368127735239978,-0.5152815806426949,6.774434896004113
111,0.0,1.0,-2.0049370408917806,0.3510460104036091,7.842470737694747
112,0.0,0.0,-1.3535550618470125,-0.7507107941398004,9.616096824859643
113,1.0,0.0,-2.181229989529543,-0.14459927132856454,4.778863256486051
114,0.0,0.0,-2.761093729013357,1.2154787185963873,7.276653913720912
115,0.0,1.0,-2.73143969921653,0.5136638096171073,10.77886936868556
116,0.0,0.0,-3.6570778799509833,1.0485656513013037,10.801703759253616
117,1.0,0.0,-1.893643023433834,0.08641359987673825,1.7492687037935184
118,1.0,0.0,-1.8817661188587145,-0.5762708491954491,4.8058835265506685
119,0.0,0.0,-1.093146006038013,0.10805851381374335,4.012116464050244
120,0.0,1.0,-0.9014114701177492,-0.34008196345005337,3.7514383074069277
121,0.0,0.0,-3.094934503183826,0.42729295166887604,12.111270071051436
122,0.0,0.0,-0.4009305316193439,-0.1622487893521817,1.3941919233627091
123,0.0,1.0,-0.9815103060622419,0.10497479119105915,2.673020883622108
124,0.0,0.0,-1.5704803927617104,0.1326412767398057,5.510019215272878
125,0.0,1.0,-1.5077594185406507,0.2877569726666932,4.5665430490665795
126,0.0,0.0,-2.1638263775725006,0.2679210466753957,10.565287971728916
127,0.0,0.0,-0.47113554587164663,0.5452663808799303,5.0591272131185665
128,1.0,1.0,-1.729192518976842,0.7211562610762526,3.8196857021440804
129,0.0,1.0,-3.276564250926643,1.736148223638832,11.188912839303274
130,0.0,0.0,-1.693445060183471,1.3320688910336098,4.271022204727147
131,0.0,0.0,1.2800241545201816,-0.5762795396348404,2.067232296445517
132,1.0,1.0,-1.3697522492694167,0.1764212229078458,2.3743162922891363
133,0.0,0.0,-0.7602111340372932,-0.11206224788192343,7.983807335319661
134,1.0,1.0,-2.1838674023212454,0.12893016012695657,2.344002660698513
135,0.0,0.0,-1.151829598689436,0.8309436209976153,2.9618932756368217
136,1.0,0.0,-1.7917557706075111,-0.37592305038092866,2.0293886067252904
137,0.0,0.0,-1.246093598827457,2.1036588709253445,-4.199935237253001
138,0.0,0.0,-2.9232897995960023,0.8133901866094465,9.100336303638283
139,0.0,0.0,-2.2218849732119184,0.44676293827253605,7.3934019240048965
140,1.0,0.0,0.4050105932900485,1.0945914445360012,-0.3876185078372303
141,1.0,0.0,-2.0841593541519257,-2.0520233902723533,6.038258345393075
142,1.0,0.0,-3.0232754505620574,-1.385709534914111,5.080971204411499
143,1.0,0.0,-1.7353689744232659,-0.9068002294648958,5.365240019922705
144,0.0,1.0,-1.5116415558009175,0.4653986329747966,7.660882444390407
145,1.0,0.0,-2.8035004065086486,-0.5654499184847652,1.992519812187542
