,political_rallies_attendance-0,political_rallies_attendance-1,campaign_donations-0,campaign_donations-1,legislation_passed
0,1.0,0.0,-3.009353084222619,-2.6593403333117296,-8.933752787841172
1,1.0,1.0,-1.5610863346331665,0.7248812738999042,12.153583806975034
2,1.0,0.0,-1.4892908674635825,-2.844459878804608,-3.758269768062367
3,0.0,0.0,-0.999242654628933,0.3733477402589225,4.776802345310945
4,0.0,1.0,-3.201296430345491,0.5305700419069654,2.637632618577566
5,1.0,1.0,-2.084874813745859,-0.3784803121308822,2.0242495922109227
6,0.0,0.0,-3.3072351311608714,3.078053598758664,5.3055336594393285
7,1.0,0.0,-4.344195200213759,-4.023135992317809,-16.039629365123282
8,1.0,1.0,-2.0426309444147086,-0.43079624567874575,4.774184161865381
9,0.0,1.0,-1.285978910533219,1.4189633846963456,10.083958686767737
10,0.0,1.0,-4.304403312972466,4.010712120579404,14.09019257975784
11,1.0,0.0,-1.7921441651272492,-1.3082976451332133,-0.8073005769820165
12,0.0,0.0,-5.257397745636446,4.377754082216105,3.6774130789710746
13,1.0,1.0,-2.27543109479579,-2.580031289588171,-4.422669948231544
14,1.0,1.0,-2.6241670488198547,-3.307613628515657,-8.560935140951631
15,0.0,1.0,-3.0012185717295545,3.468655439192274,13.569181528240044
16,1.0,1.0,-2.504237985165879,-2.290015521494127,-5.864942296141235
17,1.0,1.0,-4.116205796196224,-3.0714068666848817,-13.676794789720033
18,0.0,1.0,-4.13696492118221,3.986710552036673,13.177687449220423
19,0.0,1.0,-0.5042906673972598,0.9813979052706228,9.648258166608327
20,1.0,0.0,-3.1383126395806755,-1.8134737491371105,-8.93444233374542
21,0.0,0.0,-1.3707296758243894,0.4328835793661273,1.391979537833138
22,1.0,1.0,-1.0601277432089333,-0.5072110323914023,8.651529610282468
23,1.0,1.0,-4.847172269112072,-3.3395867685668366,-17.497474164705018
24,1.0,0.0,-2.009309510920339,-1.836424294189775,-2.9304300327602166
25,1.0,1.0,-2.455190004393889,-2.955123189783122,-6.910152413146433
26,1.0,1.0,-2.2963260911188312,-3.0307935661845056,-5.39651879676004
27,1.0,1.0,-1.9173091457724367,-1.119399019240701,-0.4010560363594782
28,1.0,0.0,-0.8998723739800081,-0.9218612749793771,1.2573193185651466
29,1.0,1.0,-3.251303506605827,-3.124075611120955,-11.042234373535933
30,1.0,1.0,-2.127892188005113,-1.2397440362100143,0.9005500307165271
31,1.0,1.0,-3.9480040927049687,-2.663831385949676,-14.28547742094893
32,0.0,1.0,-2.2988767277073694,2.3547172694855236,12.591661864231568
33,1.0,0.0,-3.8732786675087256,-4.6975660085156665,-20.36341985800192
34,1.0,0.0,-1.7363334634008678,-1.7935102722597873,-4.0809191661055895
35,1.0,0.0,-1.312506455841117,-0.6571687478055002,1.8547267376145407
36,0.0,1.0,-2.854954747653382,2.232976269329384,7.411012441005035
37,1.0,0.0,-5.144735101836238,-4.054758668489074,-25.274919361310978
38,1.0,0.0,-3.8010933872271595,-3.667286856884144,-12.568382694314572
39,1.0,0.0,-4.134105809533584,-4.742171559787126,-18.509659806134287
40,1.0,0.0,-3.8720794204315037,-2.541730009037978,-13.23034503757619
41,1.0,1.0,-1.7414364779051117,-0.9987877436991076,-0.38190124299109063
42,0.0,0.0,-3.0596591571470815,1.9371492994959019,2.544279584651541
43,0.0,0.0,-1.9144727392798921,1.392251166661952,4.104183300668112
44,1.0,0.0,-4.11674509726085,-3.7728574339334946,-15.401924437940572
45,1.0,1.0,-3.5289260100068756,-3.1181867859316013,-8.055677972465318
46,1.0,1.0,-2.440437034469366,-1.5258425795408195,-2.8317450805761406
47,0.0,0.0,-4.552540135738624,2.453615437715875,-0.5453074245402387
48,1.0,1.0,-2.7438149258221296,-2.284560130817461,-6.058885823347546
49,0.0,1.0,-2.0469645121770164,1.0539531624285314,9.595137657685624
50,0.0,0.0,-3.7564379663266134,2.695664381874768,4.672362464707382
51,0.0,0.0,-2.6227548118441666,1.5847452932989112,1.8934713175328008
52,0.0,0.0,-3.6349442491960873,3.3409022000830224,5.098007142730744
53,1.0,1.0,-2.401455667787204,-1.9261372210423018,-4.787728448342394
54,1.0,0.0,-1.0606784553865938,-2.0124144006242446,-1.0067412783270981
55,0.0,0.0,-1.5779671622827398,2.2146263033052445,6.016057397710966
56,0.0,0.0,-1.9997417136030426,2.4075297229081856,8.365189887702662
57,0.0,0.0,-2.294087424079599,2.5888610777479424,5.9265939979504605
58,1.0,0.0,-2.608892352474945,-2.1368712714675606,-6.720048967573428
59,0.0,1.0,-1.086003628994358,0.5606599533100667,7.800357049831581
60,0.0,0.0,-2.1969850818114276,1.705900599900804,2.997140977703104
61,0.0,1.0,-1.7460501743659487,0.7946701477816522,5.770449036256695
62,0.0,0.0,-1.098140075501421,0.5346809421255655,4.382933140893439
63,0.0,0.0,-2.638628624252081,2.6565418343574816,5.656006541343988
64,1.0,1.0,-0.546006540535223,0.0033518006357182717,14.34669057201273
