,voter_turnout,var_1,laws_enacted,campaign_donations
0,0.0,2.0889763214635075,-4.910845331597665,17.312519073910885
1,0.0,1.4554939001801876,-5.34773935835424,18.75126067060044
2,1.0,2.505406785005599,-4.795878497781144,9.23053234698356
3,0.0,2.1659528111589292,-3.746906073643207,9.080196978723505
4,0.0,0.7053989898995395,-6.415179350409368,26.033671363954056
5,1.0,-0.570609675879981,-4.377174788736656,20.341434211085282
6,0.0,2.3263389066584326,-5.297877175914547,15.263486529122508
7,0.0,1.808444107112308,-3.5326760636092702,10.709421912576582
8,0.0,1.5855152896845477,-4.997423909258615,17.416595295228312
9,1.0,0.36056934393315654,-4.651672599601188,15.043877849320303
10,1.0,0.506565275215462,-3.753237099749203,13.184777784372729
11,0.0,2.6950833249169523,-6.189591932658062,18.33708869084948
12,0.0,2.4440181660060145,-6.030007700475718,20.067493631377577
13,1.0,0.771263344706318,-5.280499233606785,17.784346831533448
14,0.0,2.412824262468944,-4.813398384429512,15.197562688626904
15,0.0,1.7723830020229576,-4.454302186614501,14.045041954332932
16,0.0,1.4988128516876946,-6.716067290149269,26.601889124651905
17,1.0,-0.4689308613827574,-5.026656216184081,18.895041490457874
18,0.0,3.4227263287429297,-5.742333897236629,14.57357113211101
19,1.0,0.727853366357784,-3.8984287515484994,11.016211957904035
20,1.0,0.3889339412168029,-2.4653398032388485,5.468481973726555
21,0.0,2.107935653615888,-4.520383721074397,12.235522128767153
22,0.0,3.2125921902235346,-4.257028163527025,8.672616025030793
23,0.0,1.2347633645521063,-2.9968985447774816,9.510697251655724
24,1.0,0.09837065789365629,-4.315992009501542,14.344331348687508
25,0.0,3.1061988588804006,-5.001906799685968,13.51266804439044
26,0.0,2.4142366494794616,-5.144459155828004,16.479232411121174
27,0.0,3.03641378809161,-5.995678775137687,18.137163535381077
28,0.0,1.7656347980081635,-6.197883896040954,21.123081716222963
29,0.0,1.7220566654050868,-5.572581829506163,20.6631207528995
30,1.0,0.4215386317281564,-4.565185635314718,15.714673264587072
31,0.0,2.825187940571529,-5.515525387960032,15.739986022875058
32,0.0,1.390326781028378,-4.5833821503423655,17.268756065242872
33,1.0,1.139262283577788,-4.177199331733431,12.428567078076297
34,0.0,2.206058226946398,-4.88260001850291,18.05454859128198
35,0.0,2.9354933849313625,-5.2191087026459115,13.194960911800674
36,0.0,0.33230912281196767,-3.391275427628586,15.524455491917186
37,0.0,2.7873979227904258,-6.691095689945771,20.326361063309147
38,0.0,0.7083290939976259,-4.27624061218366,17.248389648292747
39,1.0,2.4654465368599694,-4.925724413439418,11.774381035110567
40,0.0,2.395967157447954,-3.2732250763827406,5.637082759189006
41,0.0,1.4151996347517213,-4.799817917364345,13.861910211443586
42,0.0,2.145600587082348,-6.35194163565167,20.00291782871657
43,1.0,0.7736302365786412,-5.556741665800494,18.83424653605858
44,0.0,1.3730051479968106,-4.789007637951927,16.24795960625317
45,1.0,0.8910003878568452,-5.9239602854437,19.681753796583237
46,1.0,-0.9461643132755597,-5.4475479412992565,23.146605186612494
47,1.0,1.515410887686167,-3.9574268678228712,7.842060187431636
48,0.0,2.8878798599571818,-5.441994405142442,16.771067408443255
49,0.0,2.189484233136718,-5.6173621334387445,18.917845930194435
50,0.0,4.078888027652859,-5.185373492956372,12.669358411161912
51,0.0,2.5800578430093233,-4.163057181969004,10.74528064134988
52,1.0,0.7693750001810771,-4.861740529149922,17.181609781136235
53,0.0,2.139138629560477,-4.894754342292636,15.479957442114738
54,0.0,1.4137722689591623,-4.05030540678942,12.092910584928246
55,0.0,2.439428138503281,-6.392010193186779,20.269917913957173
56,0.0,2.3082318136980007,-3.789029336797265,12.498769582755815
57,0.0,3.337477346866637,-4.677797890636217,11.100545983832054
58,0.0,1.4027914129154515,-4.881845847116222,17.428541796059545
59,1.0,0.19032645477864252,-6.8305181503382375,27.281564600481158
60,0.0,1.9491533586998067,-4.67260915984802,15.782605452616027
61,0.0,0.9258422308336484,-5.382960687984222,21.029035688315822
62,0.0,1.7875079715729585,-4.99606399558634,16.060062884821726
63,0.0,0.7196133528772432,-3.2812590032203746,13.048245771737218
64,0.0,1.2426947915880577,-4.433264691063336,17.782847884988314
65,1.0,-0.9659663593047698,-5.3214252254005725,22.988975130928026
66,0.0,2.1294545756915824,-4.879720245802126,14.455306614562572
67,0.0,1.3200836689223536,-6.424629785103775,23.83757359816082
68,1.0,-0.06165110050953082,-5.9776764405908756,23.177269287745894
69,0.0,1.8277350099725964,-4.288929278737188,11.768838872599456
70,0.0,0.8209587712604665,-5.451902633574256,23.383742658710016
71,1.0,1.1166036398069166,-3.7091285828426797,7.979083985005365
72,0.0,2.1473318115721733,-4.501475076413464,12.97061068890372
73,0.0,0.7183728025745817,-3.802646186704687,14.462302873549138
74,1.0,-1.5092933126214807,-4.897379521783775,21.660727817553173
75,0.0,0.6517581327487952,-4.482114484517053,18.775440270630575
76,1.0,-0.5171506356365807,-4.54334515112046,20.369974260715207
77,0.0,3.5972502004078537,-1.420872263602765,-5.4413548738323145
78,0.0,2.181653389928689,-5.407987514630574,16.53309348077303
79,0.0,4.226120379609517,-4.775355128040298,7.71658315643954
80,0.0,0.7739111058255352,-6.345311601656119,24.983675513411406
81,0.0,2.1389801046606527,-6.773027015900404,22.967526155494692
82,0.0,1.059438255240552,-6.908864483783841,24.7502835843504
83,0.0,1.9467464702850117,-2.3064749585296207,3.2230994046233463
84,0.0,1.928706670307454,-4.883828441788549,16.05845890654161
85,0.0,3.1749524972495813,-5.40757789548435,13.62143596497215
86,0.0,2.2695272927693915,-4.5968016489241865,13.896964060904457
87,0.0,1.1856928617927873,-5.51061441139429,19.472534314575668
88,0.0,2.245468864082983,-4.77033355079549,16.749914413658203
89,1.0,0.16760347395117825,-2.1495114588775257,5.998670837812401
90,0.0,1.4781492896654798,-4.370958246682207,15.72770126426485
91,0.0,1.7983189353784166,-4.815689554007369,14.061015240477044
92,0.0,1.2076850038870546,-4.691257469156725,16.514165051747117
93,0.0,3.704287300549241,-3.8511852228585983,5.612582855753192
94,0.0,-0.42430385231509327,-3.661646419133632,18.023661433688332
95,1.0,0.5025425880680123,-4.375596218017667,12.741583538889866
96,1.0,0.2574384888649244,-4.316323127021545,14.485859132325071
97,0.0,3.04999235372592,-5.2195367092558245,11.644744567646404
98,1.0,0.7803050373660672,-5.242991452941254,16.009714464283405
99,0.0,1.2062685441237337,-3.9384533120303042,12.844611631564604
100,0.0,2.694116161772043,-5.222142074435366,14.640689877719794
101,1.0,0.46145534891544515,-7.0365230302407,26.865660199585612
102,0.0,1.7385256805149911,-4.08732961996039,15.157234805636836
103,0.0,2.1685991311757613,-6.190444327046797,19.14072840107073
104,0.0,0.6685393461815572,-5.13232882271026,20.20041644249162
105,1.0,-0.1348355089433111,-4.396966014122031,16.666104664099322
106,1.0,-0.3354225300002436,-4.573475563299347,15.684974253130221
107,1.0,1.6042629410973648,-4.966980869637558,13.5899574502714
108,1.0,1.6670494301332224,-5.053777317245404,14.140012808908926
109,0.0,1.939344768836528,-3.8860019834813633,9.814625215659724
110,1.0,-0.8337247641332408,-5.208096052262218,21.844812526767846
111,1.0,-0.9045426132244869,-4.418114255065354,19.03134686308599
112,1.0,0.5945016868043995,-4.055647455563489,12.100224538612181
113,1.0,1.0954090798739968,-4.801799760457287,14.72178747667606
114,1.0,-0.4214962965990885,-4.37957833145531,16.193261299551196
115,1.0,1.2955717639382565,-6.097240126448248,19.445140903925452
116,0.0,2.9166766111980076,-4.2208989987581775,8.459937313658928
117,0.0,2.6805316248076405,-4.422679806854471,10.90576127361597
118,0.0,1.4715027234324907,-6.34492756291902,23.66069720801152
119,0.0,0.5370050242139112,-3.405913155008834,14.108980410472274
120,0.0,1.106259127585707,-4.226291004512131,14.950099479160434
121,1.0,1.98541606693952,-5.3254690274887695,14.510209855737813
122,0.0,2.2528099369774184,-5.38120224598744,17.31306194109025
123,1.0,-1.2280282015348858,-6.551679102657,29.692818573015227
124,0.0,-0.005317847396126396,-3.1333724071652407,12.0900800030645
125,1.0,0.8982177231355186,-6.870502995638973,22.48891513414256
126,0.0,1.3017549054160509,-6.003865578090631,22.133579641941008
127,0.0,1.2481890549344954,-3.396912312408594,11.43759118530318
128,1.0,0.9197821467575672,-5.645254484780032,19.18776078671622
129,0.0,1.2274101068189873,-4.6268390746913255,15.779385385994313
130,0.0,2.250193508896254,-6.574107016192657,22.334321034396943
131,0.0,1.837839924667687,-3.9724477555224094,13.662335862767605
132,1.0,0.7784665773236628,-3.9791543133142597,11.354048285559676
133,1.0,-0.46226918419159735,-6.268475181920313,24.748813975466547
134,0.0,1.6738695055066395,-3.6968371953767347,11.754216846676998
135,1.0,0.4801517318526629,-4.493644374442648,13.230441518361152
136,1.0,0.665156312554943,-6.393174663600192,23.755963729435567
137,0.0,1.0819059686629642,-4.092652570425748,14.139026466276123
138,0.0,1.3494740733548118,-4.426913632822738,15.099642539317042
139,1.0,0.07345081808396103,-5.844859489953067,21.521837578662293
140,0.0,0.8773910790589838,-3.6546209428670666,13.813612893136654
141,0.0,2.439747920883824,-5.517626656212986,17.075789377649933
142,1.0,0.6906560305879671,-4.497110861766775,14.519516839762927
143,1.0,-0.10633401546399934,-5.682449355767519,20.535182874752195
144,0.0,1.3675315502747674,-3.967747528344268,13.448911309993138
145,0.0,0.6753279297197704,-3.30902122498241,11.726601224581472
146,0.0,2.647670878303077,-4.2582265754890924,10.914565995557751
147,1.0,1.2475628293602403,-5.770011322009164,16.808317783133546
148,0.0,0.5726386250405922,-1.4339055194440524,4.883011521926352
149,0.0,2.169498107086524,-6.165444729091571,16.943115285467456
150,1.0,0.6761756222861299,-5.0110836477579,17.21482517263651
151,0.0,2.298296253619015,-3.4708186951075257,8.69436752177286
152,0.0,2.2145650552773,-5.6437135426922875,16.087622977437647
153,0.0,1.132995310932905,-4.792173355848395,18.528120589289408
154,0.0,2.3848063349084683,-6.371167104504269,21.17233013770976
155,0.0,0.9649580070747033,-3.7175016796085916,14.725755581874294
156,0.0,0.14956809813837424,-5.957904686934489,25.050365268152056
157,1.0,0.2997785654265872,-4.753624588982083,17.531554962577772
158,0.0,3.0408451641781507,-3.6385301511108574,9.040551922037155
159,1.0,1.5603312573849009,-4.972318594216163,13.674299435054344
160,0.0,2.436888461841344,-5.039496937852805,12.593777170370133
161,1.0,2.2867217143632557,-6.245336557123098,16.298172120938105
162,0.0,0.9580379770666029,-6.671184665496811,28.4428471314981
163,0.0,2.64390623977458,-5.757986021220616,17.272518994025003
164,0.0,1.9933505437587848,-3.4419252575612598,7.85452824384119
165,0.0,3.216290208391581,-4.430874467835447,8.461304672333704
166,1.0,1.7244128954957902,-4.851006552965267,12.682621890807178
167,0.0,3.1741526418987975,-3.783399053504371,9.264628961896623
168,1.0,0.1259906556024475,-5.747818763161913,21.24278200092509
169,1.0,-0.18365431682261968,-2.9947068386005906,10.080868474634347
170,0.0,1.914757330325507,-4.358537986778562,10.914156640081554
171,0.0,0.8189341395982266,-4.6236149050826345,17.77375496159035
172,1.0,-0.3637345477124996,-3.5987900541057947,12.71288893173544
173,0.0,2.0025628456812914,-4.994764645359788,14.558338675162283
174,0.0,1.7394907096750938,-5.890692705897342,21.904475359469608
175,0.0,3.6433095707735985,-3.845891732948702,5.452223453246159
176,0.0,1.5971245878286788,-3.151861357295892,9.503996267021554
177,0.0,2.672847481587888,-5.215455221001406,14.83627192453649
178,0.0,2.9062553202616987,-2.7179273668933694,3.637959435908452
179,0.0,2.3226180494881072,-5.074376634104432,14.819992466304667
180,0.0,3.1380797512722127,-5.42680158514792,15.360138211843688
181,0.0,1.2475543947308279,-4.253072058782371,14.376659643129118
