,political_rallies_attendance-0,political_rallies_attendance-1,campaign_donations-0,campaign_donations-1,legislation_passed
0,0.0,0.0,-3.810700238498791,1.1384465827971872,-11.682637183533277
1,1.0,0.0,-3.4067194386888957,-0.17214774550274226,-27.181169021463845
2,0.0,0.0,-3.3425767835800566,1.3610390056026611,-11.655361618769025
3,0.0,0.0,-1.9988965609823153,1.1824222773514932,-4.339209540125947
4,1.0,0.0,-4.2346787787096485,-0.6108142975228141,-34.598808835799936
5,1.0,0.0,-3.635663531810208,-1.7228522814437945,-33.890058172576076
6,0.0,0.0,-3.9457286454234994,-0.6229676005867255,-17.825901265410977
7,0.0,0.0,-2.7010300215200407,-0.30737770640871553,-15.642503473908452
8,0.0,0.0,-2.6444518665585868,0.6088112874767526,-11.21093413086575
9,0.0,1.0,-4.4810433357171355,1.7883744304366234,-14.39102323002001
10,0.0,0.0,-3.4498621307115114,2.7444989120935745,-5.372321737853413
11,0.0,1.0,-2.708776926694994,0.9246085182223077,-14.6003253526312
12,0.0,0.0,-2.7230529945406787,1.882902595219169,-6.135027408083468
13,0.0,0.0,-4.971385800877513,2.9802869451118044,-12.78945799799681
14,1.0,0.0,-2.159744036346324,-1.1172321259959543,-22.07393480852872
15,0.0,1.0,-3.8797556913995916,0.9803403716746454,-13.597515785757016
16,1.0,1.0,-4.639363531242902,-0.611990339690881,-38.81979995463
17,1.0,1.0,-2.849540442836337,-1.3837090872474271,-35.11881086163817
18,0.0,0.0,-4.709416534238768,1.6543988518036497,-13.780160808358179
19,1.0,1.0,-3.2165114687857828,-2.9226821061463704,-43.3569908227181
20,1.0,0.0,-2.3884102551951027,-1.1100713975228353,-22.82091810320699
21,0.0,0.0,-1.9135162860258466,-0.24886530134229823,-8.32264192398003
22,1.0,1.0,-4.500858023649123,-1.9250347158736036,-49.335937032444974
23,0.0,0.0,-1.3461973652145294,1.0420447365138088,-3.0341115097656686
24,0.0,1.0,-4.593852485114698,1.539713299709577,-13.637316924844914
25,1.0,1.0,-2.2359589498152745,-0.9780686501896136,-29.595218602052594
26,1.0,1.0,-1.8438205768113975,-1.034767644738158,-28.708190417790348
27,1.0,0.0,-3.7165275313769066,-1.1302349538744094,-33.18857715342393
28,0.0,1.0,-3.8139982023535097,0.6222184426192742,-17.361120439659345
29,1.0,1.0,-2.89735482166697,-1.3260849821341043,-35.20368079361759
30,1.0,0.0,-3.9832714288322815,-0.6758712984267513,-31.747888775436873
31,0.0,1.0,-3.671332636063274,1.3286875296996448,-11.588129227584904
32,0.0,1.0,-3.2553877009986296,1.139656486681371,-13.106491757930305
33,1.0,0.0,-5.034898722986659,-2.0596292764286894,-40.96703874804856
