,political_rallies_attendance,participation_rate,campaign_donations,var_3
0,0.0,-0.7068464609723668,0.9471341304281425,-0.9192865947674329
1,1.0,2.526108437155936,0.574433212460087,-3.404954305074289
2,0.0,-0.7499060017093861,1.139659553845562,-0.5010453814843463
3,0.0,-0.24152353261649373,1.066814341115977,-0.0033604921438026777
4,1.0,2.6987678267726225,0.47747889288641066,-4.103535541103763
5,0.0,0.2694030304260525,0.5304889170680345,-0.7439049104770605
6,0.0,-1.7929583979258754,2.4653806035229806,-0.16601767385323052
7,1.0,2.129702633755843,1.1033545988453466,-4.209481848613949
8,0.0,-0.9249191601597608,0.2732156400800996,0.6815039853525292
9,1.0,1.3325044077919868,2.9887050710649854,-3.9091794600269267
10,0.0,1.207051302815238,-0.8939277826516063,-0.10696340764852802
11,1.0,2.2866059127035516,-1.6419643257168381,-3.3398280445317328
12,1.0,2.9255854249536366,1.6778728782564634,-3.513674570759406
13,0.0,0.2681563354956208,0.6822463905354037,-1.8288364678411464
14,0.0,-0.5202740746669031,1.0025275490286873,-0.6416712847887647
15,0.0,-0.08792190827294188,0.8598921599423501,-1.0797467210149696
16,0.0,-0.07395578304476547,1.8318550399764555,-0.5950628499610198
17,1.0,3.782730836579681,-0.8570034031186982,-4.560285283898549
18,1.0,1.5123508741364309,2.7162116946820314,-4.929378766804712
19,1.0,3.359841525436828,-0.19045062682282277,-4.196678833154172
20,0.0,-2.950937613879706,4.774168989329924,0.581307398188684
21,1.0,2.1119357925138793,1.2833910057283573,-4.365212585270575
22,0.0,-0.5762120086328405,0.9811963666627954,0.5477915603400978
23,1.0,2.2011687922020955,0.00041389685449488844,-4.062849950921293
24,0.0,-0.6863511065235395,1.194369467071933,0.6720014423534216
25,0.0,-1.2810831327767542,2.0925713460617787,-0.986498107288024
26,0.0,-0.4510550948586799,1.4641374087101198,0.22310433360955134
27,0.0,-0.4801095122010655,1.0064205724559032,0.6141144206110755
28,0.0,-0.1472122851657025,2.352833040043239,-0.32096302075583943
29,1.0,2.0311247492842504,1.051753310380867,-4.48866641303135
30,1.0,0.10412967363403658,4.1015906412251555,-2.1771353362104877
31,0.0,-0.8147325828727057,0.8237612208980633,1.0249239771409506
32,1.0,1.6523905497240354,1.960142749079882,-4.2760482062459495
33,0.0,0.05157829059036606,0.5154527255637062,0.48941958448536266
34,0.0,0.20742960915758146,0.8090870603026181,0.09649062433448147
35,0.0,-0.2985065297652415,1.0540452148599346,-0.5621559336280408
36,1.0,0.4968454795866972,1.3950107893465393,-4.084561654489079
37,1.0,3.045167284434564,-1.0511543154996241,-5.233349699024513
38,1.0,2.139751134198955,-0.21919354461724105,-4.944710430770567
39,1.0,2.2539139849457497,2.3586996331526207,-3.3817972972976924
40,0.0,-0.5133348588011173,1.1445591201662324,0.4175279582454194
41,1.0,1.6409197164638245,1.2921782070754508,-4.370448984865268
42,1.0,1.0292296044685325,1.3691042460021232,-3.7891247423464627
43,1.0,0.024185009842052962,3.15809290558514,-4.565647101148676
44,0.0,0.26524558715882596,-0.3413717709075954,0.11653069763994642
45,1.0,0.691163225719952,2.6782339409547165,-3.5591547611048235
46,1.0,2.3518463151640105,0.7336524550425647,-4.348734879977651
47,0.0,-1.2192516375767455,1.7747133646732594,-1.0523050634235114
48,0.0,-1.5638476331870061,2.28797434666751,-0.12192375321873133
49,0.0,-1.0670533489841492,1.8722045053387086,-0.3115557958010361
50,1.0,1.5536040008825887,1.7534440543979475,-3.8259405845500565
51,0.0,-0.4077953569756367,1.5176833725371024,0.08412748374250692
52,0.0,-0.18700806555281224,1.1600180096505457,-1.6082600219094125
53,0.0,-0.8801658952112158,0.9617863346550752,0.5307520833547852
54,1.0,1.9777965586189368,0.8685723236561167,-4.167209421463715
55,0.0,0.1447507750608944,1.0116296708735244,-0.30761378301000086
56,0.0,-0.3767587780271173,1.7855786047230486,-1.0967650061661818
57,1.0,0.6925170965614338,3.2274331519420274,-4.0504052013493395
58,0.0,-1.7963838280587878,3.2747946636323557,-0.012327491291250603
59,0.0,-1.3652510754122582,3.286810377211678,-0.40790374056174483
60,0.0,-0.0856931235070997,-0.4697098393757482,0.15810157476622344
61,1.0,1.1935071459743594,2.8250525023412463,-3.669621817802194
62,1.0,3.700186241851546,-2.001371637177829,-4.159930148141255
63,1.0,0.32587282608640156,3.97052883566491,-2.8202939286236637
64,0.0,-1.5408919825854364,1.6244372699724432,0.4130402410603555
65,1.0,1.2060503403156786,0.7232945876497039,-2.888145681043976
66,0.0,0.9858485267604848,-1.269440764958086,-1.6318015447497847
67,0.0,-1.4208716755413517,2.253148466178783,-0.39410453635109555
68,1.0,1.270008316948556,0.13499050859572992,-4.578407334645026
