,innovation_index,releases,sector_market_share,var_3
0,0.0,20.515694943367656,-6.287051835691184,-85.23092555215227
1,0.0,12.26209670783156,-4.030684797122393,-51.77767068014001
2,0.0,16.498981744863272,-5.342822643604985,-69.27693768459041
3,1.0,16.02166473819454,-3.7505737292184724,-69.276013486965
4,0.0,16.203035874836583,-4.982274579919533,-67.81374765404884
5,1.0,17.671495782070853,-4.633299807053278,-76.32786592029683
6,0.0,13.44556045764949,-4.549636386888129,-56.22073059575692
7,0.0,11.759633645262332,-3.800861699535287,-49.8742087387673
8,1.0,20.15613462014622,-5.3388921435716306,-86.41454857302999
9,1.0,15.873001428715888,-4.104933465455551,-68.30292913954914
10,1.0,14.0389445221639,-3.4363760325018644,-61.04977775256516
11,1.0,14.623573977355406,-3.425914397158036,-63.99117279799086
12,1.0,20.288806123105406,-4.938938673704057,-87.01642330847453
13,0.0,10.355493831341162,-3.414855690024744,-43.86989779719832
14,1.0,19.742872201226945,-4.871389113934133,-84.95275391261289
15,0.0,14.713628920063643,-4.565521416560523,-61.831985784230575
16,1.0,23.07245600176974,-6.233028912904836,-98.65588186517347
17,1.0,16.77496942389666,-4.331423176719386,-72.24215152010156
18,0.0,12.627201939389009,-4.062597420754335,-53.540242944797214
19,1.0,15.800334778498055,-3.6825279760802347,-68.58979538594525
20,1.0,17.287382389254518,-4.1519792507786635,-73.87584636666773
21,0.0,16.670404404676816,-5.0788955334637045,-68.90874960035185
22,0.0,17.078192155230944,-5.172727747989449,-71.04031215608049
23,1.0,20.131663505086536,-5.251956110785451,-85.98261843211117
24,1.0,19.96887301627297,-5.032101586354329,-85.45032878536813
25,1.0,19.333881826908645,-4.789127769316688,-82.79010123233772
26,0.0,11.480318536378883,-3.637553170084706,-48.96206824201679
27,1.0,18.68011523699101,-4.658555737503559,-81.0242954520319
28,1.0,18.860234938074196,-5.0529142559661615,-80.47906142410392
29,1.0,19.797885544920046,-4.727894071757295,-84.37199274017065
30,1.0,20.072838138691903,-5.17877585659272,-85.5828787329191
31,0.0,10.518125871463514,-3.769028241306619,-45.14830587984621
32,1.0,23.18344455542937,-5.702373664227151,-98.43384503043465
33,1.0,16.99648532684093,-3.9765104305811243,-72.15604692026069
34,1.0,18.636775435911016,-4.229746631095573,-80.46811482655595
35,0.0,14.481447896879416,-4.599446993221413,-60.68131693987319
36,1.0,21.057254805651024,-5.4312423669254,-89.94188332850213
37,0.0,13.412831163385738,-4.204461012755924,-56.96388029473469
38,0.0,16.876960018586594,-5.392806152485263,-71.49599858741635
39,1.0,22.64562153647222,-5.459177772467489,-95.68500915328262
40,0.0,14.473087970570127,-4.493044514047192,-61.14796349863904
41,1.0,20.72151481406346,-5.289103099585984,-88.10978046108765
42,1.0,20.364382345139305,-4.978491276693429,-87.2842923833096
43,0.0,22.044987910130743,-6.898189018810995,-92.67764848466109
44,0.0,14.03740606867011,-4.332593360477182,-59.85867148369533
45,1.0,18.9438920204341,-4.7656638107664415,-81.57309376913445
46,1.0,15.28940869465097,-3.8260139139923526,-66.67879457917738
47,1.0,16.832923987356725,-4.102475354763942,-72.88315047465034
48,0.0,15.725002568072657,-4.8795063492179604,-65.20577482462916
