,retail_revenue,var_1,store_count
0,1.0,-1.994314587717094,-9.455328270220292
1,1.0,-1.8951288051853734,-8.398916214100424
2,1.0,-3.2778802752331266,-10.05862539202898
3,0.0,-2.777172179278944,-5.782971778331788
4,1.0,-2.7119389358856414,-8.55785868036742
5,0.0,-0.7451602412203084,-3.761187537450995
6,0.0,-1.7861662028093823,-5.597695263097234
7,0.0,-3.6567247315670928,-6.168299151380689
8,1.0,-2.582358040896937,-10.202137832107145
9,0.0,-1.8376224316674956,-4.646333898520871
10,0.0,-4.055515911188092,-7.071438725410998
11,0.0,-2.4475711661738977,-5.851661805635942
12,1.0,-1.1879606128764637,-7.857841309696573
13,1.0,-0.8677664767847055,-7.245324365852099
14,1.0,-1.912656593316105,-8.290027619931408
15,1.0,-2.6369723878742377,-8.10674697648563
16,1.0,0.22366590676116305,-5.973998418534019
17,1.0,-1.896193095203338,-8.826975682731646
18,1.0,-2.088601935210371,-9.705829874052505
19,1.0,-0.513037293238144,-7.736790520222577
20,1.0,-2.8788453665354807,-9.639661259934437
21,1.0,-1.3260631833700844,-8.735651999491626
22,0.0,-1.6650914972957398,-4.259184750854695
23,1.0,-3.295952039334778,-9.506025082145229
24,0.0,-1.7713598746194659,-5.281631584717872
25,0.0,-2.9309447239882704,-4.752821501465553
26,0.0,-3.315807938753237,-6.647583224683281
27,0.0,-2.489571347234498,-6.658281133838496
28,0.0,-1.5937936841177178,-4.902521569555365
29,1.0,-3.031561257869864,-10.080295942329318
30,1.0,-0.6877921135913303,-7.423905085335122
31,0.0,-3.285234519849471,-7.696797648616275
32,0.0,-3.522131592000629,-6.610543657393901
33,0.0,-2.0238531867221052,-5.049658378433695
34,0.0,-1.3037982601495766,-4.4126818881715995
35,0.0,-2.6720736737972577,-5.847647947983729
36,1.0,-1.6053981699010422,-8.827183096745868
37,1.0,-1.9113466001067667,-8.637931346892081
38,0.0,-2.179781080393043,-6.547639598695958
39,1.0,-1.8445365107374447,-9.147379768014595
40,1.0,-2.132457879362449,-7.769448174092104
41,1.0,-0.8567960432111756,-7.2390366114437
42,1.0,-2.263041008171079,-9.610173802942313
43,0.0,-1.690374373384524,-4.814634356161136
44,0.0,-1.6923265455554861,-5.216740748223799
45,0.0,-2.6469641759972635,-6.106970044199738
46,0.0,-2.242326179666707,-5.9571587135269075
47,1.0,-2.7617364876558312,-10.067262364019376
48,1.0,-3.0106255167132976,-8.213888920058542
49,0.0,-1.9727314064114776,-4.590140340759529
50,1.0,-1.8356384143906934,-9.23286750099044
51,0.0,-3.260084570944273,-6.969381460827121
52,0.0,-3.59890222795579,-5.565622710434584
53,1.0,-2.4675686796675844,-8.789131591559588
54,0.0,-1.763837510164114,-5.246628600532825
55,1.0,-3.0640516638471693,-9.223591537009858
56,1.0,-2.4774494425669285,-8.772813039748709
57,0.0,-2.4617488562108263,-5.415414900829036
58,0.0,-3.3986943116935375,-6.898481139959032
59,1.0,-2.799242522229862,-9.536857437356854
60,0.0,-2.3209676740617304,-5.203882948958136
61,0.0,-3.5434260596442866,-6.947868327173088
62,0.0,-1.9727709319502373,-5.361842734817263
63,1.0,-2.315764726612732,-8.959917546196984
64,0.0,-2.492930174105429,-5.142756902591412
65,0.0,-2.955307363783466,-5.918857079703024
66,1.0,-0.7615777796922159,-7.012083359317611
67,0.0,-2.061616666653895,-4.759347236347924
68,1.0,-2.9631372860318272,-8.943564650218493
69,1.0,-0.6019564300672346,-6.714080889431188
70,0.0,-1.7590661749588552,-5.4654948034189195
71,0.0,-1.9118683163243322,-4.585109398652993
72,0.0,-2.6365228264670906,-6.548360460974095
73,0.0,-1.7165417605003865,-4.999847049725041
74,0.0,-2.11402021074039,-4.401428317812552
75,0.0,-1.1683857299652942,-5.248406834942782
76,1.0,-2.447651060503274,-8.457281517757277
77,0.0,-1.2521812530540073,-4.188662813059558
78,0.0,-3.080993188559272,-5.8446502664920725
79,1.0,-1.8439661724911849,-8.092246323180808
80,0.0,-2.728994511280923,-5.133714479429713
81,1.0,-0.3739308242805979,-6.874672006243774
82,1.0,-4.125966440931846,-11.019839585354289
83,1.0,-1.2834829622485642,-8.675162779795148
84,0.0,-2.129025872700911,-5.911373673263742
85,0.0,-2.4067630729070215,-6.068638193934428
86,1.0,-3.103371805794373,-9.435383932083226
87,0.0,-2.2976046724772266,-4.69960660225239
88,0.0,-3.4468063899476205,-6.942923652851312
89,0.0,-1.9593383055520073,-5.139972913883844
90,1.0,-1.1793287083188209,-7.3654681601127
91,0.0,-3.094444644249241,-6.140143394791464
92,1.0,-1.0724073115200063,-7.30677297583752
93,1.0,-2.2985324707933685,-9.575743590413662
94,1.0,-2.0551397656990757,-7.693610511587069
95,1.0,-2.5464877149528737,-9.405286527161817
96,1.0,-1.1450655141039339,-7.76825110225915
97,0.0,-1.611375051648976,-4.727762222593369
98,0.0,-1.130863062205405,-5.325788952189781
99,0.0,-1.9130953224026674,-5.019812175921859
100,1.0,-1.722483546625718,-8.094101042070912
101,0.0,-1.7333434925642919,-4.635199753335232
102,0.0,-2.436594585653812,-6.944716664021188
103,0.0,-4.0561394661802535,-8.342355596170885
104,0.0,-3.436363314771552,-5.599786025773673
105,1.0,-2.245852078319618,-7.685689267886009
106,0.0,-2.434029351310986,-5.3967407566166194
107,0.0,-1.299682306277846,-4.586140548182267
108,0.0,-3.089552594980197,-5.576187128564477
109,0.0,-2.941199199787432,-6.160449272273414
110,1.0,-0.574160407087462,-6.9374312622173395
111,0.0,-2.8156006611118194,-5.080628175776852
112,1.0,-1.3968524070170596,-8.116003047215578
113,1.0,-0.9831597196165904,-7.070518159421124
114,0.0,-2.885477280815713,-6.768563075827499
115,0.0,-2.485016850273441,-6.947597556202197
116,1.0,-1.9828930123466793,-9.459848910792147
117,0.0,-3.1341630221843033,-6.258126908875649
118,1.0,-1.3705021163189484,-8.274275581553436
119,1.0,-1.7733276736622843,-8.014748493063673
120,0.0,-2.530520392804383,-5.854741832565717
121,0.0,-2.402526727865159,-4.903770591241935
122,0.0,-0.6451011464171952,-4.495770299404448
123,1.0,-3.6775374874723874,-10.84380177993674
124,0.0,-0.993406433853911,-3.63501467488842
125,0.0,-2.8198066865715385,-5.70129906776387
126,0.0,-1.8716663319634332,-4.516047834882756
127,1.0,-2.2107417141920003,-9.569481771296243
128,1.0,-1.5517696288061302,-9.077169282593173
129,1.0,-2.1538030003636632,-9.960054416800444
