,innovation_rate,var_1,customer_satisfaction,total_releases
0,0.0,-1.096690166050398,-0.5144455959243373,1.897479051721743
1,1.0,1.0642109649236653,3.6539548763336156,-0.43872412515608694
2,1.0,-0.5192746293024673,1.0955509741771836,0.4716745349956595
3,1.0,-1.566193803027428,2.095296745278797,-3.7505840362821536
4,1.0,-0.4760246150166031,0.9297441096387703,-0.5410938774057024
5,1.0,-0.697093129254663,0.5598466074179987,-2.647265340989399
6,1.0,0.16161044740369657,3.0782933657385176,-2.485309456514689
7,1.0,-0.8954644196876376,2.254323401435749,-3.683965540053613
8,1.0,-1.116893146310562,1.1718804733919366,-1.6426763508793005
9,1.0,-1.4104586035668234,0.7781627360380098,-2.925497869785641
10,1.0,0.745445121708119,2.1550392509406047,0.711818848919038
11,0.0,-2.3425453369039055,-0.6012599546452699,-1.640064866463268
12,1.0,-1.8983057471579445,1.381925937113885,-2.2438044029951767
13,1.0,0.2651021555745807,0.5310750596093387,1.7635668755438194
14,1.0,-0.0865637466841796,0.5888691034014856,0.7222700355674314
15,0.0,-1.255082969954378,0.5920464120970197,-1.3620595889859306
16,1.0,0.7565791945919029,0.3012507760338138,4.9361764577089815
17,1.0,-0.31920674299669644,1.5565278182203954,-0.5559830402218902
18,0.0,-0.6019143966527046,0.47432634043015304,1.2078197308947516
19,0.0,0.4317614613649583,-0.4864766952269588,5.145343129885212
20,1.0,0.6995832872547179,2.70935343513575,1.2129434187668502
21,1.0,-0.39809713232278343,1.7332239763005326,-2.872777720192151
22,1.0,1.0775068021612417,0.9046026819675039,2.879585787362916
23,0.0,-1.961089048317512,0.4122906766729817,-1.3399280130689055
24,1.0,-0.5908822733013582,0.47715202379026295,-0.2574066886841502
25,0.0,-2.8255928963921653,0.4220365962862303,-4.534930441979823
26,0.0,-2.0939436621623067,-0.2823271378267225,-2.064492458167313
27,1.0,-2.294238722112231,0.26224230696771217,-2.9705538767825805
28,1.0,0.6881247779106634,0.6068985995012708,1.531584168192162
29,0.0,-2.0952892793169258,0.6625281664244491,-4.080993376221748
30,1.0,0.9067866604541879,0.7996567373986424,5.390900353421748
31,1.0,0.5547204767538603,0.32199673332850565,2.598970578494387
32,1.0,0.8145435593504293,2.2666478797403995,0.2928692967709987
33,1.0,-0.9050726756675138,1.8869006600419798,-3.4971673990980543
34,1.0,-1.0341503763985762,1.2420469928798985,-0.8129679694256069
35,0.0,0.09914329849017578,-0.16375329337426336,4.81795849054932
36,1.0,-0.5327016869872713,0.8200416055438785,-0.6598996304325855
37,0.0,-0.8243401358580191,0.0466715202301663,1.1444019702169255
38,1.0,-1.1836514052156764,0.571577164012449,-1.9831012196170512
39,0.0,-0.7892079447158229,-1.0613056542824157,1.8287809418638663
40,1.0,-1.6177621147885193,0.7145025925083457,-2.5765797863517035
41,1.0,-0.7058641808497543,1.8121474556835588,-2.0520843836708482
42,1.0,-1.1064490025674822,1.3661545544263298,-2.7518216985294535
43,1.0,-1.0790647973053944,1.1710441979501025,-1.0095504008753715
44,1.0,-0.9967148453633303,-0.13153115357296574,-0.7768978352559559
45,1.0,-0.7265963188688053,0.6970629320672599,0.6313475185749553
46,0.0,-2.5075844228525215,-1.7082887293451847,-1.6864446637560153
47,1.0,-1.1870789755231397,1.4958412747881042,-1.824078599139563
48,1.0,0.35086258776833323,1.3464202874323288,0.5335357303243442
49,1.0,-1.1214041954749252,1.9394302240999868,-2.802112191330344
50,1.0,-2.9241562385339135,0.7609620180351861,-4.430714126085755
51,0.0,-0.35050333408461876,-0.18334784112006697,3.8246368999709404
52,0.0,0.6363044937650406,0.32242524711972886,4.178404146970436
53,1.0,-0.28130472446324783,0.9479767614457065,2.2500719216957297
54,1.0,-0.5379289263307067,0.22965284370248906,0.7158300245823264
55,0.0,-0.45138733238469725,-0.6229579568292245,3.458663127985923
56,1.0,-1.272462825942922,2.7746006023972445,-4.449141994636529
57,0.0,-0.9066697975435591,-0.023624486404211664,-0.07572348562179787
58,1.0,0.4443958906710883,0.644544205167319,2.8195337190344216
59,0.0,0.010243497026769854,-0.590063383704801,4.361304661437082
60,1.0,-1.7596130756990596,0.6067073836796857,-2.9974496762442553
61,1.0,0.07026590592636517,0.7946588093679745,0.8378728618395885
62,1.0,-0.7856458836075476,2.361827493741031,-2.2652089946909313
63,0.0,-1.1042030167864172,-1.1032325450610607,1.32676001626815
64,0.0,-1.6141913106827714,0.20312598240622104,-0.6465457889985364
65,1.0,-0.8065790112935441,-0.26490081014199407,0.3970087283854382
66,1.0,-0.4378128968720984,1.3837419493018865,-0.8204012552214541
67,1.0,-0.30002940480995227,1.786008828320134,-1.6355153444296058
68,1.0,-0.8397779057180981,1.288797626591418,-1.1167090883450292
69,0.0,-0.8558776162839137,-0.012042423214921327,1.2873258382658177
70,1.0,-1.6371141388723642,0.8594271040513511,-2.657413244237983
71,1.0,-1.9219046015315087,1.306949758464493,-4.061900591675366
72,1.0,0.856478976511118,2.205185333547723,2.0279087254511934
73,0.0,-0.5943498791673402,-0.5178735011626612,2.7432626585821214
74,1.0,0.16948630118972108,-0.08286257953133869,3.857072754271085
75,0.0,-0.64917262463633,-0.605575641446406,2.1159905480017605
76,1.0,-0.2816057244963415,-0.7218612761476633,2.3615613004962133
77,1.0,-1.8548288423391752,1.3482944096732394,-4.091125792421991
78,1.0,-1.1228361996288472,2.6488955333925963,-4.230239964339804
79,1.0,0.02724411564411433,2.154865221324045,-0.5747794449800612
80,1.0,0.5069903472580195,0.04113120232337919,3.2808132613571694
81,0.0,-0.22895626011040154,0.12219722060592786,1.4695837815595003
82,0.0,-1.2424010178782803,-0.5032472831599553,0.7947640944227308
83,0.0,-1.3668680250618652,0.20707683429565305,-0.9907609439352836
84,0.0,-2.2378317153486913,0.0013538540925641662,-2.28286052050556
85,0.0,-0.3110865092111866,-0.7595632116465083,1.3615726593325745
86,1.0,0.601379426254312,1.7567495472680652,1.2822499479266884
87,0.0,-0.5945644934628336,-0.11476440038573876,2.5096234939292374
88,1.0,-0.5863057490969307,1.429824443921675,-1.553692500446155
89,1.0,0.0035848362349072405,1.5714163316333143,-0.08674725371634073
90,0.0,0.8686043557488916,0.6336152547336895,3.5195750926018676
91,1.0,-0.17631148436360977,0.1898313194412281,1.0319765514459114
92,1.0,-1.0711902403894649,1.3803525552688056,-1.6126240915656123
93,1.0,-0.6605912175448764,1.5502386488107784,-0.6644116007727607
94,1.0,-0.07705919442682829,2.2535911173688823,-0.6698900269250467
95,1.0,0.1336872148850098,0.22973502871414786,1.9898361794542285
96,1.0,-0.971344799795433,0.4433591031000241,-0.9437149253209065
97,1.0,-1.2810570852398007,0.6331414690861887,-1.249846356894245
98,1.0,-0.5512425436051098,0.9108130647996447,-1.261522120664873
99,1.0,1.455938770375866,0.8511630438585422,3.7223505564122625
