,store_quantity-0,store_quantity-1,sales_online-0,sales_online-1,product_demand
0,0.0,0.0,-0.39859951262323845,-0.3826215709062005,11.458225019644756
1,0.0,1.0,-0.488506602678469,-0.7971485611602904,3.9762483610832398
2,1.0,1.0,-0.18584879876255994,-0.9559605377282298,-2.839833820405079
3,1.0,1.0,0.4319790024780896,0.22137281505667628,-2.5226978196561323
4,1.0,1.0,-0.7814998048498517,0.8109689394854422,-2.1609001234435694
5,1.0,1.0,-0.2867914867312103,0.027678289356550007,-2.4886685131201447
6,0.0,1.0,-0.557822249477008,0.5287949847450636,3.413566135968756
7,0.0,1.0,-0.7417072449049893,0.6412615717141474,0.9357588334844711
8,0.0,1.0,-0.14103413538589415,0.021038454944762735,2.1819216959813503
9,1.0,1.0,-0.8590282062610344,0.10714630081553383,-4.9336503553010225
10,1.0,1.0,-1.088661008261016,1.2954876422619523,-0.15138272921529783
11,0.0,1.0,-0.3745089621066976,0.9053698805632248,5.120217665464429
12,1.0,0.0,-0.7967365423210901,0.44153372527645246,2.8073684825066345
13,0.0,0.0,-1.922331819562072,0.5726780032127015,12.135942465404373
14,0.0,0.0,-1.5678596334425507,-0.5769615833770552,10.693911669265738
15,0.0,1.0,-0.7663257443112136,0.04004720129972417,4.931541730778204
16,1.0,0.0,-1.1051428425325467,-0.2848929667736761,5.284936239962115
17,0.0,0.0,0.5862336168013944,0.09930036074091331,5.101312173381492
18,1.0,0.0,-0.8365199690711531,0.294632660954798,-0.9220334954554548
19,0.0,1.0,-1.7179727502226265,1.2108699967857786,7.367876608833702
20,0.0,1.0,-0.12026421013064004,-0.3013185263183098,2.7913605689588112
21,1.0,0.0,-1.3977429271199944,-0.823716021513323,3.323797097938763
22,0.0,0.0,-1.1961339551036956,-0.19504384098600286,9.440870246315228
23,1.0,1.0,-0.15093092976808925,0.6061831000699266,-0.00356088557985057
24,0.0,0.0,-0.7308988381049304,0.04421414917491362,10.069884971725143
25,1.0,1.0,-0.5012485839462116,-0.8163625521369622,-4.26824822400824
26,1.0,0.0,-0.9320756484350738,-0.45813447753885894,1.686400683434012
27,1.0,1.0,-0.8136788290676592,-0.7040432357525187,-2.463387330554154
28,0.0,0.0,-0.696711482144619,-0.800723895812299,9.726826713173951
29,1.0,1.0,0.16673848242900102,0.7370293594469701,-1.8072267336495083
30,0.0,1.0,1.501780348516462,-0.7647806348499073,-0.08035254876043085
31,0.0,1.0,0.2815219663664903,0.8517426516151592,-0.47528028196211425
32,0.0,1.0,-1.1859061703888574,0.449426856501456,5.634950517694326
33,0.0,0.0,-1.037203394841815,0.6030203126501823,7.673613421251089
34,1.0,1.0,-1.0770398996777772,-0.5671583827771118,-4.339431097099825
35,0.0,0.0,1.527704676247768,-0.49197756061831593,5.0595641318399664
36,1.0,1.0,-0.07325946719722398,-0.4219136163699638,-0.5266865489118269
37,0.0,1.0,0.4647566721117813,0.8871426567835405,2.4801996123919805
38,1.0,0.0,-0.4771298332517657,-0.7591884584765761,2.224236730020735
39,1.0,0.0,0.23327781740482578,-0.008095508860331752,1.0858160232649503
40,0.0,0.0,-0.7788109234121079,-0.5529152248831719,9.81588710025421
41,1.0,1.0,-0.5232950031478325,-0.04730966795333329,-2.878119342189764
42,0.0,1.0,-1.6309092761766781,1.256029299552356,5.277312020224954
43,1.0,1.0,0.1984279106774698,-0.2059313568927717,-4.121282573037975
44,0.0,1.0,-0.7547542640864284,0.4930804831780202,7.764987208803652
45,1.0,1.0,-0.4806508927701624,0.12138265183206248,-1.73253811732938
46,0.0,0.0,-1.5694467712301317,0.8339928425138509,9.755912201222435
47,0.0,0.0,-0.9305552109050701,1.034929142537913,7.789574386229821
48,0.0,1.0,0.3709105065144316,-0.8846295734771222,3.4020697858056748
49,0.0,0.0,-0.3628564439316747,-0.38700154989124647,10.345576202491408
50,0.0,1.0,0.28294596708367337,1.2001944919564802,2.2406058035912695
51,1.0,1.0,-0.6020506672357251,-0.027436208025147985,-5.177961362199467
52,1.0,1.0,-1.5157958561814708,-0.6773142469613238,-1.8347194638749453
53,1.0,0.0,-0.5000434658137343,-0.1630044920085122,1.2793680162421257
54,0.0,0.0,-1.292809745707824,-0.6995626939682222,10.322991535555442
55,0.0,0.0,-1.2501322542268343,-0.24561989406504275,9.540875730153191
56,1.0,1.0,-0.637446396346716,0.5174815541619248,-1.0839357387689965
57,1.0,0.0,0.8603485123607657,0.6032305528616815,1.0504349116027836
58,1.0,0.0,-0.8157407433311636,0.005279029185466827,0.9656418572258927
59,0.0,0.0,-1.0965497047959953,0.02646461369159392,9.85146236494331
60,1.0,0.0,-0.24351116370557035,-0.7595353289298205,1.0987090028521953
61,1.0,0.0,-1.4422546539784147,-0.0041709338075194835,2.4038736721609837
62,1.0,0.0,0.5432196349300831,-0.08124776713651571,3.2998288278960706
63,0.0,1.0,-1.4080823233653046,0.574863211092217,7.536996997449051
64,0.0,0.0,-1.276373948106849,0.9450500049535865,6.886471854836873
65,0.0,0.0,-0.025486178279967908,0.27829614761878446,6.071468051609397
66,1.0,1.0,-1.8789455094099767,0.1116850164770965,-2.9379597661803527
67,0.0,1.0,-1.2259616561657847,0.17345918143283579,6.378755647458477
68,1.0,1.0,-0.9148346949652686,0.4698022907981901,-3.1553534388477793
69,0.0,1.0,0.7575361081279643,-0.6426508458304648,-0.5944421557490194
70,0.0,1.0,-0.17951445679720685,-0.5045007745824974,0.3110887098318096
71,0.0,0.0,-1.7769754570389613,0.8139487476103504,11.169130665603692
72,0.0,0.0,-0.8576874495588993,0.6973796026812743,6.991682514800212
73,1.0,0.0,-0.6691793697390817,0.19133353384287577,1.2712286471552359
74,0.0,1.0,-0.2762865067684064,0.23632305762575906,-0.9746669150034193
75,1.0,1.0,-0.25040136873857965,0.037664472821910114,-3.0846715541934384
76,0.0,0.0,-0.7333723641237918,-0.6725430286146945,8.502605955509923
77,1.0,1.0,-0.020348424837907553,0.5555215228869055,-1.1642242597167378
78,1.0,1.0,0.24254305317721214,0.3715160366321453,-2.5095701369279495
79,0.0,0.0,-2.5335997103086045,1.1826299466661208,8.950152495057267
80,1.0,1.0,-0.015763478235624406,1.0767115884976572,-0.6237303897926987
81,0.0,0.0,-0.23012663079067708,0.11440189137602075,9.809594586996376
82,0.0,0.0,-0.7321634043929832,0.24841026455227783,5.8203921321313
83,1.0,1.0,-0.22559054230877607,0.3836265510659602,-2.672520527646827
84,1.0,0.0,-1.1677609999448326,-0.19575875723226432,3.663812687258749
85,0.0,1.0,-0.3469876128404431,0.3304968071175515,5.314077035822589
86,0.0,0.0,-0.007360297442895125,1.4805209147031135,4.24022431436726
87,0.0,1.0,0.07425532985488459,0.49677659581111877,1.6661330529830445
88,1.0,1.0,0.05082740386825424,-1.3420398451822013,-0.16530294362957232
89,1.0,1.0,-0.5623925739483794,0.38336395624506314,-0.9571423742470797
90,0.0,1.0,-1.6375268231052433,0.578620056178198,6.117600653130511
91,0.0,0.0,-0.8263209231987689,-0.537387796844735,9.072220787593228
92,1.0,0.0,-0.748663894941639,-0.48821755655776167,3.7691539210076366
93,0.0,1.0,-1.3441021409319225,0.9295628430474265,3.3521621128600936
94,1.0,0.0,-0.16749043606637348,0.3785347141141302,1.0441214246514132
95,0.0,0.0,-1.2615307993896892,-0.05615511571745163,10.99240176303049
96,1.0,1.0,1.0097185663944457,0.2328831271728612,-0.7813274656469344
97,0.0,0.0,-0.34364444536919303,0.3036751622436431,7.248683266466668
98,0.0,0.0,-0.7167893381355249,0.03180535063234888,8.825559088261961
99,0.0,1.0,-0.7346872821407752,-0.25445006726751607,6.922067555549195
100,0.0,1.0,0.14924749405631565,0.08936740162913517,-0.6038316484771902
101,0.0,0.0,-0.47343207567865675,-1.0833934439921458,10.701182110272073
102,0.0,0.0,-0.8703898721629932,-0.46950729652559575,13.737361469223142
103,0.0,1.0,0.3524129173614895,-0.11039249777844098,1.3013480009539675
104,1.0,0.0,-0.8352960326467163,-0.014270919028716494,2.9980485351077135
105,0.0,0.0,-0.2721895155078657,0.1847557554226648,8.715865601752649
106,0.0,1.0,-1.8232676022032,1.813023898421768,3.441949814597571
107,0.0,1.0,-1.011754256753211,0.38316380914991766,3.8410889260753023
108,0.0,1.0,-0.9917440219211089,-0.633486591082713,4.747184008578087
109,1.0,1.0,-1.5372700914827302,-0.20453903331406906,-6.929019881242851
110,1.0,1.0,0.5306255628418295,0.6437094087490693,-3.916879439223054
111,1.0,0.0,-0.21907913554850872,0.9314053069642542,0.3612021164633241
112,0.0,0.0,-1.2847077914088842,0.88542639708798,5.135232597305901
113,1.0,1.0,-0.1884018136825032,-0.21740434325893607,-1.360068232540685
114,0.0,0.0,-0.9967679636290224,-0.39644883531380143,10.256147765124457
115,0.0,0.0,-0.5298275739181116,1.5191543669270633,6.361477494585716
116,1.0,0.0,0.13162612516177352,-0.25343028052060557,1.8445438621576926
117,0.0,0.0,-2.176133782380023,0.8608803051601733,9.106953115227089
118,0.0,1.0,1.0384152182117512,0.5565952782226546,0.24589537414419205
119,1.0,0.0,-1.0831933808002416,-0.3045606950635566,6.217950292759308
120,1.0,1.0,-1.3880794258920326,0.12904794599763042,0.09060921328609872
121,1.0,0.0,-0.48227496514251045,1.0437879689139935,-0.24488201416703492
122,1.0,0.0,0.8728512594389211,1.0677781981558276,1.6906774221259622
123,1.0,0.0,0.6227867798701057,0.48562175010666575,2.3319236946438715
124,1.0,1.0,1.195463458383268,1.1138173752084255,-2.4326613241074915
125,1.0,1.0,-1.3560088964589398,0.5868590623624628,0.14256100662818927
126,1.0,0.0,0.25062418338329917,-0.3413955230519613,2.36033132040547
127,0.0,1.0,0.4583791060295048,0.026947085376836294,2.689793590919526
128,1.0,0.0,-0.25989240837619576,0.00924529766869829,3.111555398483694
129,0.0,0.0,-0.5889911500954657,0.8745514922713289,4.237833022730595
130,1.0,0.0,-0.012264950067360947,-0.20652501773181606,1.5564686480236252
131,1.0,0.0,-0.5153175238611705,0.5703038308736172,3.995913623876109
132,1.0,1.0,-0.5550868609865862,0.3597061248626136,-5.267333211274723
133,1.0,1.0,0.36267705442084985,-0.6548180448812964,-1.7777158934696597
134,0.0,1.0,-1.3654115421487079,-0.10665460291370454,5.483029466689911
135,0.0,0.0,-0.3837192936048709,0.4506279128685571,6.876582269706258
136,1.0,0.0,-0.9806454091530407,-0.019624315955821814,4.218934772633663
137,0.0,1.0,-0.06621162334808894,-0.32095775394094,2.149314276445146
138,1.0,1.0,-0.1780833468340195,-0.4207719531165416,-1.6672582132893456
139,1.0,0.0,-0.46982729088827224,1.667334705610883,-2.1723955919956706
140,0.0,1.0,-1.1485708400609573,0.5561623426815661,4.54439011729848
141,1.0,1.0,-1.6708289783989207,-0.9036038848896892,-2.931843293148427
142,1.0,0.0,-1.431937150308337,0.034505178341762144,1.424862172945021
143,0.0,0.0,-2.161713622070625,0.5042886406578735,10.129835881612664
144,1.0,0.0,-0.36683165343671476,0.2737003823765235,3.772700890016807
145,0.0,0.0,-1.4956417289609911,0.6129462103764756,9.664291983646109
146,1.0,0.0,-0.28054044144068085,-0.41684855178470315,3.840802283833914
147,0.0,0.0,-0.835682991448395,0.4370701704053798,6.890296269003377
148,1.0,0.0,-0.9905666380798813,0.1325751471260037,0.7678353710169015
149,0.0,1.0,0.46417682815306005,-1.400590322444124,1.4882731378762055
150,1.0,1.0,-0.9117711871199055,0.4682413050887801,-3.953953144672015
151,0.0,1.0,-1.417130831039155,0.363160988793615,5.411442684267815
152,1.0,1.0,-0.9305583377013417,0.7962158715893735,-2.9805469729103264
153,1.0,1.0,-0.5464802559092108,0.2550754938984974,-3.035388220005849
154,0.0,0.0,-1.0043241645017578,-0.3690028464094083,10.05282075309032
155,1.0,1.0,-0.4592509801520049,0.03453420473692165,-2.742649527399765
156,0.0,1.0,0.03595532718511474,0.5677977518460781,2.3367537768212268
157,1.0,1.0,0.5283324180566389,-0.4198307599702893,-2.2669948418294816
158,0.0,1.0,-0.32734262433487227,-0.07379899816884675,2.430858433271699
159,1.0,1.0,-0.36441660061060854,-1.1487962117784378,-2.4985582218899722
160,1.0,0.0,0.12182051260747706,0.8422804458059864,3.1285575234256844
161,0.0,0.0,0.00672810629320908,-0.3354600688850278,8.637206029505528
162,1.0,1.0,-1.6705939878198302,0.0072711387178549525,-1.703008409518294
163,1.0,1.0,-0.46143781753337276,0.3172949902782104,-4.386345848662286
164,1.0,0.0,-1.0770482121706673,-0.2770979602812109,2.2619652518460835
165,1.0,1.0,-1.8012200555408988,-1.204837627860818,-0.32162170443959326
166,1.0,1.0,-0.3595702735576074,-0.43099605443680516,-2.415277218646817
167,0.0,1.0,-0.5578359863720297,0.2960290102877524,2.3267827525139677
168,1.0,0.0,-1.0253292793433468,-0.41710228414786105,0.320906163674028
169,0.0,1.0,0.09381300403896531,-1.2352738601702817,2.2647729649654478
170,1.0,0.0,-0.5102725368138726,-0.5607287067579731,2.201544697159237
171,0.0,0.0,0.0742076791685159,0.26826225013468713,8.925055697136578
172,0.0,1.0,0.04642698596245187,-0.06859594020137318,4.127050727429951
173,1.0,1.0,-0.6138392205108397,-1.149329971386246,-5.889990658326898
174,1.0,1.0,-0.4005919921994653,-0.4673899480524796,-2.9467394712349493
175,1.0,0.0,0.7012689479071335,0.559735034282064,2.108262453307642
176,0.0,1.0,-0.6167733332577897,0.6924758091901456,5.553141649655539
177,0.0,1.0,-1.3079905910443257,1.305000356296003,2.8681037854302773
178,0.0,0.0,0.18713098571487274,0.43270936202863136,7.538983555947448
179,0.0,0.0,-0.2500869628475896,0.11143006803773492,8.437913475185272
180,1.0,1.0,-0.055506489516879975,-0.12976388182877935,-2.083049580837681
181,1.0,0.0,-1.1666874140501702,-0.8920379882510765,3.6400395030913333
182,1.0,0.0,-0.6777603959472792,0.882454172015874,-1.5726794882974844
183,1.0,0.0,-1.2431646319600178,0.6264809824062231,0.07422677227855745
184,1.0,1.0,-0.45789070644242696,-0.28067459535749517,-0.390385264308724
185,1.0,0.0,-0.5409330682600239,0.41426600256720847,1.3057238311334913
186,0.0,0.0,-1.236432822664455,0.7631878261223257,7.292896941529194
187,1.0,0.0,-1.4207935093914537,-1.8063509194188518,5.599922583608281
188,0.0,1.0,-0.7071294084079943,0.44011843518323635,5.0741135513045394
189,0.0,1.0,-0.9095862463992783,0.41310239935069726,6.454382992448979
190,0.0,0.0,-0.20673130002243395,-0.05555015536268082,9.049156237268006
191,1.0,1.0,0.5405930229287723,-0.345567383803566,-1.473063572037367
192,1.0,0.0,-0.05148161822977315,-0.6899742930043277,2.830983074359296
