,campaign_donations,voter_turnout,attendance_numbers,var_3
0,0.0,5.645353035350949,-1.6379978385434555,-15.391374880813856
1,1.0,4.382769097947955,-0.7859818351690941,-13.826729848272022
2,1.0,11.173883166870516,-2.639691978736437,-28.122889051692567
3,1.0,6.265455559013284,-1.3898312288574999,-19.40913406540203
4,1.0,7.099607689921353,-1.5118569980421315,-19.13561465700568
5,1.0,5.139861513483677,-1.06515258116561,-15.592005744281797
6,0.0,5.251000346544063,-1.6517087256515508,-12.957144339342873
7,1.0,6.7475577358082806,-1.3889082979237006,-18.2759988656073
8,0.0,-0.09767744157279445,-0.12714174722560312,-0.11108466283957752
9,0.0,9.379982650078217,-2.809083612473134,-22.849623836584414
10,1.0,10.39630441616794,-2.6122148412949797,-27.592447471389345
11,0.0,12.10632236503645,-3.4783757918321996,-27.92962176051485
12,0.0,13.682774532843956,-4.006463451189088,-31.619137163867205
13,0.0,13.559588403190496,-3.975138998904187,-31.16446578948753
14,1.0,12.466037240011818,-3.1266671591785906,-31.720512242975623
15,1.0,16.224322601417636,-4.305214609488394,-38.911386381001854
16,1.0,14.013437997578286,-3.4848977831467796,-35.16104216814087
17,0.0,6.139916765535239,-1.8803386933147033,-15.208071264301124
18,0.0,-0.3650295181761164,-0.0018767750486707868,0.2317795737422842
19,1.0,21.764695220722682,-5.992830460019818,-52.33581712527603
20,0.0,11.447198546206572,-3.3325745018627915,-25.36409529739578
21,0.0,8.210993351669018,-2.2840175751262506,-21.118162564332724
22,1.0,6.902327516869863,-1.6174763478170062,-18.883815775196926
23,1.0,14.514679033236014,-3.6785496278270307,-36.81887172316977
24,1.0,7.965933290314852,-2.0153784336032525,-19.624980534934355
25,1.0,9.397664814818322,-2.22320329837482,-23.78955546332053
26,1.0,10.373967514606555,-2.6884013417042314,-26.55954170022087
27,0.0,8.36146388179533,-2.427563292477437,-20.48723990056063
28,0.0,13.261682208673175,-3.8495283247295937,-30.157149369180612
29,0.0,5.928385470207392,-1.5537991908979656,-14.543371614832125
30,1.0,9.311300632858321,-2.2634726298399284,-24.659548764557563
31,1.0,15.753369547402075,-4.0247876081355125,-38.89062354614384
32,1.0,10.162370269435268,-2.4458676385737457,-26.02205264809139
33,1.0,6.457294240442162,-1.5060586984836626,-17.880059075438997
34,1.0,11.409330640016476,-2.6668913094586175,-29.049112300911144
35,1.0,11.30370059476464,-2.8020493525927863,-28.6247259074879
36,1.0,9.856363340479856,-2.3006528745583603,-26.140677750999217
37,1.0,9.782031840270227,-2.3897673892267624,-25.183618189764008
38,1.0,1.8856243531189303,-0.1839645370794809,-7.122881812708753
39,0.0,3.2364667353782663,-0.98499413593947,-8.452038046136366
40,1.0,11.270237440968053,-2.7639313172390807,-27.190865725928145
41,0.0,6.091183953139237,-1.749195963728977,-14.614354803029537
42,1.0,4.016657521695383,-0.7487675782785659,-13.192333965645755
43,1.0,7.461796788228866,-1.6312614967736951,-20.218758650088663
44,1.0,8.061016963821235,-2.033380194930478,-21.50420467525107
45,0.0,3.3805066189628827,-1.1046331488644925,-7.989751833108692
46,0.0,6.20278155222459,-1.7506839983371103,-15.381227680242423
47,0.0,6.491571328178855,-1.937177136035182,-14.759349062319277
48,1.0,18.104836609359918,-4.7029549226175185,-43.793001715415606
49,1.0,12.125647176985728,-3.051847783907541,-31.094877816441947
50,0.0,4.184260592923972,-1.1805175335117541,-9.552921511629457
51,0.0,9.32451398751111,-2.720834718381748,-21.361069062151746
52,0.0,14.80250943642869,-4.260920571511852,-34.09438544544361
53,0.0,14.567478083469926,-4.248191365400208,-35.322010010438305
54,0.0,2.1820190248959115,-0.6990909386588791,-5.945491050843365
55,1.0,8.969438017874456,-2.244206669782103,-24.77811025007732
56,0.0,8.411555028023065,-2.4064958337455202,-18.96584490901856
57,0.0,8.474681027913793,-2.4817062241938017,-19.845563347386634
58,0.0,3.732103072016994,-1.0589650714981946,-9.077911573376868
59,0.0,7.5514849263389685,-2.0799162152089523,-18.306644434019056
60,1.0,9.661138987267748,-2.333955873890257,-24.89254809026799
61,0.0,18.65531816431677,-5.498031743802182,-43.5421727250578
62,1.0,10.872512786010285,-2.616898805104846,-29.132252267868214
63,1.0,10.190306640953082,-2.3141581475510256,-26.869338902689748
64,0.0,6.509203104721894,-2.033365939434402,-15.381576537923062
65,1.0,10.562082093297265,-2.536457533181641,-26.457631745965248
66,0.0,11.515780703155498,-3.3980726803239905,-26.698835547964556
67,0.0,9.640289584653745,-2.8384952040274034,-23.309003153377727
68,1.0,12.977347933317828,-3.3155751488912992,-32.45189466038831
69,0.0,10.255688289857538,-2.8256746995164947,-23.630781460900266
70,0.0,9.305608071525294,-2.8429164690774886,-22.23903393859223
71,1.0,13.52997553280347,-3.3687556459146766,-34.31106138116601
72,0.0,13.904787522338246,-3.9009043980594935,-33.394169998343735
73,0.0,9.480798050184623,-2.7005606894239316,-22.97282218146169
74,0.0,8.540589675868668,-2.643830824021605,-20.13270749364408
75,0.0,6.462528409132304,-1.8986638832355252,-16.489459847155274
76,1.0,3.536971100577211,-0.5399770015494418,-10.404211174018167
77,1.0,16.98327173115303,-4.4186986910112305,-42.63816348530973
78,1.0,5.6150884058671044,-1.0420452904312545,-16.41436783417078
79,0.0,12.80934363843856,-3.8166781193556654,-29.49948458546337
80,0.0,5.380003159706189,-1.7220915275253672,-12.790907122065382
81,1.0,17.210758811056056,-4.470173226498318,-41.99959714133595
82,0.0,13.65138964087746,-4.032633407710243,-30.993797977728622
83,1.0,16.175909473415818,-4.268973563002426,-39.610560846521565
84,1.0,7.028244255525308,-1.7513745250964714,-19.088623231343536
85,0.0,2.292241523703915,-0.6170311063677716,-5.8531105425136465
86,0.0,4.386387840689567,-1.4779933673410395,-10.453488145035859
