,campaign_donations,voter_turnout,attendance_numbers,var_3
0,0.0,-0.41999362048830746,1.7984823486060142,-3.1971098507247264
1,0.0,-1.185865510745307,1.6693399658696988,-5.419371807980327
2,0.0,-0.7426050490100358,1.382157745206679,-2.9366452219547017
3,1.0,-4.140108061923625,1.8834726086534856,-16.753700302790627
4,1.0,-4.569230610328104,0.738983430350272,-17.11920186609376
5,0.0,-0.1502071252464361,2.193284371814193,-1.8476069675813638
6,1.0,-4.264160238515498,2.955268340297321,-17.30526998848317
7,1.0,-4.8591147335247165,0.9976468549980512,-18.36156174030888
8,0.0,-1.3964042043037463,1.5256599067855838,-6.086496623578021
9,0.0,-1.6537918302195407,0.6669995840318714,-5.996900075133767
10,1.0,-3.5439663033946633,2.8196021370761324,-14.534077827069895
11,1.0,-4.792796859261113,2.5354776620570085,-18.49218141984368
12,1.0,-3.940919541825501,1.362329738028862,-15.189647625180378
13,0.0,-1.614120691775595,-0.11521249901167074,-6.034521830429784
14,0.0,-0.4281396536635248,1.2011914504209389,-2.7585013746575466
15,0.0,0.16320687912043955,0.021941054786849268,0.055376524966943674
16,1.0,-4.638620226335915,0.689573608268467,-17.32805308407291
17,1.0,-4.882630739128299,1.4658268815584075,-18.72602099323041
18,0.0,-0.3063098211010467,2.3453213391762784,-2.4267295179028845
19,1.0,-4.9896765365601805,0.0024513080069326065,-18.028277403075112
20,1.0,-5.219230370194923,1.3815230606209807,-20.516764330446225
21,1.0,-4.2374010535099345,1.8225281445361248,-16.809438506813663
22,0.0,0.1338018158583624,1.551977843558066,-0.5970921296260682
23,1.0,-4.0627849546331785,3.701731431822562,-17.261667243862885
24,1.0,-4.459249305235368,1.5102338931550983,-17.17219681268667
25,0.0,-1.0667984108132047,0.5574425370653898,-4.453880654184866
26,0.0,-0.7590897115053228,0.5695841281126157,-2.6235888604274864
27,0.0,-0.026937453181953626,0.2060224617353359,0.07092805611719927
28,1.0,-3.5338399945010215,0.8772623530628421,-14.140697296531991
29,0.0,-1.727630193166211,0.11245247296794836,-6.645735474247884
30,0.0,-0.46091548065548354,1.8370913750897582,-2.5446937271686876
31,1.0,-3.93185106665765,1.4928131174424546,-15.171334163402562
32,1.0,-5.574245976606589,0.3317030954039626,-20.30893478589643
33,0.0,-1.1053996460438875,1.3513197185625936,-4.366598923370885
34,0.0,-0.394330423201644,0.4916157153777855,-2.0299218730915656
