,interest_rate,var_1,median_home_price,vacancy_rates
0,1.0,1.0461509007225347,-2.346716205996806,0.15381064786245613
1,0.0,4.82448748028067,0.9991022014578446,-4.252481634138961
2,0.0,2.1466058436108817,-0.6100467552646698,-4.077048151824936
3,0.0,3.0921134402804578,-0.2830230399050144,-4.035025199245962
4,0.0,1.783011403471645,-0.740648654733473,-2.4629230445599606
5,0.0,5.214630573833938,0.38457190150675813,-3.3060168026241676
6,0.0,2.230416725685237,0.9553445353673491,-5.109152547094441
7,0.0,-0.05227336406696237,0.28449408562052814,-4.389773658078115
8,0.0,0.767072556857761,-0.3253468158917504,-5.006748257598349
9,0.0,3.5354145374913815,0.06457594523384935,-2.3396557227709867
10,0.0,3.509511682602848,0.2822618659461775,-4.921161357504332
11,0.0,4.447027419377797,3.7112717013381866,-8.07230486791601
12,0.0,3.829144606486299,0.32445219842831485,-5.055524561296862
13,0.0,1.5663455325136049,1.4347181704665832,-5.62828248884304
14,1.0,0.5076325859962725,-2.605953336850213,-1.0551426462680253
15,0.0,2.374766615847086,-0.44664470193279604,-2.5464864898155737
16,0.0,3.1763903639081423,0.8851839753350375,-5.996179462597267
17,1.0,1.7528549232240809,-0.904901283247226,-2.7543562047672747
18,0.0,3.4121275694024065,1.0523422613729263,-5.677591702134668
19,0.0,1.807355928030189,-0.7579543246577976,-2.618983714279562
20,0.0,0.5008528368522169,1.600259274754557,-6.64463007447903
21,1.0,2.364255825599335,-0.6824858037184496,-3.490247109936164
22,0.0,3.6704856499324348,-1.4003511718471886,-1.1565904374688114
23,0.0,1.3870065385717236,-0.22026557607209285,-4.0394053748971075
24,0.0,2.485684829624524,0.24867569241348264,-3.896723849011785
25,0.0,4.105922774574679,-0.24496995976921399,-3.444834923201106
26,1.0,3.2413053154309495,-1.4959684342046267,-1.7121112257889601
27,0.0,3.2786588606596565,-0.34189978142100813,-3.1812304824865314
28,0.0,2.7285855532834,1.5311301431434523,-6.443384246205011
29,0.0,1.075112897973097,-0.23205919200185948,-3.8685157280643083
30,0.0,0.8577727357827956,1.4397788100439066,-7.03504134871749
31,0.0,5.6913147675086595,0.14516257121789922,-3.1396040354870838
32,1.0,1.25144518890611,-1.6585055752799114,-1.4849812548332917
33,0.0,0.0316884180399426,0.13949616974369405,-6.21615324983087
34,0.0,1.0489156103697137,1.2837711843915574,-5.807511314062211
35,1.0,2.788303120494055,-1.35845492067332,-1.9131752519047276
36,0.0,1.5334209553135696,-0.08497768983052617,-3.915785142630728
37,0.0,3.6904184623721354,-0.9569884654882049,-4.196690663732918
38,0.0,4.176541395781918,-0.39354909563150386,-3.008635893576861
39,1.0,2.6007801858728516,-1.04146975676804,-2.499322509627638
40,0.0,1.263746353771517,-0.6878852554461841,-4.132421599596068
41,0.0,3.380601450729464,0.5968958103445214,-3.564355061056106
42,1.0,-0.09037177748138747,-0.29827969053640413,-4.491402067159284
43,1.0,1.9693591904999281,-2.5433224560304155,-0.7118643885060649
44,0.0,3.0184817923067357,1.9900303621131923,-7.312914141012439
45,0.0,3.8304981651148005,1.9026727439779112,-7.402643198983798
46,0.0,2.8797250531090515,0.6065858771843421,-5.983036879356516
47,1.0,2.5864913125913294,-1.1151366328606416,-3.370861065889382
48,0.0,1.0470012528473516,0.2340926565599284,-4.957154521554979
