,donation_amount,bills_passed
0,0.34236012567640167,1.152922051884781
1,-0.5831664908333756,-1.7416998383896947
2,-0.2585313040406156,-0.4295936511320292
3,-0.06510666242762632,-1.011457285772317
4,-0.08071222204344285,-0.822643396300771
5,-1.073413314734535,-3.3154422594911934
6,0.7046062412187158,0.44991515015050054
7,-0.04590777239465017,1.7697317967062258
8,0.669461170255604,2.6653282764308415
9,-0.13007676345650712,-1.1002813140589796
10,0.42372244277727444,0.027250361179556593
11,0.5771350270852845,1.2220849560902471
12,0.3456022871141497,0.020157983471819407
13,1.2974501851749818,0.41104567060569197
14,-0.044490487608876514,-0.0005152464856573308
15,-0.9037761800644442,-1.217679246990513
16,-0.22824202337790916,0.03591709155835543
17,0.7143706519799636,2.3027123574052264
18,-0.592284516865747,-1.9510483665339424
19,-0.21963650570885612,-0.6840573007577789
20,-0.19437305426123413,-0.620287231180877
21,-0.015419885686308334,-0.030906845561493836
22,0.4412079436461676,2.6435537535713673
23,1.0117295687547565,3.179758128478151
24,-0.7561005210514715,-2.481990956524558
25,-1.2531767031924645,-1.7246413896886281
26,0.6332443404749637,2.2136537094252513
27,0.3904656217609653,0.793010045041411
28,0.7018715773829244,0.762306200561662
29,-0.09637785714039046,-0.7654422605939153
30,0.05148985687040699,-0.38756286077962443
31,0.21099416738536486,1.0213075680464208
32,-0.8722950293126682,-1.4863239617031607
33,-0.11384269373171159,-1.0258429040330679
34,-1.5030754578369505,-3.2823513771352193
35,-0.17931680813376702,-1.186709023944501
36,0.7239315929902268,0.40082819156111893
37,-0.07802551638402001,0.3718977820864999
38,0.1446576380139113,0.8927919224867877
39,-0.7500989120405109,-1.2430200487330159
40,-0.03978983343056929,-0.4130097930868251
41,1.0198545749296237,2.216255726944008
42,-0.20920939426521654,-1.0197413203177477
43,0.452531868796557,0.6006060880984002
44,0.8970291971665837,2.2291337571881713
45,-2.323396031078189,-5.047340382495345
46,-0.14461370492300618,0.28914874384239253
47,-0.2561288371197601,-0.00989797779255619
48,-0.7677137723310832,-1.4600334281594611
49,0.36331317612330555,0.4579884130799001
50,-0.1215178453277861,-0.3015187084718748
51,0.5883646426396609,2.673016333917805
52,0.0056168283597964165,0.12237663526465034
53,-0.07279005855495062,0.5923672415651752
54,-0.21124584806664357,-0.1648347014496418
55,-0.45747724853931626,-0.10107048685691755
56,-0.13352020580602555,0.857415010569074
57,-0.16201182325619784,0.1724228201168539
58,0.37617465170306025,0.7313083220976386
59,0.5630767409537728,1.6713845856343632
60,0.21243568736121618,0.6299747692043927
61,0.09150487281875659,-0.830309504390224
62,0.8056325876858288,1.9085529599367324
63,-0.5686027590441115,-0.9981116242007777
64,0.25781583613996867,-0.12061114077663593
65,-0.6025653284656007,-0.9322173347716811
66,-1.0132618619220815,-2.398297948029602
67,0.44249175685911873,1.9670314510902016
68,1.2103480192477283,3.385920309152707
69,-1.13386001002135,-2.5535401400550843
70,0.2195353841657867,-0.2600875052312986
71,0.465795903895244,2.0193876362612926
72,-1.0073662443200586,-1.4406687496512216
73,-0.4475080423199735,-1.9836484068661093
74,-0.05678310462689245,-0.7499183030311389
75,-0.6974687201452361,-1.2016159480398203
76,-0.7277542202640029,-1.2163945207751954
77,0.19278284907116833,0.6267336652150651
78,0.5576262336211794,2.434767596049279
79,-0.49565299558043174,-0.8380632045714393
80,0.39801195909771986,-0.3261071120470541
81,-1.0269931207136378,-0.6758790310890839
82,-1.2908458729785144,-0.8712147556022638
83,-0.21804097679320805,-0.24042496571713734
84,0.37047021589624024,-0.46702046532942176
85,-0.6155995244598584,-1.2535454703910789
86,-0.7156603322194529,-2.3456402152970437
87,1.3194443656319368,2.5102644020833043
88,-0.5235326025244579,-1.5743430596850896
89,0.06635662848228972,0.8249090641343556
90,-1.024724510924772,-3.2584842238720344
91,-0.15479889540972355,1.1413170824218128
92,0.5103238791220996,0.6291646645125386
93,1.0527738171887753,3.055384215135754
94,-0.37695512654504426,0.12672165424118542
95,-1.4879396449552764,-2.347637978570945
96,-0.46288128385292,-1.2948146914588887
97,-0.6013205925601007,-3.6073401663114324
98,-0.8854733800846224,-2.8196074908704523
