,innovation_index,releases,sector_market_share,var_3
0,0.0,-6.543349561677668,3.428362759220608,27.50390820172355
1,0.0,-11.897548965524106,5.145635181825984,47.010352325281325
2,1.0,-13.473803915665098,7.086553971094405,53.509276924937154
3,0.0,-5.282741975454324,2.8005173672533754,22.088056868790712
4,0.0,-12.311803588957321,4.796598194269182,46.375670207395025
5,1.0,-10.02977812835977,4.914499464290246,38.607093330111844
6,0.0,-11.174983122969241,4.697108272771166,45.101135604483154
7,0.0,-6.627067539963437,2.9694705382548987,27.207811261438625
8,1.0,0.6305032430780332,1.2375473075599746,0.4265851330513054
9,0.0,-10.024704518266065,4.3400199932696095,39.738921268433415
10,1.0,-6.930982212303108,4.220903754132343,27.91051186127349
11,1.0,-5.882922712249049,3.9101251837666764,25.67143572207308
12,1.0,-6.9918276894223625,4.180904614683892,28.24744000594076
13,0.0,-10.687397053793267,4.4347438613187045,42.06612161910331
14,1.0,-9.500156303495302,5.510380129099197,39.51462240493927
15,1.0,-4.697361726953586,3.4055360063128415,20.037575114056917
16,1.0,-7.333607898519764,4.276861970674506,30.21293803430914
17,0.0,-8.290808878050642,3.5343588430421216,32.75547944910164
18,1.0,-4.679984187180892,3.555848338083201,20.365986807323583
19,1.0,-2.3696191383360468,3.0647186396611956,13.496732569322468
20,0.0,-5.874850721298332,3.013597640684525,24.90644283873521
21,0.0,-2.151491318938357,1.3158296617328387,10.468749491034814
22,1.0,-8.4739381710108,5.1404148049731235,36.0349490978605
23,1.0,-9.766733158596447,5.4611681527640386,41.197192884269995
24,0.0,-14.184333471378144,6.354482764989147,57.518124534399604
25,0.0,-2.643915088627663,1.7969933456727936,12.136205794840441
26,1.0,-4.658391901320622,3.694180815283129,20.803263408907362
27,0.0,-8.404267299088954,3.813872693074001,33.80458094933635
28,1.0,-3.7191486903753272,3.0557067294944082,15.972880776369928
29,0.0,-11.857242811829442,5.610904450589091,49.516943209730236
30,1.0,-3.452571939297278,2.875900144613712,15.59431427294519
31,0.0,-11.816402862550127,5.252611694629332,47.41338728259183
32,0.0,-4.776436766292674,2.3103913687831064,20.24445821671849
33,1.0,-5.971995074788586,3.7769637825888034,24.07652425245566
34,1.0,-6.1605545125136585,3.935955819702363,24.830950202617586
35,1.0,-6.263424242411156,4.0293971259263355,26.186674154437082
36,1.0,-11.633920166121582,6.425386315044051,48.95924921966941
37,1.0,-8.701384498823224,4.9018257618494925,35.21169619185036
38,0.0,-11.60853112281377,5.3325035962048055,47.058763998950184
39,0.0,-3.9097347796106634,2.134655827837673,17.230412163011444
40,1.0,-4.173335203730865,3.247448591785002,19.102658251768005
41,0.0,-10.074644435473722,4.51527615852229,40.83949739887537
42,0.0,-8.344840734266167,3.5080055718198935,33.32901893855881
43,0.0,-12.052914677717036,5.118564058266313,47.72944384028766
44,1.0,-4.937636550713249,3.929731204493681,23.28962694815112
45,0.0,-7.108883115453996,3.4082730762328066,28.604630070252494
46,1.0,-4.658006137611476,3.4918834391180966,19.74562184186035
47,0.0,-12.101178434547379,5.354033530184988,47.31353631539784
48,0.0,-11.349825959732204,4.737862080631357,44.063209207761176
49,1.0,-3.7459127036427953,3.064791704429765,17.0631101000106
50,1.0,-10.376959016851403,5.9018452222059254,42.39839968357691
51,1.0,-3.984390710656704,3.12935310076039,16.788497101140905
52,0.0,-4.24121143575846,1.8599916843223534,17.19547794790268
