,interest_rate,var_1,median_home_price,vacancy_rates
0,1.0,-1.2532182948232107,-2.8647611884401245,3.031556084477858
1,0.0,-0.19640015583192816,-2.6744923944746177,8.279204714270804
2,0.0,-0.9653266784990213,-1.3444482871035501,3.5077591384847304
3,0.0,-0.3231940270156958,-1.3989884428012398,5.863038936493923
4,0.0,0.06646561600399026,-1.4384806070353862,6.183137660745468
5,1.0,-0.9247389218107736,-1.5695925668978041,2.430014443683286
6,1.0,-1.0274116824813675,-3.5955452933255994,4.013615829914255
7,1.0,0.031348934201633954,-1.9396480664050753,4.8243783070554755
8,0.0,0.2927479467551396,-1.4617643396094269,6.9582414644295625
9,1.0,-0.533568931281449,-1.6860441097483192,3.3782194552066125
10,0.0,1.1045272319463417,-2.6089786791574126,11.323757615760154
11,0.0,1.4587670699437456,-1.0667162389800855,11.463691515668785
12,0.0,-0.36658916703648126,-1.3358525235543262,5.592141217609971
13,1.0,0.07108202217904108,-1.471973673744855,5.918029982882787
14,0.0,0.41253619604189357,-1.834681519979408,8.180667509252398
15,1.0,-0.24807496269213858,-1.3772503168417274,3.2656934449036217
16,1.0,-0.6644396193925447,-1.3250825927568581,2.7344228903712735
17,0.0,0.7160529826419537,-1.664385528854665,9.109278931080457
18,0.0,0.5638509562812952,-2.3967049762681283,9.360846758984213
19,0.0,0.6653953391141283,-0.8144194070692201,8.697610295628756
20,0.0,1.2301340155200524,-1.3187070525582798,10.964125318934121
21,0.0,0.8507069672606835,-2.035217356679594,9.97354282436477
22,1.0,-0.08229622637233935,0.09391151939112086,2.521229236382722
23,1.0,0.38655174873615444,-2.2634890980879807,7.706954728569501
24,0.0,0.45875471368049825,-4.40026653359417,12.91175120551517
25,1.0,-0.058246968459283344,0.07402608068351424,3.0575960302649077
26,0.0,1.425425917950808,-0.6809634510847169,9.892145409278974
27,0.0,1.5122774946982678,-2.5737315059743273,12.282753294365287
28,0.0,0.4443670373275508,-1.5773272731813577,8.270626488474836
29,0.0,0.523673704512903,-0.09825599514656225,6.639069102458494
30,0.0,1.3181390234633081,-0.3212207106561207,9.837922330052404
31,0.0,0.25850342314958247,-1.2515492001555777,7.108885075020183
32,0.0,0.4832430377073144,-0.6157907357954642,7.320010608234213
33,0.0,-0.2028699386015954,-2.582690579851465,6.863291233814053
34,0.0,0.5414390339503365,1.2940023531679752,4.159472263579497
35,0.0,-0.4320629240489273,-2.224852867797632,7.127170104696351
36,1.0,-0.48208765551724,-1.4654196188644257,3.5314741186043106
37,1.0,0.006140224314852227,-1.088981747909194,4.220715545809211
38,0.0,-0.24459530309579292,-0.061265570207656994,3.77141794412681
39,0.0,0.575913514782207,-1.3030110148435534,8.141212402792243
40,0.0,1.5927108326828228,-2.00673527456313,12.34769706702366
41,0.0,-0.08914232841278058,-2.170259521858447,6.127224404141712
42,1.0,-1.2134937908658203,-1.731514100408817,0.6256982432159783
