,innovation_rate,var_1,customer_satisfaction,total_releases
0,0.0,3.099300404380404,4.392508984976312,1.516315904578601
1,1.0,3.871906575969179,4.315280325167898,12.00486850514139
2,1.0,3.5724802924035766,2.193780112164652,14.746864946658738
3,1.0,2.466508905084094,2.744730431982854,10.388479004735604
4,0.0,4.298359772698561,5.104276749614168,6.054077761273269
5,1.0,3.0541119730654094,1.728749923638567,14.692951379407283
6,1.0,3.861356869464303,2.9740377690224338,13.320725276853109
7,1.0,4.48204139564447,3.616334096095566,13.097789108687026
8,0.0,2.0536804640031647,2.9777257049902293,2.791450479510389
9,1.0,4.4128108139410855,4.506663216582978,10.964497176015698
10,0.0,4.147882913387511,4.363962820147924,6.198008128714269
11,0.0,1.7473207879584984,2.566774101653505,2.4768832616323175
12,1.0,3.9296761358158188,2.123972673162369,15.845663498064733
13,1.0,4.592640496078627,3.3618307790883053,14.836819892172663
14,1.0,3.9294020906730407,4.122351984434115,10.993515242183797
15,1.0,3.0602788138379187,2.7126775911304817,10.681888544508457
16,1.0,3.7976057204830735,2.764701875541256,14.346860773548173
17,1.0,3.1649915698053643,3.0116553271953896,10.05790852901445
18,1.0,3.092462184570228,2.788412189735264,10.506703106801355
19,1.0,3.14121934379549,3.235014599169624,8.871877452005428
20,1.0,3.080027833289307,4.031467561424834,7.38423694187141
21,1.0,4.089413636446873,3.0000284599637586,15.837943487694993
22,1.0,3.0097442841531437,3.5751032931373166,8.388939348174395
23,0.0,1.4502199218045435,1.6965294844081305,1.8585325651582858
24,1.0,4.025442787320432,1.8845869891384621,15.246540901122515
25,0.0,1.5106066711166075,3.519238210432385,-2.107285273559487
26,1.0,1.9361857470845325,3.323858801163224,5.314019015994964
27,1.0,3.3447359179334653,3.267182148212199,8.179742385729611
28,0.0,3.0455662703929063,2.7041643462664453,8.611500451211658
29,1.0,3.500745406393527,3.034108627886363,13.541263677431306
30,1.0,3.5863909629046073,2.466994463801367,15.037640071933868
31,0.0,3.066129431958666,4.721337389744215,1.9192085917540558
32,1.0,3.2471872120310863,1.9241163847847758,14.281917852309551
33,0.0,3.1180570030446875,4.4539825347855775,2.3153540348821733
34,1.0,3.6913849995359196,1.9695207785020528,16.830107879246945
35,1.0,3.74942922300769,1.7440442034299162,15.83338748492649
36,1.0,2.866567005461185,3.0169242752492362,10.583838883481477
37,1.0,3.9519087488567397,4.949242639988811,7.640793701736288
38,1.0,3.334144801509,3.6672319872351973,9.422063591868602
39,0.0,2.0159755867069524,3.6885161837080607,1.7304650541585405
40,1.0,4.104822369817638,3.4943083827542174,12.996207289441298
