,member_party,var_1,bills_passed
0,0.0,1.6723022259246174,6.656812550697449
1,0.0,0.3842046976962771,1.9205260066863798
2,1.0,-1.8919871956125207,-5.845415603187384
3,0.0,0.42399808062715105,1.6232599762945963
4,0.0,3.110919639183252,14.600306525506225
5,0.0,1.8386364088844074,8.450019675401268
6,0.0,1.7184096808742788,9.814046511608057
7,0.0,-0.8455136263849079,-4.763334828208058
8,0.0,1.322056283596137,6.055243601692427
9,0.0,1.4125692297945285,6.64354276281714
10,1.0,0.08652458359572683,3.591078625511055
11,0.0,-0.47730630169766575,-3.0652453434885416
12,0.0,1.7235217091550976,7.190368403451073
13,1.0,-1.0724960432602224,-1.2634183178592966
14,0.0,0.6420497086848822,2.7183831098615423
15,0.0,0.029191027813048886,0.1759392172434145
16,1.0,-0.584108690490315,1.1001873548677907
17,1.0,-0.21705161111422433,2.164489156283723
18,1.0,-0.03063606738597016,2.391255373578633
19,0.0,0.8363692246126907,4.708573799091471
20,0.0,0.42313808511740425,0.6742602706598253
21,0.0,1.252500510728097,5.293388082759246
22,0.0,1.8505560327835129,8.075026202567875
23,1.0,-1.1048589514136276,-1.23053521546637
24,0.0,0.8909185530823971,4.078943291334955
25,0.0,1.0263749454640996,3.0389903176168653
26,1.0,0.20162210042124573,3.7082800294511418
27,0.0,0.5015500379779542,1.907668150659385
28,1.0,-1.3914291053649979,-2.5715359555322213
29,0.0,1.2695111345422454,5.490614831356563
30,0.0,0.6831475627659201,3.0814451083609375
31,1.0,-0.817278758364754,-1.0725257474819312
32,0.0,1.5548726354496847,6.345790551221293
33,1.0,-0.33123608282285927,1.7635178671328644
34,0.0,0.36253781301688237,1.0030127093854762
35,1.0,1.2937058332022915,9.51202614905408
36,1.0,-1.0005530456832377,-1.606029623174386
37,1.0,-0.7640869762078778,0.20861379321815804
38,1.0,-0.5291396058269733,0.503616011444256
39,0.0,0.9021438681184298,3.760986395251466
40,1.0,0.28072930913600236,4.985105545878293
41,0.0,1.006737605859307,4.84281657183674
42,0.0,1.8552923674629835,9.171799021006123
43,1.0,0.45091283724046377,5.187587360150573
44,0.0,-0.6818050290604402,-3.2165637668870692
45,0.0,0.9601166473338433,2.331054770851057
46,0.0,0.46174281567282816,1.429492597256389
47,0.0,0.6642519060057465,3.0582186187028904
48,0.0,0.8182026441434149,1.7147220457161025
49,1.0,-0.7509706127183211,0.8429581753331024
50,1.0,-2.098207557163082,-5.516613351957229
51,0.0,0.40809504672064456,1.0259002853629493
52,0.0,0.7363509017699611,2.623998232254362
53,0.0,0.39541056677278213,2.1012998841110275
54,1.0,0.2003545308963239,5.108850605682741
55,1.0,-0.35060365303775914,1.7961263144788335
56,1.0,-0.7718040388847613,0.021670803423503304
57,0.0,1.0096863026075211,5.075902367085436
58,0.0,0.5379631767404405,2.8259729687212265
59,0.0,2.0804782648757336,9.418811122956633
60,1.0,-0.0292238717127504,1.9105827890945872
61,1.0,-0.35275122233405903,2.069290120806681
62,1.0,-1.9322533582552976,-5.835493051168197
63,0.0,-0.18841766777875113,-0.43515926443444675
64,0.0,-0.1360332619827247,-1.1085704870214288
65,1.0,0.5174677616182277,5.572147193955608
66,0.0,1.4818736745640653,6.747625110459061
67,0.0,0.46299136417676173,1.9071421630143623
68,0.0,1.6016580042568664,7.031804305162066
69,0.0,1.2631403487248785,5.504049915428637
70,1.0,-1.3118289279205368,-3.7058179535361093
71,0.0,0.6000347892065648,3.0262708143253323
72,1.0,-0.1980784329909137,2.149447863465606
73,1.0,-0.3587678656744509,3.3510716756896777
74,1.0,-0.6235239897485131,-1.0548031961567192
75,1.0,-1.6971423972641277,-3.1233536841783787
76,0.0,0.19815449164463228,1.0767068467968415
77,1.0,-1.1960840005579896,-0.8044739729258532
78,1.0,-0.3762784067176491,1.5156125296886303
79,0.0,1.5878194688050336,7.863934407057261
80,1.0,-1.402949983407803,-2.358708119599947
81,0.0,0.971134743249603,4.508426661454806
82,1.0,-1.306880099509257,-3.4907922813597336
83,0.0,1.0732032998648973,4.408793135927382
84,0.0,0.5293334831059371,1.3279812832273283
85,1.0,-0.48350754749755487,1.683382798660183
86,0.0,-0.3560306498879171,-3.1008261925419083
87,0.0,1.5107590914715594,6.420303768891263
88,1.0,-0.1612120938624031,2.836203222133776
89,1.0,-0.49423718236572334,0.7495387241444345
90,1.0,-0.40750552753527847,2.846656706124001
91,0.0,0.25769256616502145,0.9190013049527406
92,0.0,1.311337023605916,6.780436859257218
93,0.0,2.4904345429066206,12.30689575591014
