,product_demand,expenditure,retail_revenue,var_3
0,0.0,-10.35396867009304,5.421926699944857,49.028881922047674
1,1.0,-1.3345862707555294,2.6636272729786654,13.441941233114713
2,1.0,-2.6142191862116313,3.2014535946870097,19.675484360188662
3,0.0,-4.301384733729474,2.114769304771335,19.049867709248723
4,1.0,-3.853604557988862,3.6025376254772823,23.754429497142493
5,0.0,-5.059903705952322,2.3719001408892133,23.437721704405487
6,1.0,-3.188027004346483,3.6895361365032797,20.959172430452853
7,0.0,-4.04546781274613,2.0219068964961493,17.894495800032814
8,1.0,1.4375446812656207,1.6357154638856577,1.711944488805338
9,1.0,-3.2875011117085298,3.748394254845304,23.65425142165624
10,0.0,-2.483972607872129,1.4729338294852763,10.720561326185447
11,0.0,-3.6721057825221224,2.584507958748427,18.683065433135358
12,1.0,-0.46177703994853414,2.2775699245483167,9.119763573951008
13,0.0,-8.465964012183905,4.226538302484082,38.998142305604944
14,0.0,-6.109027130227155,3.3793073469442803,29.858366922069937
15,0.0,-3.0165541299255647,1.5585214775451663,13.262059151914432
16,1.0,1.0382980623632483,1.7419283669754049,2.709110368242433
17,1.0,-0.9118319035648975,2.1583220364385642,10.494883008910087
18,0.0,-7.781917377885024,3.8088266630970598,36.15590685369893
19,1.0,-5.875264918253877,4.129357580373698,33.10420929344453
20,1.0,-3.30058713176099,4.4013400338616115,25.630711863743013
21,1.0,-1.392131926134823,2.7882736863797786,14.675488171142348
22,1.0,-4.5054907036134075,4.141865611684908,28.17811509047428
23,1.0,-0.18925133812200312,2.2288404263411596,7.36077681185264
24,1.0,-2.9769062029359716,3.703001222460391,20.01763317872128
25,1.0,-0.39394214196654254,2.661335923746163,9.907347709817383
26,1.0,-2.7484184225542343,3.031033920814859,18.05200135325571
27,1.0,-0.1220859175722242,2.2262231961371945,7.779988277218282
28,1.0,1.1413110667375634,1.38557677291106,-0.5407129664357839
29,0.0,-3.6200971262073347,2.6058810893732973,18.46424708302378
30,0.0,-3.6395297134011555,2.3569309673329557,17.63377735654575
31,0.0,-5.301959580859286,3.735497701346901,28.875301243643733
32,1.0,-9.642397754756745,5.7233153499462865,49.42643393435464
33,0.0,-7.298385252421194,3.9673473233856367,34.29508461851008
34,0.0,-8.114087199388447,3.834670947949353,36.29354118096231
35,1.0,-2.842367629101437,3.725258582849839,21.502981862789305
36,1.0,-2.136953227608356,2.908725465210749,15.477495962115622
37,0.0,-7.661703031762897,3.5628244611871835,35.409731198695546
38,1.0,2.881711117482628,0.9777611317711346,-5.5107113069661136
39,1.0,-2.7058106100094044,3.0098543050468667,18.23135892044872
40,1.0,-1.4802540525913046,2.991394906411077,14.818560992291758
41,1.0,0.0346205062248397,1.5454877618101317,4.43358512544782
42,0.0,-9.354472040324644,4.9110941411864095,43.939430830316205
43,1.0,-0.5735624464508412,2.1965570405571557,9.534879647401269
44,1.0,-0.9034143242656539,2.392228359926072,10.622642449881734
45,0.0,-6.408669599216554,3.5098262012947594,29.4648531786938
46,0.0,-5.3418521990983985,3.059098366963558,25.131613451219625
47,0.0,-6.025141335306797,3.718206154498111,30.020487922048325
48,1.0,-3.3909703075595896,4.022856643515367,22.645089680482343
49,0.0,-3.1929250630865162,2.7445440095868108,17.792778646235387
50,0.0,-7.983942091837676,4.025592538186234,37.67973748829269
51,0.0,-5.563373050105803,2.9084304934060152,25.271269510422453
52,1.0,-5.453073415499539,4.762770314704039,32.58930451534219
53,1.0,-2.628120877134272,3.4349258935796003,20.31646832516715
54,0.0,-4.087707655065006,2.4534964945647073,19.0299132700801
55,0.0,-7.3841419627981715,4.405048822177067,35.38847674682588
56,1.0,-2.0128342085775435,3.180438704098099,16.643661608998425
57,1.0,-1.9036074862366947,3.038456275204466,17.52544955402067
58,1.0,-1.3778529144662035,2.589997887789897,13.920107382452851
59,0.0,-4.208691497609601,2.3861515206251855,19.6317774311862
60,0.0,-3.9044796245798548,2.0544857480549323,17.487156486385736
61,0.0,-6.124497612698002,3.1899652247077706,27.850988299873844
62,1.0,-2.6554277974189895,3.1896039357690733,19.650769246390766
63,0.0,-5.476015389134184,2.197870769113142,23.519467783424002
64,0.0,-9.339103299428928,4.767417561575794,42.62835329477745
65,0.0,-7.988850322534256,4.031433930281874,37.139567982247456
66,1.0,-3.4136336609071187,3.088617518476144,20.904094050098582
67,1.0,-0.722195155474906,2.360579092223622,10.314327109358544
68,1.0,-2.0234067706253263,2.8896440592250414,16.36344531865083
69,0.0,-7.621810746892389,3.9576076352187344,34.8988610692249
70,0.0,-9.605800299473712,5.039869550103032,44.85547740305391
71,0.0,-7.509997569995416,3.9528518936939916,35.96289040862936
72,0.0,-2.6196146807028864,1.5057605566874646,12.409527418589157
73,0.0,4.107135950163412,-1.2523336268640568,-17.995010898927784
74,0.0,-4.66274292578339,2.4105784958402223,20.31206399397289
75,0.0,-0.39906766155206574,0.36900863432750297,0.5829132093619971
76,0.0,-6.148482706685055,2.948314918000369,28.49128935234636
77,1.0,1.8174302661644521,0.6423854854373943,-4.043633590143786
78,0.0,-6.621509347387206,3.636177082456689,31.447228670734052
79,1.0,-3.9049681426976086,3.5665528225394034,22.988492147257215
80,1.0,0.38039761650516146,2.3029756441211116,5.378491097614818
81,1.0,-3.634174899796046,3.4467159801409712,21.701409881415817
82,1.0,-4.596428396616225,3.5807373083750207,25.526744273431067
83,1.0,-1.886170182792597,2.597800042318227,13.312340215458438
84,0.0,-5.3866434754692145,2.9422469300979075,25.66107073871857
85,0.0,-6.0221917072185445,3.065493500054034,26.87995127563737
86,1.0,-2.7740827384444873,2.871678223483554,18.16860388313913
87,1.0,0.2557845583283811,1.926892599173936,5.524753650609346
88,1.0,-5.976473710801679,5.1363015460419135,34.84105803942866
89,0.0,-9.234313064160997,4.867545947412989,43.35045250537253
90,1.0,-1.3687122530941274,2.552179410400985,12.319883645399726
91,0.0,-4.887181042374856,2.5906994596792234,22.87600291177574
92,1.0,0.5513479449888625,2.1021950630918873,4.43007469058478
93,0.0,-7.191951789667526,3.4006427442367513,32.537025277443966
94,1.0,-1.1640249631553543,2.5788456302876246,13.012458901790971
95,0.0,-6.290939562663493,3.2151320399742827,29.489320178935333
96,1.0,-2.95059152767372,3.749845585197499,21.596780213338267
97,1.0,1.143459697690069,1.014537704811835,0.6917381069745024
98,1.0,-2.260477824480927,3.062482182501725,17.14981651203427
99,1.0,-2.5271259165448154,3.112729593155981,18.703542505751418
100,0.0,-5.46557288036317,2.4405490146865176,22.87834493561412
101,0.0,-4.369528254385795,2.929745025833189,22.21219803590309
102,1.0,1.6530766639960426,1.979748225709941,1.2645016015904802
103,1.0,-3.7788436333014293,3.785416425762936,24.19766386404651
104,1.0,-0.7701682732193593,2.4696289808299747,10.514967272363585
105,1.0,1.8858979863806882,1.0343724939820205,-1.608003480604102
106,1.0,-5.129242456454572,4.816804673235924,31.240643809909894
107,1.0,2.0305366273439067,1.3311712795703299,-0.8153495076356285
108,0.0,-9.442416380267051,4.546077631451238,42.52475608194223
109,0.0,-9.05602414017493,4.481507271732913,41.41874401191149
110,0.0,-6.534730939443221,3.206888939894135,29.718907675013803
111,0.0,-5.602019247460906,3.4252495253531707,27.169668608218565
112,1.0,-0.5968089127653222,2.5109054457695095,11.533868538768221
113,0.0,-9.567086050435039,4.735865244814957,43.31457400463928
114,0.0,-6.2183593187398625,3.0004706219181836,28.300519474276392
115,0.0,-4.21805598807258,2.58904822463701,21.458827241067468
116,0.0,-7.272114320526386,3.550139713537579,34.41119872923071
117,1.0,1.1526532655815245,1.8486073494855046,3.3184455161834103
118,1.0,-6.183519551308703,5.025071132128689,35.42251808348399
119,0.0,-7.055215839856336,3.638452545443059,33.78499084472256
120,1.0,2.3646085742439142,0.06084196049526902,-7.467128486353628
121,0.0,-9.647438025720676,5.045108021502616,44.674003447098464
122,0.0,-10.331114215286796,4.754804071107383,46.78705077950247
123,0.0,-3.9818401563422077,2.1438047934721842,17.54689926153956
124,1.0,-2.6422118912784747,3.6848024210779844,20.806880370550644
125,0.0,-9.408430290569976,4.7700064349512115,43.60886334703885
126,0.0,-8.059202474308817,4.452418978310641,36.70910046621951
127,1.0,2.6533907244962247,0.8065659716104951,-6.020260524207508
128,0.0,-6.220644134829471,3.550802766231491,29.740935113300267
129,1.0,-2.24844596448695,2.866187002083872,17.6999121824332
130,1.0,-4.271065576548526,3.920756099048834,25.88422433905287
131,1.0,-5.664263059309505,4.582211311531421,32.507397023216775
132,0.0,-5.571375932385184,3.253900934840247,26.574691229768785
133,1.0,-0.7768157588667182,2.8227400252466994,9.86515566200416
134,1.0,-4.144226889055246,4.458829568219806,29.358034645344617
135,1.0,-6.5891404376344,4.77162131330617,36.45491712659952
136,1.0,-0.07726087590251607,1.981030929504919,6.793058765068925
137,0.0,-2.734288659326679,1.8128068187005046,13.414085454878862
138,1.0,0.5210852430726903,1.5091999666280704,3.5196065660667837
