,store_quantity-0,store_quantity-1,sales_online-0,sales_online-1,product_demand
0,0.0,1.0,-4.424886013784772,3.2847167122174543,-16.486867728342204
1,0.0,1.0,-4.464328073954488,2.5717934937497833,-15.438721660184175
2,1.0,1.0,-3.6937989084926883,-3.0396076872332385,-0.9837905083441625
3,1.0,0.0,-3.2232720904061396,-2.2019536731978944,-3.5061544174238897
4,1.0,0.0,-4.591589962556476,-2.884361572899791,-0.9121630766889073
5,0.0,1.0,-3.5883109778050724,1.77483173233212,-13.69275867144557
6,0.0,0.0,-4.628893740602226,2.440625464305932,-4.520386456923333
7,0.0,1.0,-4.814705666864069,4.234020398631153,-16.66005873543486
8,1.0,1.0,-4.430259863086308,-1.9258329572766726,-3.1545347149079404
9,1.0,1.0,-4.651525354825124,-3.192973764522764,0.15474195269380564
10,0.0,1.0,-4.940544194973207,3.810648025339955,-16.878565698331
11,1.0,0.0,-1.5768689473320308,-1.1458914797127822,-6.044493339059353
12,0.0,1.0,-5.7557922702981275,3.4975972207844253,-16.758058045972536
13,0.0,1.0,-6.108466276097959,4.230108725547909,-18.139667970937776
14,1.0,0.0,-5.368795495920823,-4.127880233708859,-0.10581806637065538
15,1.0,1.0,-5.851635217465484,-4.075069496568068,3.9272616539667466
16,0.0,1.0,-4.796510618352633,3.3476138385522733,-15.4457515750294
17,0.0,1.0,-4.416497902136008,3.596533725861647,-15.889158655929945
18,0.0,1.0,-4.117399863034698,3.2329357701249775,-13.497816229469786
19,1.0,1.0,-3.617135004221084,-2.369915625670738,-3.7859774137712443
20,0.0,1.0,-4.619816323116789,2.4920014533376036,-14.142997434287878
21,1.0,0.0,-4.383524417945427,-1.7653176112780606,-1.4445362181342924
22,1.0,1.0,-4.379633250334815,-2.4522140029832094,0.733449077314777
23,1.0,1.0,-5.512168363901915,-2.834121972038605,0.48116877476359665
24,0.0,0.0,-3.569428848700829,2.587137410484921,-6.5704158858308395
25,0.0,0.0,-3.455096092362242,1.9387795378580521,-4.673417906739014
26,0.0,1.0,-5.311521860082215,3.038766429490633,-16.122792078429008
