,member_party,var_1,bills_passed
0,1.0,0.4189935114338308,-1.2756620443482873
1,1.0,0.7254941612120149,-1.6633719248306256
2,1.0,0.008134449911300856,-1.4246055887309255
3,1.0,0.655102856712186,-1.4030925495466549
4,0.0,0.28915885822294674,2.42795237936046
5,1.0,-0.2728284351184487,-0.427052451280834
6,0.0,-0.6728569290831021,-0.8721121841319834
7,1.0,0.7879959422021414,-1.4674682274970887
8,1.0,1.0611372230423286,0.18632449700295028
9,0.0,-1.4398371717178027,-0.8030243182778259
10,1.0,0.8725509191081464,-0.04287570129838647
11,1.0,0.0006248645621717563,-0.606016256013052
12,1.0,0.5653080544379011,-0.6689899415476059
13,1.0,0.9711749959597298,-2.7874714086899344
14,0.0,0.3008922893631054,0.12017073910212869
15,1.0,-0.02924648494918583,-0.581279543316858
16,1.0,0.8619521554743447,1.6429284466316716
17,1.0,0.8420325506868016,-0.6895922140527468
18,0.0,0.2421798457353352,1.1171618815158963
19,0.0,-0.41178181873308495,1.955463651910952
20,0.0,0.03308117681466677,3.134955371302619
21,0.0,-0.2881729554038627,1.2539517459022
22,0.0,0.043453828226234364,2.086858540862808
23,1.0,1.1585013140030012,-3.149379854283737
24,1.0,0.5092677949314675,-0.36940322825630334
25,0.0,-0.8525428424635633,3.097798828932239
26,0.0,-0.7932456578087668,1.259358588358812
27,1.0,0.5264190135016313,-0.9019186351787287
28,1.0,1.3367394842326452,0.43790701111722186
29,1.0,0.5752541547181662,0.19188572214460642
30,1.0,1.4494955702427172,-3.382827368637776
31,1.0,0.5482013676822293,0.028905743663511174
32,0.0,0.012755397640904886,1.831518075611373
33,1.0,0.3093968732419341,-0.13679384346417978
34,0.0,0.21758939684177092,0.6917843539815762
35,0.0,0.5860869386817965,0.9984295713041778
36,0.0,0.29747814955107743,2.345800671926513
37,0.0,-0.4870398927161176,2.299668263143327
38,1.0,0.6734660276222071,1.1755375556312968
39,1.0,0.36906184181429047,1.5342850932743288
40,0.0,-0.05241367655846185,4.015439227975393
41,0.0,0.164486758527288,1.7683822831465124
42,0.0,0.26026806021298104,3.3537087216182657
43,1.0,0.06862345958542074,-1.3459252560338588
44,0.0,-0.5918384773469757,0.9386461819893195
45,1.0,1.1933886250997316,-2.608146157751201
46,1.0,0.10927969472711686,-1.6565799294467323
47,1.0,0.4073216512162695,-2.189508892444071
48,1.0,0.6981014037887022,-1.5611232363728282
49,1.0,-0.3112402153262529,-1.180900862016089
50,1.0,2.175505056942434,-4.357818230721454
51,1.0,0.8607931148582953,1.0914124551385123
52,0.0,-0.055326821191883424,0.034544806187011716
53,1.0,0.14415665470468209,-0.46257590570718166
54,1.0,-0.1074679487804463,-2.9837571294188105
55,1.0,0.9982698286875776,-2.221594582232361
56,0.0,-0.7788438989630163,2.0126354287645336
57,1.0,0.9872968996563644,-0.6747215565009466
58,1.0,0.762146214578537,0.1865353526648259
59,1.0,0.31174199746106945,0.1339027229397014
60,0.0,-0.721042850830172,1.0806469964349525
61,0.0,-0.2895674080466892,0.2176166202386732
