,product_releases-0,product_releases-1,innovation_level-0,innovation_level-1,units_sold
0,0.0,1.0,-5.466232600490153,3.104523139292321,-10.315526527421698
1,0.0,0.0,-2.55555768601993,1.5310555751747774,-5.865466634700298
2,1.0,1.0,-4.279300365307582,-2.0442386158276604,-2.8810540498413433
3,0.0,1.0,-1.9352605622357681,0.6755853411039039,-10.630936887894379
4,1.0,1.0,-4.248055667145721,-1.6995106159426867,-3.1742397376890032
5,0.0,1.0,-4.613423749238377,1.1703698798847837,-5.277515199587636
6,0.0,0.0,-4.091023268269694,1.215264590314101,-2.8648745888503275
7,1.0,1.0,-3.6714441069031243,-1.560905950159262,-4.47994768026445
8,1.0,1.0,-4.665581542006452,-2.070231283112549,-1.630938805763841
9,1.0,0.0,-5.636415575716663,-2.6576851629328613,3.1751223043982204
10,0.0,1.0,-4.416275592938987,2.172292956424795,-8.733419045171324
11,1.0,0.0,-4.679809357780732,-2.0380460600373054,1.145376315442535
12,1.0,1.0,-5.611026006845301,-2.3619438485877207,0.6876125737255667
13,1.0,1.0,-4.31892865456908,-1.6237890226148997,-3.9646912575002604
14,0.0,0.0,-2.094976574524863,1.148013873813946,-6.9232799348452385
15,1.0,1.0,-2.5427946154477175,-1.0299493323849622,-8.76977406504534
16,1.0,1.0,-3.8477622798009516,-1.444665658966833,-4.051390483781136
17,0.0,0.0,-2.3557508092938226,0.04360331718371746,-4.403176923266329
18,1.0,0.0,-4.855003461562692,-2.5772280836186874,2.7724673750081195
19,0.0,1.0,-4.0730777129472795,1.789899554567796,-8.458726378512601
20,0.0,1.0,-3.94604563905673,1.5434630239955855,-8.028419711963885
21,1.0,1.0,-4.605262679239709,-2.41381983264426,-2.2892307513955377
22,0.0,0.0,-4.300412692958136,0.5759136372758105,-1.2239422751838287
23,1.0,0.0,-4.403845201573118,-2.1179491159078476,1.9480462691322575
24,0.0,0.0,-3.5719011195174444,2.097907938075968,-4.581666288097676
25,0.0,0.0,-3.929551310456114,1.276103131656614,-2.454351706935358
26,0.0,1.0,-3.833060453546927,1.433544970125572,-8.23412267620488
27,0.0,1.0,-3.5302101049094334,0.37135470251638947,-7.621141608850444
28,0.0,1.0,-4.227073775572011,2.307000475591605,-9.55664917175422
29,1.0,1.0,-4.494803797142705,-2.0972112125948437,-3.100839588744508
30,1.0,0.0,-3.2111617313039598,-1.1940396915511757,-4.224911962177811
31,1.0,1.0,-4.215616737906839,-0.5242967123635995,-6.281787639368684
32,1.0,0.0,-2.790364626195484,-1.5054012008794102,-3.0261927830035895
33,1.0,1.0,-5.264798556874423,-1.8189038568560025,-2.305813396573725
34,0.0,0.0,-4.512523351037603,2.55741634291194,-5.08571146280828
35,0.0,1.0,-5.1376438225537235,1.159274006943519,-6.334405607025129
36,0.0,0.0,-4.467433455256839,1.9106422549791586,-1.7851975132488649
37,1.0,0.0,-3.131548737277945,-1.1606029699038842,-3.8696058436082543
38,1.0,1.0,-4.85099868499324,-1.289695342347572,-4.089108559946048
39,0.0,1.0,-4.669666721977565,0.8466846468146707,-6.146618755961825
40,0.0,1.0,-4.808165309894919,1.7553043508082369,-8.391367035933676
41,1.0,0.0,-2.3491615547029845,-0.16440023382258884,-6.778072784160786
42,0.0,0.0,-4.207643797810255,1.8233192961874098,-3.3963590148185663
43,0.0,0.0,-5.132882323890966,2.6677958960575983,-2.022496216142768
44,1.0,0.0,-3.435655316024482,-0.8769655567470849,-3.941127974914324
45,0.0,1.0,-4.256995090552628,0.4914444880012514,-4.8505686289057195
46,1.0,1.0,-3.5270103886517803,-1.311713675247519,-6.692149605948519
47,1.0,1.0,-3.6461489386002555,-0.7218411920512787,-5.666255692851325
48,1.0,1.0,-3.282883945489209,-1.4937218659175424,-5.981005961113835
49,1.0,1.0,-4.23132791114502,-3.9619734047092847,0.8535256483381901
50,1.0,1.0,-4.4939749855732085,-0.6263008709948239,-5.868385646493307
51,1.0,1.0,-4.358274993402773,-2.000021855828819,-2.679439571945272
52,1.0,1.0,-2.9179858711326703,-1.2826345221754554,-7.753392292854636
53,0.0,0.0,-4.583101351268173,2.0258671359229683,-4.672552374810578
54,1.0,0.0,-4.271519214027169,-1.9024641138074514,0.27541853650448944
55,0.0,1.0,-4.734097375580706,2.281317163463815,-8.107512069067973
56,1.0,0.0,-4.952108910314775,-2.882520105582082,4.096884336713095
57,0.0,1.0,-4.345791855223343,2.3659388488934927,-10.56016684226443
58,1.0,1.0,-4.6015380515343995,-1.9383694583999647,-2.690459932580662
59,0.0,0.0,-4.1584915019524535,1.0846503413920487,-3.155348385748386
60,1.0,1.0,-3.894926808564623,-2.2519657520566714,-2.5160675553136223
61,0.0,1.0,-2.8585072705333427,0.4194638211433498,-7.466977173821061
62,1.0,0.0,-4.348606291032709,-1.559794703105463,-0.19743166955102254
63,1.0,1.0,-5.0038637166113435,-2.2405503425126057,-1.356811934097208
64,1.0,0.0,-2.9106602364541994,-1.3111394548728064,-3.7622332059764236
65,0.0,0.0,-2.675582983828244,1.1807842927682721,-5.002020286700493
