,life_expectancy,var_1,obesity_index
0,0.0,2.5716035944093303,-3.2761796545964446
1,1.0,2.361116655960644,0.18786472075333283
2,0.0,2.9648237407874296,-1.0913502419492667
3,1.0,1.0343960077308791,2.568874472058433
4,0.0,2.888107398400602,-2.9118603073607146
5,0.0,1.1248559431746816,-0.697508904036432
6,1.0,1.9911105652669931,2.221988488011982
7,0.0,2.913687245558228,-0.7855900888471297
8,1.0,1.0892213951132292,5.021400794345403
9,0.0,2.6025661717449107,-1.3875087868741869
10,0.0,1.5801017759393816,0.5894773847945387
11,0.0,1.0564472123780715,2.6857415122718296
12,1.0,2.5790560380041754,2.31308152144182
13,0.0,1.0477926863254683,0.11579839371123324
14,0.0,2.0399895371208476,1.8411525005719858
15,1.0,1.6227348194016207,3.276884040950137
16,1.0,0.8950741838860037,4.227383974473276
17,0.0,1.1103753615923444,0.5354932417231835
18,1.0,0.2705898224558805,4.8441108441898395
19,0.0,0.12366092243105209,2.1116402653151254
20,0.0,2.851148685376932,-3.7045299038150024
21,0.0,0.9451112799387636,0.453557899358876
22,1.0,-0.2625172226960939,3.2812839904853996
23,0.0,1.866763761299294,-1.248936996618283
24,0.0,0.9542555598200727,0.08182661647148226
25,0.0,1.4861618918759665,-1.143723469800528
26,0.0,1.1006027921252066,0.028306773292298137
27,1.0,1.690852025828232,1.107421229704748
28,0.0,0.39821903697410543,2.8635918903799364
29,0.0,1.424865224873141,-0.4650674843638025
30,0.0,1.5303457358256438,-0.2467472077862245
31,1.0,2.0775742332711937,2.410402258192488
32,0.0,1.6457504239204512,-2.244499704823985
33,0.0,4.251272687331426,-2.8282938136449043
34,0.0,3.0520558735023466,-3.7980294385831854
35,1.0,0.6249154451921657,1.616793264439464
36,0.0,1.2199427603856519,1.1288472690244478
37,0.0,0.9632166661936838,-2.5374168594470587
38,0.0,3.535757925949352,-3.133559864049767
39,0.0,3.0221650940562057,-2.9007158163896336
40,0.0,1.8391011956498744,1.0721698040273848
41,1.0,3.1391772154480186,0.47292960031281783
42,0.0,2.7665362432340643,-1.5588637118138047
43,0.0,1.945559240607368,-1.4220423943090377
44,1.0,1.0032876957585437,2.3235156822002736
45,0.0,1.5096953967165838,-1.0363248628742232
46,1.0,2.702158920314093,1.1885830445160823
47,0.0,2.716947621030747,-0.8735168038257335
48,0.0,2.93792535127767,-0.9768646407422099
49,1.0,0.8601568487599891,2.6238138415479604
